iteration,constructed,improved,best
1,1.85084e+06,1.83932e+06,1.83932e+06
2,1.95811e+06,1.95811e+06,1.83932e+06
3,1.77226e+06,1.76849e+06,1.76849e+06
4,1.84238e+06,1.77149e+06,1.76849e+06
5,1.87575e+06,1.86783e+06,1.76849e+06
6,1.76653e+06,1.76152e+06,1.76152e+06
7,1.81581e+06,1.81477e+06,1.76152e+06
8,1.75473e+06,1.7361e+06,1.7361e+06
9,1.75437e+06,1.74756e+06,1.7361e+06
10,1.85485e+06,1.8438e+06,1.7361e+06
11,1.76858e+06,1.72624e+06,1.72624e+06
12,1.81211e+06,1.80896e+06,1.72624e+06
13,1.88259e+06,1.87514e+06,1.72624e+06
14,1.97226e+06,1.93702e+06,1.72624e+06
15,1.81588e+06,1.78702e+06,1.72624e+06
16,2.00111e+06,1.95415e+06,1.72624e+06
17,1.84324e+06,1.80845e+06,1.72624e+06
18,1.88092e+06,1.81546e+06,1.72624e+06
19,1.98935e+06,1.76663e+06,1.72624e+06
20,1.84133e+06,1.83802e+06,1.72624e+06
21,1.78753e+06,1.78525e+06,1.72624e+06
22,1.83499e+06,1.81306e+06,1.72624e+06
23,1.73882e+06,1.73853e+06,1.72624e+06
24,1.98891e+06,1.91322e+06,1.72624e+06
25,1.87287e+06,1.87281e+06,1.72624e+06
26,1.80884e+06,1.80837e+06,1.72624e+06
27,1.8918e+06,1.83419e+06,1.72624e+06
28,1.94209e+06,1.81305e+06,1.72624e+06
29,1.88937e+06,1.87982e+06,1.72624e+06
30,1.79544e+06,1.78761e+06,1.72624e+06
31,1.93158e+06,1.92679e+06,1.72624e+06
32,1.87474e+06,1.83976e+06,1.72624e+06
33,1.92525e+06,1.84323e+06,1.72624e+06
34,1.80941e+06,1.72267e+06,1.72267e+06
35,1.81108e+06,1.79396e+06,1.72267e+06
36,1.87314e+06,1.8123e+06,1.72267e+06
37,1.88275e+06,1.85859e+06,1.72267e+06
38,1.83829e+06,1.82314e+06,1.72267e+06
39,2.08513e+06,2.03188e+06,1.72267e+06
40,1.94594e+06,1.80628e+06,1.72267e+06
41,1.82609e+06,1.82609e+06,1.72267e+06
42,1.79801e+06,1.79486e+06,1.72267e+06
43,1.97254e+06,1.92018e+06,1.72267e+06
44,2.02838e+06,1.99154e+06,1.72267e+06
45,1.92868e+06,1.92868e+06,1.72267e+06
46,1.88555e+06,1.84274e+06,1.72267e+06
47,1.95308e+06,1.91768e+06,1.72267e+06
48,1.86465e+06,1.85741e+06,1.72267e+06
49,1.82972e+06,1.82972e+06,1.72267e+06
50,1.93182e+06,1.84383e+06,1.72267e+06
51,1.90843e+06,1.77367e+06,1.72267e+06
52,1.8638e+06,1.85023e+06,1.72267e+06
53,1.93918e+06,1.93146e+06,1.72267e+06
54,2.0137e+06,1.97203e+06,1.72267e+06
55,1.73483e+06,1.73449e+06,1.72267e+06
56,1.91954e+06,1.89156e+06,1.72267e+06
57,1.98029e+06,1.97837e+06,1.72267e+06
58,1.85556e+06,1.84245e+06,1.72267e+06
59,1.80543e+06,1.76255e+06,1.72267e+06
60,1.85826e+06,1.77968e+06,1.72267e+06
61,2.08309e+06,2.01694e+06,1.72267e+06
62,1.91049e+06,1.74807e+06,1.72267e+06
63,1.83954e+06,1.7984e+06,1.72267e+06
64,1.83826e+06,1.74102e+06,1.72267e+06
65,1.85268e+06,1.84949e+06,1.72267e+06
66,1.81717e+06,1.79328e+06,1.72267e+06
67,1.68493e+06,1.68223e+06,1.68223e+06
68,1.75784e+06,1.74958e+06,1.68223e+06
69,1.70076e+06,1.68853e+06,1.68223e+06
70,1.77369e+06,1.77369e+06,1.68223e+06
71,1.78943e+06,1.78451e+06,1.68223e+06
72,1.81224e+06,1.79422e+06,1.68223e+06
73,1.87967e+06,1.86536e+06,1.68223e+06
74,1.88441e+06,1.88369e+06,1.68223e+06
75,1.84148e+06,1.81012e+06,1.68223e+06
76,2.02302e+06,1.93658e+06,1.68223e+06
77,1.89683e+06,1.85738e+06,1.68223e+06
78,1.88401e+06,1.86858e+06,1.68223e+06
79,1.79847e+06,1.79057e+06,1.68223e+06
80,1.81912e+06,1.81559e+06,1.68223e+06
81,1.86086e+06,1.83601e+06,1.68223e+06
82,1.78399e+06,1.77195e+06,1.68223e+06
83,1.77602e+06,1.74607e+06,1.68223e+06
84,1.88348e+06,1.80993e+06,1.68223e+06
85,1.87487e+06,1.84254e+06,1.68223e+06
86,1.86474e+06,1.76443e+06,1.68223e+06
87,1.89844e+06,1.87675e+06,1.68223e+06
88,1.92268e+06,1.85531e+06,1.68223e+06
89,1.99042e+06,1.95496e+06,1.68223e+06
90,1.90775e+06,1.84313e+06,1.68223e+06
91,1.81055e+06,1.81055e+06,1.68223e+06
92,1.84043e+06,1.84017e+06,1.68223e+06
93,1.79999e+06,1.79195e+06,1.68223e+06
94,1.74271e+06,1.72122e+06,1.68223e+06
95,1.96749e+06,1.96707e+06,1.68223e+06
96,1.77119e+06,1.76752e+06,1.68223e+06
97,1.75981e+06,1.72531e+06,1.68223e+06
98,1.90437e+06,1.90261e+06,1.68223e+06
99,1.93359e+06,1.80398e+06,1.68223e+06
100,2.01096e+06,1.95518e+06,1.68223e+06
