iteration,shaken,after_local_search,best
1,5.04059e+06,2.59066e+06,2.59066e+06
2,2.60751e+06,1.64956e+06,1.64956e+06
3,1.75427e+06,1.63131e+06,1.63131e+06
4,1.63316e+06,1.63258e+06,1.63131e+06
5,2.23514e+06,1.44202e+06,1.44202e+06
6,1.41176e+06,1.32588e+06,1.32588e+06
7,1.35725e+06,1.27704e+06,1.27704e+06
8,1.28019e+06,1.2772e+06,1.27704e+06
9,1.27872e+06,1.2624e+06,1.2624e+06
10,1.2659e+06,1.24935e+06,1.24935e+06
11,1.33118e+06,1.32586e+06,1.24935e+06
12,1.3768e+06,1.35586e+06,1.24935e+06
13,1.57309e+06,1.35882e+06,1.24935e+06
14,1.36302e+06,1.25078e+06,1.24935e+06
15,1.27423e+06,1.2593e+06,1.24935e+06
16,1.5777e+06,1.57423e+06,1.24935e+06
17,1.39596e+06,1.33242e+06,1.24935e+06
18,1.34367e+06,1.33317e+06,1.24935e+06
19,1.26595e+06,1.23794e+06,1.23794e+06
20,1.47012e+06,1.23557e+06,1.23557e+06
21,1.25568e+06,1.24643e+06,1.23557e+06
22,1.28114e+06,1.27543e+06,1.23557e+06
23,1.23673e+06,1.23392e+06,1.23392e+06
24,1.25918e+06,1.22762e+06,1.22762e+06
25,1.26882e+06,1.26882e+06,1.22762e+06
26,1.28771e+06,1.27137e+06,1.22762e+06
27,1.24401e+06,1.24401e+06,1.22762e+06
28,1.30973e+06,1.28029e+06,1.22762e+06
29,1.26296e+06,1.26296e+06,1.22762e+06
30,1.26906e+06,1.22535e+06,1.22535e+06
31,1.25304e+06,1.24957e+06,1.22535e+06
32,1.23542e+06,1.23021e+06,1.22535e+06
33,1.28785e+06,1.2467e+06,1.22535e+06
34,1.26057e+06,1.24973e+06,1.22535e+06
35,1.3038e+06,1.3038e+06,1.22535e+06
36,1.31628e+06,1.29555e+06,1.22535e+06
37,1.2545e+06,1.25227e+06,1.22535e+06
38,1.22805e+06,1.22217e+06,1.22217e+06
39,1.36204e+06,1.29691e+06,1.22217e+06
40,1.25095e+06,1.247e+06,1.22217e+06
41,1.2694e+06,1.26692e+06,1.22217e+06
42,1.21711e+06,1.21228e+06,1.21228e+06
43,1.22448e+06,1.22444e+06,1.21228e+06
44,1.23886e+06,1.23749e+06,1.21228e+06
45,1.24335e+06,1.23745e+06,1.21228e+06
46,1.22048e+06,1.21245e+06,1.21228e+06
47,1.28467e+06,1.27601e+06,1.21228e+06
48,1.24145e+06,1.23906e+06,1.21228e+06
49,1.22452e+06,1.2241e+06,1.21228e+06
50,1.6592e+06,1.3878e+06,1.21228e+06
51,1.28369e+06,1.26683e+06,1.21228e+06
52,1.22245e+06,1.22226e+06,1.21228e+06
53,1.27202e+06,1.27108e+06,1.21228e+06
54,1.24024e+06,1.22262e+06,1.21228e+06
55,1.67627e+06,1.41334e+06,1.21228e+06
56,1.30552e+06,1.3038e+06,1.21228e+06
57,1.32064e+06,1.28504e+06,1.21228e+06
58,1.24552e+06,1.21221e+06,1.21221e+06
59,1.23759e+06,1.22836e+06,1.21221e+06
