iteration,constructed,improved,best
1,1.73455e+06,1.70207e+06,1.70207e+06
2,1.9023e+06,1.85762e+06,1.70207e+06
3,1.85929e+06,1.81079e+06,1.70207e+06
4,1.95928e+06,1.73634e+06,1.70207e+06
5,1.84368e+06,1.75914e+06,1.70207e+06
6,1.7309e+06,1.64693e+06,1.64693e+06
7,1.93026e+06,1.82367e+06,1.64693e+06
8,1.80049e+06,1.67902e+06,1.64693e+06
9,1.76569e+06,1.71844e+06,1.64693e+06
10,1.98587e+06,1.77976e+06,1.64693e+06
11,1.9204e+06,1.85531e+06,1.64693e+06
12,1.97395e+06,1.74784e+06,1.64693e+06
13,1.96563e+06,1.82446e+06,1.64693e+06
14,1.8664e+06,1.72624e+06,1.64693e+06
15,2.05509e+06,1.90395e+06,1.64693e+06
16,1.84118e+06,1.76903e+06,1.64693e+06
17,1.74022e+06,1.6752e+06,1.64693e+06
18,1.7981e+06,1.7193e+06,1.64693e+06
19,1.82199e+06,1.73699e+06,1.64693e+06
20,1.90298e+06,1.68892e+06,1.64693e+06
21,1.73791e+06,1.72942e+06,1.64693e+06
22,1.90887e+06,1.753e+06,1.64693e+06
23,1.88611e+06,1.77313e+06,1.64693e+06
24,1.83401e+06,1.82908e+06,1.64693e+06
25,1.97447e+06,1.71192e+06,1.64693e+06
26,1.98099e+06,1.72602e+06,1.64693e+06
27,1.8691e+06,1.79322e+06,1.64693e+06
28,1.82728e+06,1.75716e+06,1.64693e+06
29,1.95154e+06,1.84586e+06,1.64693e+06
30,1.82968e+06,1.75015e+06,1.64693e+06
31,1.95474e+06,1.79394e+06,1.64693e+06
32,1.76057e+06,1.70016e+06,1.64693e+06
33,1.83286e+06,1.66814e+06,1.64693e+06
34,1.84785e+06,1.75817e+06,1.64693e+06
35,1.80095e+06,1.74689e+06,1.64693e+06
36,1.8466e+06,1.83193e+06,1.64693e+06
37,1.77483e+06,1.65794e+06,1.64693e+06
38,1.85496e+06,1.6691e+06,1.64693e+06
39,1.81015e+06,1.76486e+06,1.64693e+06
40,1.86127e+06,1.80812e+06,1.64693e+06
41,1.91929e+06,1.74615e+06,1.64693e+06
42,1.7431e+06,1.71518e+06,1.64693e+06
43,1.81604e+06,1.73559e+06,1.64693e+06
44,1.88905e+06,1.73532e+06,1.64693e+06
45,1.97783e+06,1.74554e+06,1.64693e+06
46,1.99972e+06,1.85263e+06,1.64693e+06
47,1.90916e+06,1.81411e+06,1.64693e+06
48,1.82535e+06,1.77565e+06,1.64693e+06
49,1.82839e+06,1.73656e+06,1.64693e+06
50,1.8495e+06,1.82923e+06,1.64693e+06
51,1.74058e+06,1.7378e+06,1.64693e+06
52,1.97203e+06,1.94478e+06,1.64693e+06
53,1.8973e+06,1.82561e+06,1.64693e+06
54,1.86222e+06,1.74911e+06,1.64693e+06
55,1.84131e+06,1.81997e+06,1.64693e+06
56,1.77028e+06,1.70809e+06,1.64693e+06
57,1.89985e+06,1.80874e+06,1.64693e+06
58,2.02079e+06,1.74724e+06,1.64693e+06
59,1.74492e+06,1.70683e+06,1.64693e+06
60,1.85319e+06,1.7607e+06,1.64693e+06
61,1.76625e+06,1.7296e+06,1.64693e+06
62,1.98374e+06,1.79916e+06,1.64693e+06
63,1.91708e+06,1.73006e+06,1.64693e+06
64,1.79398e+06,1.72569e+06,1.64693e+06
65,1.75117e+06,1.68272e+06,1.64693e+06
66,1.98813e+06,1.74352e+06,1.64693e+06
67,1.89948e+06,1.79885e+06,1.64693e+06
68,1.79386e+06,1.77885e+06,1.64693e+06
69,1.78034e+06,1.72909e+06,1.64693e+06
70,1.99109e+06,1.89862e+06,1.64693e+06
71,1.77715e+06,1.68799e+06,1.64693e+06
72,1.86955e+06,1.78957e+06,1.64693e+06
73,2.00302e+06,1.73481e+06,1.64693e+06
74,1.77703e+06,1.65558e+06,1.64693e+06
75,1.77767e+06,1.75526e+06,1.64693e+06
76,1.70582e+06,1.69166e+06,1.64693e+06
77,1.86347e+06,1.78742e+06,1.64693e+06
78,1.92033e+06,1.85662e+06,1.64693e+06
79,1.83231e+06,1.79234e+06,1.64693e+06
80,1.80388e+06,1.75582e+06,1.64693e+06
81,1.91229e+06,1.75507e+06,1.64693e+06
82,1.92863e+06,1.85832e+06,1.64693e+06
83,1.82736e+06,1.81188e+06,1.64693e+06
84,1.87899e+06,1.77142e+06,1.64693e+06
85,1.84863e+06,1.80065e+06,1.64693e+06
86,1.85987e+06,1.71665e+06,1.64693e+06
87,1.79632e+06,1.71782e+06,1.64693e+06
88,1.83341e+06,1.78825e+06,1.64693e+06
89,2.02083e+06,1.85449e+06,1.64693e+06
90,1.89712e+06,1.81623e+06,1.64693e+06
91,1.83961e+06,1.78989e+06,1.64693e+06
92,1.85929e+06,1.77081e+06,1.64693e+06
93,1.90911e+06,1.67622e+06,1.64693e+06
94,1.93583e+06,1.72886e+06,1.64693e+06
95,1.98257e+06,1.81946e+06,1.64693e+06
96,1.86158e+06,1.75694e+06,1.64693e+06
97,1.95595e+06,1.82744e+06,1.64693e+06
98,1.77049e+06,1.75204e+06,1.64693e+06
99,1.81175e+06,1.78452e+06,1.64693e+06
100,1.76088e+06,1.75511e+06,1.64693e+06
