iteration,shaken,after_local_search,best
1,3.45843e+06,3.35222e+06,3.35222e+06
2,3.35824e+06,2.57792e+06,2.57792e+06
3,2.54601e+06,2.53543e+06,2.53543e+06
4,2.53889e+06,2.52007e+06,2.52007e+06
5,2.51601e+06,2.48932e+06,2.48932e+06
6,2.71435e+06,2.5788e+06,2.48932e+06
7,2.48875e+06,2.3552e+06,2.3552e+06
8,2.35843e+06,2.34724e+06,2.34724e+06
9,2.34728e+06,2.33789e+06,2.33789e+06
10,2.34868e+06,2.28602e+06,2.28602e+06
11,2.29994e+06,2.27954e+06,2.27954e+06
12,2.31378e+06,2.2581e+06,2.2581e+06
13,2.31742e+06,2.30658e+06,2.2581e+06
14,2.28444e+06,2.16173e+06,2.16173e+06
15,2.16367e+06,2.14289e+06,2.14289e+06
16,2.35809e+06,2.3562e+06,2.14289e+06
17,2.14459e+06,2.13646e+06,2.13646e+06
18,2.16385e+06,2.15935e+06,2.13646e+06
19,2.2791e+06,2.20892e+06,2.13646e+06
20,2.17373e+06,2.13773e+06,2.13646e+06
21,2.16058e+06,2.15358e+06,2.13646e+06
22,2.61983e+06,2.61095e+06,2.13646e+06
23,2.13564e+06,2.11941e+06,2.11941e+06
24,2.25183e+06,2.12989e+06,2.11941e+06
25,2.12779e+06,1.90059e+06,1.90059e+06
26,2.34505e+06,2.34505e+06,1.90059e+06
27,1.92983e+06,1.92668e+06,1.90059e+06
28,1.8927e+06,1.89032e+06,1.89032e+06
29,1.90222e+06,1.89656e+06,1.89032e+06
30,1.90094e+06,1.88204e+06,1.88204e+06
31,1.89296e+06,1.87957e+06,1.87957e+06
32,1.99229e+06,1.9914e+06,1.87957e+06
33,1.93626e+06,1.93626e+06,1.87957e+06
34,1.90551e+06,1.90551e+06,1.87957e+06
35,1.90047e+06,1.90047e+06,1.87957e+06
36,1.91517e+06,1.9092e+06,1.87957e+06
37,1.88814e+06,1.87926e+06,1.87926e+06
38,2.05717e+06,1.96911e+06,1.87926e+06
39,2.07378e+06,2.07372e+06,1.87926e+06
40,1.90614e+06,1.86962e+06,1.86962e+06
41,1.90606e+06,1.90606e+06,1.86962e+06
42,1.89577e+06,1.86824e+06,1.86824e+06
43,1.87728e+06,1.86562e+06,1.86562e+06
44,1.87988e+06,1.84633e+06,1.84633e+06
45,1.93353e+06,1.90044e+06,1.84633e+06
46,1.85384e+06,1.85384e+06,1.84633e+06
47,1.86214e+06,1.81616e+06,1.81616e+06
48,1.91978e+06,1.89161e+06,1.81616e+06
49,1.8166e+06,1.78483e+06,1.78483e+06
50,2.29334e+06,2.27673e+06,1.78483e+06
51,2.9949e+06,2.96694e+06,1.78483e+06
52,1.78956e+06,1.78842e+06,1.78483e+06
53,1.80875e+06,1.80872e+06,1.78483e+06
54,1.79125e+06,1.76902e+06,1.76902e+06
55,1.84564e+06,1.80275e+06,1.76902e+06
56,2.24577e+06,1.95146e+06,1.76902e+06
57,1.79186e+06,1.79186e+06,1.76902e+06
58,1.78164e+06,1.78058e+06,1.76902e+06
59,1.85576e+06,1.81889e+06,1.76902e+06
60,1.80008e+06,1.78626e+06,1.76902e+06
61,1.79945e+06,1.78783e+06,1.76902e+06
62,1.83472e+06,1.82776e+06,1.76902e+06
63,1.87613e+06,1.85363e+06,1.76902e+06
64,1.81358e+06,1.81358e+06,1.76902e+06
65,1.81217e+06,1.80733e+06,1.76902e+06
66,1.86784e+06,1.83959e+06,1.76902e+06
67,1.85966e+06,1.84046e+06,1.76902e+06
68,2.36049e+06,2.32632e+06,1.76902e+06
69,2.34864e+06,2.27928e+06,1.76902e+06
70,1.80377e+06,1.80072e+06,1.76902e+06
71,2.32691e+06,2.32681e+06,1.76902e+06
72,1.80669e+06,1.80669e+06,1.76902e+06
73,1.76877e+06,1.75238e+06,1.75238e+06
74,1.84085e+06,1.84085e+06,1.75238e+06
75,1.80088e+06,1.77346e+06,1.75238e+06
76,1.77469e+06,1.73165e+06,1.73165e+06
