iteration,shaken,after_local_search,best
1,3.46141e+06,2.37379e+06,2.37379e+06
2,2.36262e+06,2.28237e+06,2.28237e+06
3,2.29014e+06,2.17202e+06,2.17202e+06
4,2.54558e+06,2.25966e+06,2.17202e+06
5,2.17339e+06,2.05808e+06,2.05808e+06
6,2.09774e+06,2.01187e+06,2.01187e+06
7,2.02822e+06,2.01686e+06,2.01187e+06
8,2.16658e+06,2.00512e+06,2.00512e+06
9,2.20952e+06,1.9705e+06,1.9705e+06
10,1.97065e+06,1.91962e+06,1.91962e+06
11,1.92449e+06,1.86181e+06,1.86181e+06
12,1.86449e+06,1.86294e+06,1.86181e+06
13,1.94411e+06,1.79986e+06,1.79986e+06
14,1.81728e+06,1.78941e+06,1.78941e+06
15,1.75668e+06,1.70104e+06,1.70104e+06
16,1.74769e+06,1.71602e+06,1.70104e+06
17,2.2264e+06,2.14111e+06,1.70104e+06
18,1.72877e+06,1.71358e+06,1.70104e+06
19,1.708e+06,1.68674e+06,1.68674e+06
20,1.72152e+06,1.71979e+06,1.68674e+06
21,1.94886e+06,1.7787e+06,1.68674e+06
22,1.77178e+06,1.75673e+06,1.68674e+06
23,1.72876e+06,1.65622e+06,1.65622e+06
24,1.65698e+06,1.6529e+06,1.6529e+06
25,2.28885e+06,1.62354e+06,1.62354e+06
26,1.83586e+06,1.8319e+06,1.62354e+06
27,1.71653e+06,1.7071e+06,1.62354e+06
28,2.07607e+06,1.64473e+06,1.62354e+06
29,1.64329e+06,1.6324e+06,1.62354e+06
30,2.25155e+06,1.62086e+06,1.62086e+06
31,1.63823e+06,1.63234e+06,1.62086e+06
32,1.66604e+06,1.64002e+06,1.62086e+06
33,2.1826e+06,2.05135e+06,1.62086e+06
34,1.63835e+06,1.63755e+06,1.62086e+06
35,1.70305e+06,1.65519e+06,1.62086e+06
36,2.08625e+06,2.05297e+06,1.62086e+06
37,1.65688e+06,1.63945e+06,1.62086e+06
38,1.74245e+06,1.71826e+06,1.62086e+06
39,1.64779e+06,1.63309e+06,1.62086e+06
40,1.64115e+06,1.60951e+06,1.60951e+06
41,1.63712e+06,1.62377e+06,1.60951e+06
42,2.13876e+06,2.09823e+06,1.60951e+06
43,1.63694e+06,1.61857e+06,1.60951e+06
44,1.62084e+06,1.62078e+06,1.60951e+06
45,1.61882e+06,1.59909e+06,1.59909e+06
46,1.60965e+06,1.5994e+06,1.59909e+06
47,2.17517e+06,2.14622e+06,1.59909e+06
48,1.63551e+06,1.632e+06,1.59909e+06
49,1.62161e+06,1.59676e+06,1.59676e+06
50,1.59237e+06,1.58054e+06,1.58054e+06
51,1.58931e+06,1.58837e+06,1.58054e+06
52,1.59122e+06,1.59122e+06,1.58054e+06
53,1.68314e+06,1.66048e+06,1.58054e+06
54,1.8186e+06,1.79863e+06,1.58054e+06
55,1.61282e+06,1.58964e+06,1.58054e+06
56,1.6801e+06,1.66107e+06,1.58054e+06
57,1.60917e+06,1.60007e+06,1.58054e+06
58,1.70383e+06,1.584e+06,1.58054e+06
59,1.61595e+06,1.60547e+06,1.58054e+06
60,1.61466e+06,1.59754e+06,1.58054e+06
61,1.60352e+06,1.59149e+06,1.58054e+06
62,2.1852e+06,2.09278e+06,1.58054e+06
63,1.59925e+06,1.5814e+06,1.58054e+06
64,1.67441e+06,1.63076e+06,1.58054e+06
65,1.63409e+06,1.61029e+06,1.58054e+06
66,1.61112e+06,1.60965e+06,1.58054e+06
67,1.73345e+06,1.68143e+06,1.58054e+06
68,1.64653e+06,1.63182e+06,1.58054e+06
69,1.58774e+06,1.58229e+06,1.58054e+06
70,2.04794e+06,1.94336e+06,1.58054e+06
71,1.58544e+06,1.58446e+06,1.58054e+06
72,1.66369e+06,1.59742e+06,1.58054e+06
73,1.58376e+06,1.58302e+06,1.58054e+06
74,1.71731e+06,1.57864e+06,1.57864e+06
