generation,best,avg,worst,std
1,2.45148e+06,3589257.740,4716760.587,531525.427
2,2192356.288,2768395.738,3457469.087,254628.687
3,2021202.025,2423268.589,3026924.113,210617.356
4,1917979.737,2193660.127,3454530.163,171925.806
5,1812103.062,2074852.436,3281006.500,164416.906
6,1755904.113,1982343.645,2414211.238,125662.065
7,1722283.025,1894817.362,2322814.013,116578.619
8,1724353.588,1829261.515,2304241.238,99694.945
9,1702056.125,1785904.683,2292571.425,87179.649
10,1691737.187,1765474.968,2237844.263,89314.649
11,1666160.238,1767293.583,3175560.337,162254.936
12,1666160.238,1749419.089,2164401.025,115828.936
13,1662860.250,1737405.903,3281168.975,185718.173
14,1656629.225,1703056.321,2015579.475,62571.803
15,1651658.825,1683312.746,2130723.625,63943.595
16,1651658.825,1684410.413,1868893.250,48286.461
17,1650222.462,1680630.513,1978470.187,51656.961
18,1635904.350,1686994.129,2008012.575,67423.648
19,1635904.350,1681234.755,2197023.813,84111.708
20,1633723.012,1711916.485,3059522.488,216056.927
21,1632156.900,1668293.734,2185525.263,94021.107
22,1630580.700,1650657.593,1838810.675,38700.340
23,1624874.488,1664738.572,2994336.150,149177.853
24,1624874.488,1697712.103,2191022.562,143702.943
25,1621127.038,1679126.112,2182447.400,122332.721
26,1619632.213,1642410.599,2160483.112,63498.524
27,1618734.613,1657637.808,2129086.487,85121.041
28,1616848.738,1666954.671,2846212.212,151611.501
29,1616848.738,1678105.544,2210312.138,134836.828
30,1615296.713,1663902.356,2161906.600,101480.355
31,1615281.300,1657598.105,2182071.050,102742.470
32,1614447.375,1643952.639,2096717.163,78296.133
33,1614447.375,1676126.074,2168968.987,147927.312
34,1614447.375,1684843.321,2396376.375,159972.115
35,1594464.500,1637600.484,2156109.600,80924.270
36,1594464.500,1660023.567,2150962.300,115881.803
37,1594464.500,1662113.488,2166958.788,123065.744
38,1594043.338,1667451.562,2207194.388,146337.602
39,1594043.338,1623666.983,2134733.075,94508.862
40,1594043.338,1632308.333,2141707.100,112046.280
41,1594043.338,1613624.597,2131805.250,64275.568
42,1593940.288,1631596.650,2820623.337,145905.338
43,1593940.288,1629129.757,2109949.425,87960.374
44,1593940.288,1650806.888,2236470.138,144725.126
45,1593922.888,1643760.683,2125855.387,114067.836
46,1593756.312,1636357.402,2155755.537,91727.450
47,1592513.488,1669402.811,2298692.650,152853.130
