iteration,constructed,improved,best
1,1.68485e+06,1.64393e+06,1.64393e+06
2,1.68485e+06,1.65874e+06,1.64393e+06
3,1.68485e+06,1.65093e+06,1.64393e+06
4,1.68485e+06,1.68471e+06,1.64393e+06
5,1.68485e+06,1.6601e+06,1.64393e+06
6,1.68485e+06,1.67554e+06,1.64393e+06
7,1.68485e+06,1.67911e+06,1.64393e+06
8,1.68485e+06,1.6808e+06,1.64393e+06
9,1.68485e+06,1.68485e+06,1.64393e+06
10,1.68485e+06,1.63444e+06,1.63444e+06
11,1.68485e+06,1.68436e+06,1.63444e+06
12,1.68485e+06,1.68485e+06,1.63444e+06
13,1.68485e+06,1.68485e+06,1.63444e+06
14,1.68485e+06,1.67941e+06,1.63444e+06
15,1.68485e+06,1.68485e+06,1.63444e+06
16,1.68485e+06,1.67611e+06,1.63444e+06
17,1.68485e+06,1.68485e+06,1.63444e+06
18,1.68485e+06,1.62705e+06,1.62705e+06
19,1.68485e+06,1.68485e+06,1.62705e+06
20,1.68485e+06,1.68485e+06,1.62705e+06
21,1.68485e+06,1.68476e+06,1.62705e+06
22,1.68485e+06,1.68485e+06,1.62705e+06
23,1.68485e+06,1.68485e+06,1.62705e+06
24,1.68485e+06,1.6715e+06,1.62705e+06
25,1.68485e+06,1.68485e+06,1.62705e+06
26,1.68485e+06,1.68485e+06,1.62705e+06
27,1.68485e+06,1.68485e+06,1.62705e+06
28,1.68485e+06,1.65182e+06,1.62705e+06
29,1.68485e+06,1.67865e+06,1.62705e+06
30,1.68485e+06,1.68485e+06,1.62705e+06
31,1.68485e+06,1.67291e+06,1.62705e+06
32,1.68485e+06,1.65824e+06,1.62705e+06
33,1.68485e+06,1.67473e+06,1.62705e+06
34,1.68485e+06,1.68485e+06,1.62705e+06
35,1.68485e+06,1.64282e+06,1.62705e+06
36,1.68485e+06,1.64512e+06,1.62705e+06
37,1.68485e+06,1.68485e+06,1.62705e+06
38,1.68485e+06,1.68485e+06,1.62705e+06
39,1.68485e+06,1.68485e+06,1.62705e+06
40,1.68485e+06,1.65462e+06,1.62705e+06
41,1.68485e+06,1.68485e+06,1.62705e+06
42,1.68485e+06,1.68485e+06,1.62705e+06
43,1.68485e+06,1.68485e+06,1.62705e+06
44,1.68485e+06,1.67058e+06,1.62705e+06
45,1.68485e+06,1.6808e+06,1.62705e+06
46,1.68485e+06,1.63571e+06,1.62705e+06
47,1.68485e+06,1.65592e+06,1.62705e+06
48,1.68485e+06,1.68485e+06,1.62705e+06
49,1.68485e+06,1.62662e+06,1.62662e+06
50,1.68485e+06,1.63722e+06,1.62662e+06
51,1.68485e+06,1.67643e+06,1.62662e+06
52,1.68485e+06,1.64254e+06,1.62662e+06
53,1.68485e+06,1.6806e+06,1.62662e+06
54,1.68485e+06,1.66353e+06,1.62662e+06
55,1.68485e+06,1.68485e+06,1.62662e+06
56,1.68485e+06,1.68485e+06,1.62662e+06
57,1.68485e+06,1.6803e+06,1.62662e+06
58,1.68485e+06,1.66504e+06,1.62662e+06
59,1.68485e+06,1.67108e+06,1.62662e+06
60,1.68485e+06,1.65297e+06,1.62662e+06
61,1.68485e+06,1.68485e+06,1.62662e+06
62,1.68485e+06,1.61245e+06,1.61245e+06
63,1.68485e+06,1.68485e+06,1.61245e+06
64,1.68485e+06,1.6751e+06,1.61245e+06
65,1.68485e+06,1.62772e+06,1.61245e+06
66,1.68485e+06,1.68485e+06,1.61245e+06
67,1.68485e+06,1.68466e+06,1.61245e+06
68,1.68485e+06,1.653e+06,1.61245e+06
69,1.68485e+06,1.68288e+06,1.61245e+06
70,1.68485e+06,1.68485e+06,1.61245e+06
71,1.68485e+06,1.60948e+06,1.60948e+06
72,1.68485e+06,1.67665e+06,1.60948e+06
73,1.68485e+06,1.68083e+06,1.60948e+06
74,1.68485e+06,1.68485e+06,1.60948e+06
75,1.68485e+06,1.68485e+06,1.60948e+06
76,1.68485e+06,1.68485e+06,1.60948e+06
77,1.68485e+06,1.67014e+06,1.60948e+06
78,1.68485e+06,1.68485e+06,1.60948e+06
79,1.68485e+06,1.67767e+06,1.60948e+06
80,1.68485e+06,1.68445e+06,1.60948e+06
81,1.68485e+06,1.66806e+06,1.60948e+06
82,1.68485e+06,1.68485e+06,1.60948e+06
83,1.68485e+06,1.6592e+06,1.60948e+06
84,1.68485e+06,1.68485e+06,1.60948e+06
85,1.68485e+06,1.68485e+06,1.60948e+06
86,1.68485e+06,1.68485e+06,1.60948e+06
87,1.68485e+06,1.68466e+06,1.60948e+06
88,1.68485e+06,1.68485e+06,1.60948e+06
89,1.68485e+06,1.68485e+06,1.60948e+06
90,1.68485e+06,1.68485e+06,1.60948e+06
91,1.68485e+06,1.68485e+06,1.60948e+06
92,1.68485e+06,1.68485e+06,1.60948e+06
93,1.68485e+06,1.68485e+06,1.60948e+06
94,1.68485e+06,1.66336e+06,1.60948e+06
95,1.68485e+06,1.67123e+06,1.60948e+06
96,1.68485e+06,1.68485e+06,1.60948e+06
97,1.68485e+06,1.63094e+06,1.60948e+06
98,1.68485e+06,1.63886e+06,1.60948e+06
99,1.68485e+06,1.67471e+06,1.60948e+06
100,1.68485e+06,1.68485e+06,1.60948e+06
101,1.68485e+06,1.68485e+06,1.60948e+06
102,1.68485e+06,1.68485e+06,1.60948e+06
103,1.68485e+06,1.68485e+06,1.60948e+06
104,1.68485e+06,1.68485e+06,1.60948e+06
105,1.68485e+06,1.63259e+06,1.60948e+06
106,1.68485e+06,1.63095e+06,1.60948e+06
107,1.68485e+06,1.68485e+06,1.60948e+06
108,1.68485e+06,1.68485e+06,1.60948e+06
109,1.68485e+06,1.67108e+06,1.60948e+06
110,1.68485e+06,1.66186e+06,1.60948e+06
111,1.68485e+06,1.65999e+06,1.60948e+06
112,1.68485e+06,1.68485e+06,1.60948e+06
113,1.68485e+06,1.66339e+06,1.60948e+06
114,1.68485e+06,1.68485e+06,1.60948e+06
115,1.68485e+06,1.68485e+06,1.60948e+06
116,1.68485e+06,1.68075e+06,1.60948e+06
117,1.68485e+06,1.68485e+06,1.60948e+06
118,1.68485e+06,1.63949e+06,1.60948e+06
119,1.68485e+06,1.67149e+06,1.60948e+06
120,1.68485e+06,1.66815e+06,1.60948e+06
121,1.68485e+06,1.66648e+06,1.60948e+06
122,1.68485e+06,1.67554e+06,1.60948e+06
123,1.68485e+06,1.67861e+06,1.60948e+06
124,1.68485e+06,1.68485e+06,1.60948e+06
125,1.68485e+06,1.68436e+06,1.60948e+06
126,1.68485e+06,1.67554e+06,1.60948e+06
127,1.68485e+06,1.66637e+06,1.60948e+06
128,1.68485e+06,1.6725e+06,1.60948e+06
129,1.68485e+06,1.68485e+06,1.60948e+06
130,1.68485e+06,1.67023e+06,1.60948e+06
131,1.68485e+06,1.66935e+06,1.60948e+06
132,1.68485e+06,1.68485e+06,1.60948e+06
133,1.68485e+06,1.66609e+06,1.60948e+06
134,1.68485e+06,1.68485e+06,1.60948e+06
135,1.68485e+06,1.68485e+06,1.60948e+06
136,1.68485e+06,1.68255e+06,1.60948e+06
137,1.68485e+06,1.66649e+06,1.60948e+06
138,1.68485e+06,1.63278e+06,1.60948e+06
139,1.68485e+06,1.64858e+06,1.60948e+06
140,1.68485e+06,1.65138e+06,1.60948e+06
141,1.68485e+06,1.67387e+06,1.60948e+06
142,1.68485e+06,1.67403e+06,1.60948e+06
143,1.68485e+06,1.66917e+06,1.60948e+06
144,1.68485e+06,1.63979e+06,1.60948e+06
145,1.68485e+06,1.65091e+06,1.60948e+06
146,1.68485e+06,1.62797e+06,1.60948e+06
147,1.68485e+06,1.64187e+06,1.60948e+06
