iteration,shaken,after_local_search,best
1,4.05197e+06,1.5618e+06,1.5618e+06
2,1.57351e+06,1.40846e+06,1.40846e+06
3,1.44355e+06,1.36056e+06,1.36056e+06
4,1.36987e+06,1.30991e+06,1.30991e+06
5,1.3098e+06,1.2737e+06,1.2737e+06
6,1.27997e+06,1.25889e+06,1.25889e+06
7,1.27205e+06,1.24199e+06,1.24199e+06
8,1.26717e+06,1.26717e+06,1.24199e+06
9,1.28292e+06,1.25773e+06,1.24199e+06
10,1.4511e+06,1.44228e+06,1.24199e+06
11,1.25588e+06,1.24196e+06,1.24196e+06
12,1.27056e+06,1.24492e+06,1.24196e+06
13,1.26219e+06,1.23558e+06,1.23558e+06
14,1.32898e+06,1.31786e+06,1.23558e+06
15,1.44492e+06,1.41015e+06,1.23558e+06
16,1.24917e+06,1.24718e+06,1.23558e+06
17,1.36396e+06,1.21773e+06,1.21773e+06
18,1.31571e+06,1.2194e+06,1.21773e+06
19,1.25996e+06,1.23608e+06,1.21773e+06
20,1.25064e+06,1.22906e+06,1.21773e+06
21,1.30479e+06,1.2629e+06,1.21773e+06
22,1.26205e+06,1.24817e+06,1.21773e+06
23,1.21798e+06,1.21778e+06,1.21773e+06
24,1.25616e+06,1.21763e+06,1.21763e+06
25,1.27339e+06,1.21115e+06,1.21115e+06
26,1.29168e+06,1.28885e+06,1.21115e+06
27,1.3139e+06,1.29068e+06,1.21115e+06
28,1.31268e+06,1.27924e+06,1.21115e+06
29,1.23093e+06,1.23089e+06,1.21115e+06
30,1.23736e+06,1.22384e+06,1.21115e+06
31,1.30251e+06,1.27109e+06,1.21115e+06
32,1.24407e+06,1.20654e+06,1.20654e+06
33,1.27039e+06,1.21779e+06,1.20654e+06
34,1.24991e+06,1.23994e+06,1.20654e+06
35,1.36557e+06,1.25228e+06,1.20654e+06
36,1.30303e+06,1.21447e+06,1.20654e+06
37,1.31854e+06,1.27528e+06,1.20654e+06
38,1.232e+06,1.20095e+06,1.20095e+06
39,1.60144e+06,1.24705e+06,1.20095e+06
40,1.3119e+06,1.26722e+06,1.20095e+06
41,1.20415e+06,1.20009e+06,1.20009e+06
42,1.20933e+06,1.20872e+06,1.20009e+06
43,1.26963e+06,1.22694e+06,1.20009e+06
44,1.29693e+06,1.28306e+06,1.20009e+06
45,1.20168e+06,1.20085e+06,1.20009e+06
46,1.24446e+06,1.22175e+06,1.20009e+06
47,1.24594e+06,1.20784e+06,1.20009e+06
48,1.25134e+06,1.22386e+06,1.20009e+06
49,1.32964e+06,1.30322e+06,1.20009e+06
50,1.25686e+06,1.20757e+06,1.20009e+06
51,1.20265e+06,1.1979e+06,1.1979e+06
52,1.28497e+06,1.20668e+06,1.1979e+06
53,1.22352e+06,1.20192e+06,1.1979e+06
54,1.25989e+06,1.25269e+06,1.1979e+06
55,1.55166e+06,1.48847e+06,1.1979e+06
56,1.67409e+06,1.20528e+06,1.1979e+06
57,1.27775e+06,1.26834e+06,1.1979e+06
58,1.22651e+06,1.20389e+06,1.1979e+06
59,1.22932e+06,1.22345e+06,1.1979e+06
60,1.24748e+06,1.24744e+06,1.1979e+06
61,1.21029e+06,1.20492e+06,1.1979e+06
62,1.24663e+06,1.19718e+06,1.19718e+06
63,1.19817e+06,1.19569e+06,1.19569e+06
64,1.21718e+06,1.20106e+06,1.19569e+06
65,1.26387e+06,1.26014e+06,1.19569e+06
66,1.21492e+06,1.19438e+06,1.19438e+06
67,1.24341e+06,1.23187e+06,1.19438e+06
68,1.2918e+06,1.28609e+06,1.19438e+06
69,1.22967e+06,1.21456e+06,1.19438e+06
70,1.19809e+06,1.19529e+06,1.19438e+06
71,1.2318e+06,1.21834e+06,1.19438e+06
72,1.31773e+06,1.24786e+06,1.19438e+06
73,1.20664e+06,1.20664e+06,1.19438e+06
74,1.29538e+06,1.20335e+06,1.19438e+06
75,1.25065e+06,1.2075e+06,1.19438e+06
76,1.21547e+06,1.19842e+06,1.19438e+06
77,1.22198e+06,1.22187e+06,1.19438e+06
78,1.21494e+06,1.2106e+06,1.19438e+06
