iteration,constructed,improved,best
1,1.75313e+06,1.68365e+06,1.68365e+06
2,1.83018e+06,1.77949e+06,1.68365e+06
3,1.80221e+06,1.73542e+06,1.68365e+06
4,1.86209e+06,1.72428e+06,1.68365e+06
5,1.76184e+06,1.6511e+06,1.6511e+06
6,1.87121e+06,1.69833e+06,1.6511e+06
7,1.873e+06,1.69018e+06,1.6511e+06
8,1.69262e+06,1.60548e+06,1.60548e+06
9,2.08113e+06,1.73589e+06,1.60548e+06
10,1.76781e+06,1.74645e+06,1.60548e+06
11,2.01887e+06,1.69234e+06,1.60548e+06
12,1.85071e+06,1.76712e+06,1.60548e+06
13,2.01716e+06,1.8142e+06,1.60548e+06
14,1.91569e+06,1.79428e+06,1.60548e+06
15,1.75394e+06,1.69262e+06,1.60548e+06
16,1.75248e+06,1.67652e+06,1.60548e+06
17,1.82969e+06,1.69832e+06,1.60548e+06
18,1.94901e+06,1.75063e+06,1.60548e+06
19,1.84509e+06,1.69207e+06,1.60548e+06
20,1.88887e+06,1.68187e+06,1.60548e+06
21,2.00296e+06,1.78365e+06,1.60548e+06
22,1.95479e+06,1.72389e+06,1.60548e+06
23,1.96713e+06,1.80731e+06,1.60548e+06
24,1.92805e+06,1.73317e+06,1.60548e+06
25,1.82836e+06,1.6659e+06,1.60548e+06
26,2.01695e+06,1.67054e+06,1.60548e+06
27,2.08312e+06,1.6708e+06,1.60548e+06
28,1.81257e+06,1.58593e+06,1.58593e+06
29,1.87794e+06,1.73831e+06,1.58593e+06
30,1.80897e+06,1.67254e+06,1.58593e+06
31,1.92541e+06,1.7629e+06,1.58593e+06
32,1.82062e+06,1.70005e+06,1.58593e+06
33,1.86804e+06,1.74563e+06,1.58593e+06
34,1.90617e+06,1.70986e+06,1.58593e+06
35,2.03349e+06,1.7088e+06,1.58593e+06
36,1.8024e+06,1.59654e+06,1.58593e+06
37,1.84685e+06,1.66816e+06,1.58593e+06
38,1.89323e+06,1.69932e+06,1.58593e+06
39,1.90725e+06,1.77404e+06,1.58593e+06
40,1.98179e+06,1.80298e+06,1.58593e+06
