iteration,constructed,improved,best
1,1.27384e+06,1.24641e+06,1.24641e+06
2,1.32419e+06,1.27541e+06,1.24641e+06
3,1.33306e+06,1.2991e+06,1.24641e+06
4,1.31341e+06,1.27452e+06,1.24641e+06
5,1.33304e+06,1.29218e+06,1.24641e+06
6,1.31958e+06,1.30311e+06,1.24641e+06
7,1.33391e+06,1.25818e+06,1.24641e+06
8,1.24792e+06,1.21592e+06,1.21592e+06
9,1.27129e+06,1.26451e+06,1.21592e+06
10,1.34293e+06,1.24958e+06,1.21592e+06
11,1.33e+06,1.24042e+06,1.21592e+06
12,1.30649e+06,1.28132e+06,1.21592e+06
13,1.31937e+06,1.29378e+06,1.21592e+06
14,1.29493e+06,1.28643e+06,1.21592e+06
15,1.38831e+06,1.3062e+06,1.21592e+06
16,1.26805e+06,1.23216e+06,1.21592e+06
17,1.33537e+06,1.31511e+06,1.21592e+06
18,1.36176e+06,1.34907e+06,1.21592e+06
19,1.36985e+06,1.34601e+06,1.21592e+06
20,1.30221e+06,1.23551e+06,1.21592e+06
21,1.34983e+06,1.31389e+06,1.21592e+06
22,1.26446e+06,1.23902e+06,1.21592e+06
23,1.34627e+06,1.26775e+06,1.21592e+06
24,1.31546e+06,1.26752e+06,1.21592e+06
25,1.30354e+06,1.24299e+06,1.21592e+06
26,1.29406e+06,1.22892e+06,1.21592e+06
27,1.32645e+06,1.26572e+06,1.21592e+06
28,1.32041e+06,1.24063e+06,1.21592e+06
29,1.33334e+06,1.28251e+06,1.21592e+06
30,1.29142e+06,1.27506e+06,1.21592e+06
31,1.36614e+06,1.26287e+06,1.21592e+06
32,1.30311e+06,1.2507e+06,1.21592e+06
33,1.37367e+06,1.29099e+06,1.21592e+06
34,1.32109e+06,1.26011e+06,1.21592e+06
35,1.30089e+06,1.27203e+06,1.21592e+06
36,1.3103e+06,1.28554e+06,1.21592e+06
37,1.34958e+06,1.21468e+06,1.21468e+06
38,1.29026e+06,1.27582e+06,1.21468e+06
39,1.28e+06,1.24555e+06,1.21468e+06
40,1.31536e+06,1.25024e+06,1.21468e+06
