iteration,constructed,improved,best
1,1.22474e+06,1.19755e+06,1.19755e+06
2,1.36579e+06,1.33344e+06,1.19755e+06
3,1.31106e+06,1.29802e+06,1.19755e+06
4,1.37096e+06,1.25035e+06,1.19755e+06
5,1.34675e+06,1.28644e+06,1.19755e+06
6,1.25618e+06,1.25177e+06,1.19755e+06
7,1.42639e+06,1.36836e+06,1.19755e+06
8,1.32255e+06,1.29556e+06,1.19755e+06
9,1.2642e+06,1.26229e+06,1.19755e+06
10,1.31361e+06,1.2397e+06,1.19755e+06
11,1.29777e+06,1.28789e+06,1.19755e+06
12,1.33947e+06,1.3105e+06,1.19755e+06
13,1.34733e+06,1.3281e+06,1.19755e+06
14,1.27323e+06,1.24729e+06,1.19755e+06
15,1.23206e+06,1.21429e+06,1.19755e+06
16,1.30779e+06,1.26047e+06,1.19755e+06
17,1.32913e+06,1.31253e+06,1.19755e+06
18,1.33381e+06,1.30722e+06,1.19755e+06
19,1.34514e+06,1.24228e+06,1.19755e+06
20,1.30596e+06,1.29142e+06,1.19755e+06
21,1.29128e+06,1.24723e+06,1.19755e+06
22,1.23772e+06,1.22414e+06,1.19755e+06
23,1.25897e+06,1.23876e+06,1.19755e+06
24,1.30844e+06,1.25763e+06,1.19755e+06
25,1.35284e+06,1.31052e+06,1.19755e+06
26,1.25432e+06,1.22065e+06,1.19755e+06
27,1.30873e+06,1.23428e+06,1.19755e+06
28,1.38328e+06,1.30276e+06,1.19755e+06
29,1.31557e+06,1.28326e+06,1.19755e+06
30,1.34784e+06,1.31093e+06,1.19755e+06
31,1.27748e+06,1.23951e+06,1.19755e+06
32,1.3682e+06,1.23159e+06,1.19755e+06
33,1.3503e+06,1.25089e+06,1.19755e+06
34,1.30006e+06,1.28554e+06,1.19755e+06
35,1.33415e+06,1.28847e+06,1.19755e+06
36,1.29535e+06,1.27961e+06,1.19755e+06
37,1.38884e+06,1.29352e+06,1.19755e+06
38,1.3506e+06,1.33662e+06,1.19755e+06
39,1.28962e+06,1.27282e+06,1.19755e+06
40,1.28079e+06,1.24551e+06,1.19755e+06
