iteration,constructed,improved,best
1,1.39915e+06,1.28727e+06,1.28727e+06
2,1.34769e+06,1.29681e+06,1.28727e+06
3,1.39246e+06,1.36781e+06,1.28727e+06
4,1.41357e+06,1.27558e+06,1.27558e+06
5,1.40689e+06,1.23016e+06,1.23016e+06
6,1.38974e+06,1.38391e+06,1.23016e+06
7,1.3103e+06,1.21975e+06,1.21975e+06
8,1.31399e+06,1.26381e+06,1.21975e+06
9,1.30704e+06,1.25112e+06,1.21975e+06
10,1.36352e+06,1.26908e+06,1.21975e+06
11,1.28826e+06,1.24594e+06,1.21975e+06
12,1.37249e+06,1.28293e+06,1.21975e+06
13,1.43424e+06,1.2652e+06,1.21975e+06
14,1.39019e+06,1.23328e+06,1.21975e+06
15,1.33088e+06,1.26221e+06,1.21975e+06
16,1.32978e+06,1.26575e+06,1.21975e+06
17,1.31608e+06,1.23404e+06,1.21975e+06
18,1.30556e+06,1.21906e+06,1.21906e+06
19,1.41832e+06,1.28203e+06,1.21906e+06
20,1.43186e+06,1.38427e+06,1.21906e+06
21,1.30195e+06,1.21958e+06,1.21906e+06
22,1.30324e+06,1.22215e+06,1.21906e+06
23,1.33822e+06,1.26977e+06,1.21906e+06
24,1.36008e+06,1.31877e+06,1.21906e+06
25,1.38816e+06,1.27851e+06,1.21906e+06
26,1.33283e+06,1.25095e+06,1.21906e+06
27,1.32427e+06,1.25255e+06,1.21906e+06
28,1.33833e+06,1.23756e+06,1.21906e+06
29,1.40721e+06,1.24021e+06,1.21906e+06
30,1.44043e+06,1.30993e+06,1.21906e+06
31,1.39545e+06,1.26654e+06,1.21906e+06
32,1.34806e+06,1.28859e+06,1.21906e+06
33,1.44454e+06,1.26235e+06,1.21906e+06
34,1.45737e+06,1.32618e+06,1.21906e+06
35,1.29095e+06,1.24412e+06,1.21906e+06
36,1.25453e+06,1.23331e+06,1.21906e+06
37,1.28255e+06,1.23326e+06,1.21906e+06
38,1.3398e+06,1.25408e+06,1.21906e+06
39,1.3201e+06,1.26168e+06,1.21906e+06
40,1.38625e+06,1.28727e+06,1.21906e+06
