generation,best,avg,worst,std
1,2.75611e+06,3423570.164,4406440.538,388712.533
2,2224974.200,2807469.023,3369314.475,219043.428
3,2084915.688,2525807.351,3745822.375,280903.989
4,1973397.250,2215886.584,2635455.062,129955.152
5,1955367.087,2084306.954,2567317.225,106693.431
6,1925129.238,2049530.927,2415563.450,98053.705
7,1875266.063,2001820.685,2329143.562,96403.854
8,1854539.525,1997908.980,2501999.600,150292.558
9,1821869.550,1954238.472,2294237.625,118494.870
10,1809589.213,1915722.693,3054076.037,196344.380
11,1799293.950,1884605.599,2154727.675,82193.762
12,1795224.675,1844955.449,2144256.938,62891.447
13,1784676.063,1840135.479,2118444.200,62385.875
14,1758826.888,1819754.239,2040693.825,52555.623
15,1760164.850,1825313.563,2036317.338,76857.548
16,1755674.613,1793509.563,1914747.650,39696.131
17,1752833.900,1826793.423,2933442.012,191800.012
18,1737187.150,1792515.810,2096453.363,82780.067
19,1734875.075,1762801.142,1968011.513,43672.134
20,1730639.950,1793600.310,2162565.400,112372.057
21,1727408.188,1740080.005,1863690.813,21320.901
22,1721346.663,1782187.710,2898776.825,188884.931
23,1717191.475,1735861.854,1798409.162,21954.454
24,1714558.738,1758632.953,2213312.388,95423.346
25,1708427.888,1747610.925,2110373.412,77720.857
26,1703184.425,1727343.780,1869726.738,30417.670
27,1702718.088,1759792.541,2213087.513,109762.795
28,1698635.913,1731475.013,2099169.475,70265.315
29,1696763.013,1713905.267,1821446.163,24238.919
30,1693434.575,1727104.615,1957178.775,54263.714
31,1693374.900,1724494.405,2115410.862,74074.236
32,1691569.963,1733135.400,2213263.850,87095.808
33,1690305.150,1743286.013,2200937.388,104510.506
34,1686956.288,1756591.901,2205257.988,132585.495
35,1689987.113,1727007.112,2200972.388,103728.302
36,1687051.925,1719634.650,2115061.425,74348.945
37,1686733.888,1741860.243,2222521.313,121745.459
38,1686956.288,1738642.524,2161252.763,109021.877
39,1686670.363,1715296.764,2078895.625,64953.622
40,1685781.275,1718177.475,2115184.837,76704.119
41,1685020.200,1766136.877,2122737.612,143456.540
42,1683620.263,1817320.537,2237857.288,185609.654
43,1683620.263,1742270.204,2139354.925,121128.073
44,1683620.263,1763793.972,2151730.400,131179.463
45,1683620.263,1738566.859,2156285.850,102866.889
46,1683620.263,1732472.951,2137492.663,119678.265
47,1679322.463,1728463.486,2147257.663,117088.565
48,1679322.463,1699680.789,2114388.475,67305.890
49,1679322.463,1733706.964,2178532.663,124187.128
50,1679258.938,1738507.662,2204356.663,138421.779
51,1679258.938,1717585.447,2147583.962,101027.805
52,1679258.938,1726002.952,2223153.838,114457.976
53,1679258.938,1726738.337,2150524.587,105362.114
54,1679258.938,1757323.889,2147520.438,140053.406
55,1675536.950,1733137.415,2140722.837,119392.512
56,1674025.275,1741623.736,2120687.938,121422.333
57,1674025.275,1744598.151,2219498.300,135421.478
58,1669689.463,1717810.014,1932841.888,74422.675
59,1669689.463,1725324.227,2101628.413,96016.802
60,1669689.463,1752213.027,2177716.913,151784.108
61,1669689.463,1738837.304,2200571.150,126889.178
