generation,best,avg,worst,std
1,2.55651e+06,3538507.621,4686075.125,460802.382
2,2452316.537,2914712.297,3638999.788,279244.418
3,2273828.188,2570495.825,3900215.962,252087.992
4,2159771.562,2369288.432,2708517.612,95212.520
5,2081728.350,2309388.996,2726716.875,148292.710
6,1982857.413,2242025.050,2984714.200,190969.958
7,1981609.663,2136017.648,2642847.175,141734.486
8,1939508.350,2074443.303,2519203.800,149394.732
9,1911111.250,1978885.393,2206875.763,53517.930
10,1844863.263,1954019.328,2018660.113,33084.724
11,1844851.663,1944512.383,2406275.700,97310.033
12,1831650.212,1920671.572,2413108.125,110079.053
13,1816721.813,1929944.137,2764369.200,161828.371
14,1786673.388,1932373.046,3104331.513,220480.305
15,1793040.625,1935232.212,3003645.725,237499.775
16,1777377.213,1845571.391,2312325.212,121577.720
17,1773892.375,1824823.528,2275184.925,87864.619
18,1765532.700,1864080.067,2260993.800,144801.196
19,1764907.550,1826447.664,2265623.562,111105.253
20,1751965.625,1805392.661,2304452.150,104745.216
21,1746991.900,1802325.670,2301815.425,114945.959
22,1743338.688,1863603.778,2245167.488,168882.290
23,1719206.625,1820937.711,2239496.875,139143.089
24,1712438.413,1836435.965,2264780.938,141322.939
25,1702884.913,1755909.999,2085668.663,58420.310
26,1701497.413,1767366.768,2211151.525,126056.175
27,1702884.913,1775396.241,2266505.350,138556.679
28,1698030.312,1740746.587,2088259.250,84797.513
29,1697526.888,1715742.159,1817516.925,25777.041
30,1697526.888,1758184.482,2132932.363,119494.893
31,1695540.588,1727505.741,2060010.288,78264.213
32,1695477.063,1748080.543,2070203.913,108327.026
33,1695049.263,1725879.965,2055883.225,76984.603
34,1694587.975,1738635.112,2334804.725,124596.017
35,1695049.263,1752979.365,2078330.663,120064.796
36,1695049.263,1727678.018,2051557.338,78085.011
37,1695049.263,1722088.222,2052595.188,81147.060
38,1677945.238,1739945.176,2066841.438,95182.741
39,1677887.613,1731828.303,2165190.675,83255.389
40,1649156.413,1733660.691,2051623.313,81123.505
41,1649637.250,1716996.938,2319811.375,113515.493
42,1649637.250,1690078.630,2039349.650,69083.750
43,1649156.413,1683095.118,2010767.375,80499.225
44,1648202.050,1694662.554,2030457.363,86787.133
45,1644858.113,1692365.969,2029577.600,108755.610
46,1644858.113,1678509.326,2003943.550,63625.960
47,1643072.738,1765289.968,2928393.487,239240.954
48,1643012.925,1696477.703,2049900.688,115895.631
49,1643012.925,1685794.547,1998921.063,82050.017
50,1643012.925,1698815.182,2243235.675,126812.729
51,1643012.925,1699486.072,2141416.125,127989.626
52,1642568.075,1680942.946,2011227.075,84032.450
53,1641383.413,1694601.149,2024666.925,112010.574
54,1642568.075,1705048.051,2178314.612,129613.738
55,1642568.075,1672539.345,1997524.850,71374.676
56,1642450.275,1697353.502,2097602.300,108993.456
57,1642390.600,1655250.958,1772953.625,29580.713
58,1642390.600,1674093.764,2024044.600,69889.951
59,1641569.213,1687139.148,2009466.225,108080.256
60,1640420.538,1697960.932,2006647.588,99334.043
61,1640420.538,1684428.946,2009947.063,84859.709
62,1639880.025,1706896.053,2162134.187,107206.458
63,1639880.025,1706367.535,2911151.675,202498.558
64,1638361.250,1711420.728,2316814.375,161302.763
65,1636852.038,1717320.855,2202150.800,149364.765
66,1636852.038,1722265.475,2884970.400,222266.840
67,1633238.925,1723677.662,2170850.162,145253.321
68,1634273.088,1710129.673,2231198.612,150466.032
69,1634250.775,1676065.607,1937747.125,70548.882
70,1628251.588,1663770.943,1962456.738,63337.606
71,1627992.950,1674983.587,1996609.450,90976.419
72,1627684.250,1712979.995,2329504.825,164083.712
73,1626114.150,1742706.079,2875415.188,239414.235
74,1626114.150,1659055.940,2199464.650,96505.998
