iteration,current,best,temp
1,3.02384e+06,3.01159e+06,180000.000000
2,3028529.387500,3011591.250000,180000.000000
3,3028207.487500,3011591.250000,180000.000000
4,3023225.362500,3011591.250000,180000.000000
5,3003669.975000,3003669.975000,180000.000000
6,2998121.850000,2998121.850000,180000.000000
7,3001397.725000,2998121.850000,180000.000000
8,2992879.975000,2992879.975000,179460.000000
9,2970928.675000,2970928.675000,179460.000000
10,2979446.425000,2970928.675000,179460.000000
11,2978117.200000,2970928.675000,179460.000000
12,2976050.950000,2970928.675000,179460.000000
13,2969212.450000,2969212.450000,179460.000000
14,2717482.000000,2717482.000000,179460.000000
15,2746582.562500,2717482.000000,178921.620000
16,2619080.837500,2619080.837500,178921.620000
17,2619842.662500,2619080.837500,178921.620000
18,2611880.462500,2611880.462500,178921.620000
19,2606536.862500,2606536.862500,178921.620000
20,2603979.437500,2603979.437500,178921.620000
21,2608284.737500,2603979.437500,178921.620000
22,2610446.462500,2603979.437500,178384.855140
23,2610446.462500,2603979.437500,178384.855140
24,2610658.962500,2603979.437500,178384.855140
25,2610622.250000,2603979.437500,178384.855140
26,2591291.150000,2591291.150000,178384.855140
27,2610082.150000,2591291.150000,178384.855140
28,2622382.550000,2591291.150000,178384.855140
29,2600694.612500,2591291.150000,177849.700575
30,2591662.400000,2591291.150000,177849.700575
31,2596986.875000,2591291.150000,177849.700575
32,2615145.950000,2591291.150000,177849.700575
33,2466651.837500,2466651.837500,177849.700575
34,2465866.425000,2465866.425000,177849.700575
35,2454518.725000,2454518.725000,177849.700575
36,2454578.537500,2454518.725000,177316.151473
37,2442735.662500,2442735.662500,177316.151473
38,2441514.737500,2441514.737500,177316.151473
39,2178372.925000,2178372.925000,177316.151473
40,2162590.125000,2162590.125000,177316.151473
41,2162590.125000,2162590.125000,177316.151473
42,2166237.312500,2162590.125000,177316.151473
43,2157394.200000,2157394.200000,176784.203018
44,2157394.200000,2157394.200000,176784.203018
45,2157394.200000,2157394.200000,176784.203018
46,2151483.487500,2151483.487500,176784.203018
47,2151836.925000,2151483.487500,176784.203018
48,2154229.425000,2151483.487500,176784.203018
49,2154229.425000,2151483.487500,176784.203018
50,2159598.650000,2151483.487500,176253.850409
51,2182142.400000,2151483.487500,176253.850409
52,2171837.200000,2151483.487500,176253.850409
53,2170799.625000,2151483.487500,176253.850409
54,2174357.025000,2151483.487500,176253.850409
55,2174465.587500,2151483.487500,176253.850409
56,2228010.050000,2151483.487500,176253.850409
57,2235001.925000,2151483.487500,175725.088858
58,2233203.050000,2151483.487500,175725.088858
59,2232315.762500,2151483.487500,175725.088858
60,2271642.137500,2151483.487500,175725.088858
61,2269710.137500,2151483.487500,175725.088858
62,2272918.487500,2151483.487500,175725.088858
63,2269922.500000,2151483.487500,175725.088858
64,2271253.825000,2151483.487500,175197.913592
65,2289297.025000,2151483.487500,175197.913592
66,2268796.025000,2151483.487500,175197.913592
67,2419503.387500,2151483.487500,175197.913592
68,2482235.787500,2151483.487500,175197.913592
69,2479992.412500,2151483.487500,175197.913592
70,2479992.412500,2151483.487500,175197.913592
71,2473944.262500,2151483.487500,174672.319851
72,2473944.262500,2151483.487500,174672.319851
73,2470735.675000,2151483.487500,174672.319851
74,2479715.450000,2151483.487500,174672.319851
75,2467234.025000,2151483.487500,174672.319851
76,2368464.275000,2151483.487500,174672.319851
77,2361507.875000,2151483.487500,174672.319851
78,2361507.875000,2151483.487500,174148.302891
79,2362434.125000,2151483.487500,174148.302891
80,2382108.162500,2151483.487500,174148.302891
81,2388630.725000,2151483.487500,174148.302891
82,2388630.725000,2151483.487500,174148.302891
83,2389195.200000,2151483.487500,174148.302891
84,2384471.512500,2151483.487500,174148.302891
85,2383022.962500,2151483.487500,173625.857983
86,2383022.962500,2151483.487500,173625.857983
87,2671790.437500,2151483.487500,173625.857983
88,2670768.837500,2151483.487500,173625.857983
89,2665399.612500,2151483.487500,173625.857983
90,2662899.362500,2151483.487500,173625.857983
91,2600166.962500,2151483.487500,173625.857983
92,2595861.887500,2151483.487500,173104.980409
93,2595479.487500,2151483.487500,173104.980409
94,2595479.487500,2151483.487500,173104.980409
95,2567553.875000,2151483.487500,173104.980409
96,2566917.687500,2151483.487500,173104.980409
97,2566917.687500,2151483.487500,173104.980409
98,2574339.350000,2151483.487500,173104.980409
99,2574339.350000,2151483.487500,172585.665467
100,2568641.537500,2151483.487500,172585.665467
101,2565084.137500,2151483.487500,172585.665467
102,2559654.412500,2151483.487500,172585.665467
103,2561747.987500,2151483.487500,172585.665467
104,2560786.212500,2151483.487500,172585.665467
105,2560786.212500,2151483.487500,172585.665467
106,2560786.212500,2151483.487500,172067.908471
107,2550142.462500,2151483.487500,172067.908471
108,2584658.062500,2151483.487500,172067.908471
109,2601095.350000,2151483.487500,172067.908471
110,2616831.850000,2151483.487500,172067.908471
111,2618541.850000,2151483.487500,172067.908471
112,2618541.850000,2151483.487500,172067.908471
113,2618909.375000,2151483.487500,171551.704746
114,2618909.375000,2151483.487500,171551.704746
115,2604986.325000,2151483.487500,171551.704746
116,2621542.962500,2151483.487500,171551.704746
117,2621243.425000,2151483.487500,171551.704746
118,2596843.775000,2151483.487500,171551.704746
119,2583260.712500,2151483.487500,171551.704746
120,2586129.425000,2151483.487500,171037.049631
121,2586356.662500,2151483.487500,171037.049631
122,2596132.175000,2151483.487500,171037.049631
123,2590650.125000,2151483.487500,171037.049631
124,2590877.175000,2151483.487500,171037.049631
125,2582787.987500,2151483.487500,171037.049631
126,2582787.987500,2151483.487500,171037.049631
127,2529280.425000,2151483.487500,170523.938482
128,2558558.050000,2151483.487500,170523.938482
129,2577349.050000,2151483.487500,170523.938482
130,2577970.650000,2151483.487500,170523.938482
131,2617135.012500,2151483.487500,170523.938482
132,2602028.762500,2151483.487500,170523.938482
133,2590475.325000,2151483.487500,170523.938482
134,2590475.325000,2151483.487500,170012.366667
135,2572251.925000,2151483.487500,170012.366667
136,2572315.450000,2151483.487500,170012.366667
137,2556578.950000,2151483.487500,170012.366667
138,2564864.612500,2151483.487500,170012.366667
139,2549501.987500,2151483.487500,170012.366667
140,2548981.387500,2151483.487500,170012.366667
141,2597031.062500,2151483.487500,169502.329567
142,2636079.250000,2151483.487500,169502.329567
143,2639415.700000,2151483.487500,169502.329567
144,2681855.762500,2151483.487500,169502.329567
145,2642807.575000,2151483.487500,169502.329567
146,2613691.637500,2151483.487500,169502.329567
147,2210360.687500,2151483.487500,169502.329567
148,2213144.237500,2151483.487500,168993.822578
149,2213144.237500,2151483.487500,168993.822578
150,2213144.237500,2151483.487500,168993.822578
151,2172347.300000,2151483.487500,168993.822578
152,2167967.450000,2151483.487500,168993.822578
153,2170428.700000,2151483.487500,168993.822578
154,2213730.062500,2151483.487500,168993.822578
155,2213730.062500,2151483.487500,168486.841111
156,2213730.062500,2151483.487500,168486.841111
157,2213730.062500,2151483.487500,168486.841111
158,2217146.087500,2151483.487500,168486.841111
159,2217146.087500,2151483.487500,168486.841111
160,2217603.275000,2151483.487500,168486.841111
161,2202684.962500,2151483.487500,168486.841111
162,2260152.162500,2151483.487500,167981.380587
163,2260152.162500,2151483.487500,167981.380587
164,2143650.462500,2143650.462500,167981.380587
165,2161837.962500,2143650.462500,167981.380587
166,2161837.962500,2143650.462500,167981.380587
167,2117995.062500,2117995.062500,167981.380587
168,2117995.062500,2117995.062500,167981.380587
169,2128679.662500,2117995.062500,167477.436445
170,2077469.437500,2077469.437500,167477.436445
171,2118443.137500,2077469.437500,167477.436445
172,2118867.450000,2077469.437500,167477.436445
173,2115195.012500,2077469.437500,167477.436445
174,2115195.012500,2077469.437500,167477.436445
175,2132872.850000,2077469.437500,167477.436445
176,2132872.850000,2077469.437500,166975.004136
177,2151025.350000,2077469.437500,166975.004136
178,2149513.675000,2077469.437500,166975.004136
179,2151099.837500,2077469.437500,166975.004136
180,2151099.837500,2077469.437500,166975.004136
181,2151099.837500,2077469.437500,166975.004136
182,2151717.537500,2077469.437500,166975.004136
183,2152087.562500,2077469.437500,166474.079124
184,2145135.000000,2077469.437500,166474.079124
185,2156046.775000,2077469.437500,166474.079124
186,2157489.775000,2077469.437500,166474.079124
187,2157489.775000,2077469.437500,166474.079124
188,2162939.287500,2077469.437500,166474.079124
189,2162317.687500,2077469.437500,166474.079124
190,2183744.212500,2077469.437500,165974.656886
191,2189357.412500,2077469.437500,165974.656886
192,2189357.412500,2077469.437500,165974.656886
193,2194191.462500,2077469.437500,165974.656886
194,2115861.837500,2077469.437500,165974.656886
195,2116767.425000,2077469.437500,165974.656886
196,2118324.987500,2077469.437500,165974.656886
197,2107773.612500,2077469.437500,165476.732916
198,2115592.062500,2077469.437500,165476.732916
199,2111732.937500,2077469.437500,165476.732916
200,2094004.512500,2077469.437500,165476.732916
201,2084594.062500,2077469.437500,165476.732916
202,2078143.037500,2077469.437500,165476.732916
203,2078143.037500,2077469.437500,165476.732916
204,2078143.037500,2077469.437500,164980.302717
205,2100010.162500,2077469.437500,164980.302717
206,2096950.787500,2077469.437500,164980.302717
207,2096950.787500,2077469.437500,164980.302717
208,2109589.287500,2077469.437500,164980.302717
209,2282613.100000,2077469.437500,164980.302717
210,2280997.037500,2077469.437500,164980.302717
211,2274980.125000,2077469.437500,164485.361809
212,2259986.375000,2077469.437500,164485.361809
213,2283985.587500,2077469.437500,164485.361809
214,2273300.987500,2077469.437500,164485.361809
215,2273300.987500,2077469.437500,164485.361809
216,2274073.787500,2077469.437500,164485.361809
217,2284758.387500,2077469.437500,164485.361809
218,2286315.750000,2077469.437500,163991.905723
219,2286315.750000,2077469.437500,163991.905723
220,2275631.150000,2077469.437500,163991.905723
221,2272649.900000,2077469.437500,163991.905723
222,2254972.062500,2077469.437500,163991.905723
223,2257172.737500,2077469.437500,163991.905723
224,2276586.637500,2077469.437500,163991.905723
225,2283273.737500,2077469.437500,163499.930006
226,2276482.437500,2077469.437500,163499.930006
227,2278076.750000,2077469.437500,163499.930006
228,2276746.850000,2077469.437500,163499.930006
229,2277384.850000,2077469.437500,163499.930006
230,2282222.250000,2077469.437500,163499.930006
231,2183956.950000,2077469.437500,163499.930006
232,2183956.950000,2077469.437500,163009.430216
233,2183956.950000,2077469.437500,163009.430216
234,2176892.137500,2077469.437500,163009.430216
235,2175334.775000,2077469.437500,163009.430216
236,2189107.587500,2077469.437500,163009.430216
237,2206773.312500,2077469.437500,163009.430216
238,2207214.837500,2077469.437500,163009.430216
239,2244880.625000,2077469.437500,162520.401926
240,2300940.062500,2077469.437500,162520.401926
241,2309577.712500,2077469.437500,162520.401926
242,2311080.362500,2077469.437500,162520.401926
243,2311462.075000,2077469.437500,162520.401926
244,2311524.962500,2077469.437500,162520.401926
245,2347934.087500,2077469.437500,162520.401926
246,2360179.975000,2077469.437500,162032.840720
247,2359127.275000,2077469.437500,162032.840720
248,2365629.750000,2077469.437500,162032.840720
249,2382186.387500,2077469.437500,162032.840720
250,2372775.937500,2077469.437500,162032.840720
251,2378587.237500,2077469.437500,162032.840720
252,2378587.237500,2077469.437500,162032.840720
253,2360527.950000,2077469.437500,161546.742198
254,2291149.362500,2077469.437500,161546.742198
255,2105487.050000,2077469.437500,161546.742198
256,2108177.762500,2077469.437500,161546.742198
257,2111299.012500,2077469.437500,161546.742198
258,2363890.987500,2077469.437500,161546.742198
259,2364371.825000,2077469.437500,161546.742198
260,2364371.825000,2077469.437500,161062.101971
261,2364371.825000,2077469.437500,161062.101971
262,2364371.825000,2077469.437500,161062.101971
263,2362953.800000,2077469.437500,161062.101971
264,2364078.137500,2077469.437500,161062.101971
265,2415004.800000,2077469.437500,161062.101971
266,2456111.362500,2077469.437500,161062.101971
267,2486527.762500,2077469.437500,160578.915665
268,2487096.225000,2077469.437500,160578.915665
269,2496457.912500,2077469.437500,160578.915665
270,2499126.987500,2077469.437500,160578.915665
271,2509770.737500,2077469.437500,160578.915665
272,2509770.737500,2077469.437500,160578.915665
273,2516127.775000,2077469.437500,160578.915665
274,2601025.525000,2077469.437500,160097.178918
275,2600893.950000,2077469.437500,160097.178918
276,2544834.512500,2077469.437500,160097.178918
277,2543579.912500,2077469.437500,160097.178918
278,2543579.912500,2077469.437500,160097.178918
279,2560703.187500,2077469.437500,160097.178918
280,2369489.637500,2077469.437500,160097.178918
281,2282380.425000,2077469.437500,159616.887381
282,2292525.712500,2077469.437500,159616.887381
283,2320669.562500,2077469.437500,159616.887381
284,2274926.137500,2077469.437500,159616.887381
285,2274926.137500,2077469.437500,159616.887381
286,2248743.337500,2077469.437500,159616.887381
287,2250115.737500,2077469.437500,159616.887381
288,2250115.737500,2077469.437500,159138.036719
289,2264500.487500,2077469.437500,159138.036719
290,2274656.087500,2077469.437500,159138.036719
291,2319448.075000,2077469.437500,159138.036719
292,2319448.075000,2077469.437500,159138.036719
293,2319448.075000,2077469.437500,159138.036719
294,2319448.075000,2077469.437500,159138.036719
295,2320791.137500,2077469.437500,158660.622609
296,2269344.200000,2077469.437500,158660.622609
297,2227377.237500,2077469.437500,158660.622609
298,2227377.237500,2077469.437500,158660.622609
299,2226769.325000,2077469.437500,158660.622609
300,2227051.475000,2077469.437500,158660.622609
301,2263967.187500,2077469.437500,158660.622609
302,2262137.187500,2077469.437500,158184.640741
303,2262137.187500,2077469.437500,158184.640741
304,2263611.875000,2077469.437500,158184.640741
305,2254515.500000,2077469.437500,158184.640741
306,2236267.875000,2077469.437500,158184.640741
307,2236267.875000,2077469.437500,158184.640741
308,2236267.875000,2077469.437500,158184.640741
309,2236267.875000,2077469.437500,157710.086819
310,2244160.950000,2077469.437500,157710.086819
311,2243237.662500,2077469.437500,157710.086819
312,2243464.900000,2077469.437500,157710.086819
313,2243464.900000,2077469.437500,157710.086819
314,2244592.900000,2077469.437500,157710.086819
315,2239766.900000,2077469.437500,157710.086819
316,2247181.212500,2077469.437500,157236.956559
317,2247181.212500,2077469.437500,157236.956559
318,2235030.012500,2077469.437500,157236.956559
319,2224884.725000,2077469.437500,157236.956559
320,2236747.950000,2077469.437500,157236.956559
321,2257577.687500,2077469.437500,157236.956559
322,2257577.687500,2077469.437500,157236.956559
323,2259047.012500,2077469.437500,156765.245689
324,2222988.237500,2077469.437500,156765.245689
325,2222988.237500,2077469.437500,156765.245689
326,2215237.875000,2077469.437500,156765.245689
327,2220779.550000,2077469.437500,156765.245689
328,2221283.950000,2077469.437500,156765.245689
329,2243658.775000,2077469.437500,156765.245689
330,2241308.350000,2077469.437500,156294.949952
331,2241864.975000,2077469.437500,156294.949952
332,2241864.975000,2077469.437500,156294.949952
333,2241296.512500,2077469.437500,156294.949952
334,2243431.162500,2077469.437500,156294.949952
335,2225053.300000,2077469.437500,156294.949952
336,2210070.800000,2077469.437500,156294.949952
337,2210070.800000,2077469.437500,155826.065102
338,2210070.800000,2077469.437500,155826.065102
339,2210070.800000,2077469.437500,155826.065102
340,2187695.975000,2077469.437500,155826.065102
341,2074580.300000,2074580.300000,155826.065102
342,2072354.862500,2072354.862500,155826.065102
343,2072343.462500,2072343.462500,155826.065102
344,2073189.837500,2072343.462500,155358.586907
345,2067220.812500,2067220.812500,155358.586907
346,2056727.637500,2056727.637500,155358.586907
347,2074044.012500,2056727.637500,155358.586907
348,2074044.012500,2056727.637500,155358.586907
349,2081482.212500,2056727.637500,155358.586907
350,2083647.012500,2056727.637500,155358.586907
351,2083647.012500,2056727.637500,154892.511146
352,2083129.362500,2056727.637500,154892.511146
353,2047716.300000,2047716.300000,154892.511146
354,2056338.212500,2047716.300000,154892.511146
355,2053965.112500,2047716.300000,154892.511146
356,2034571.050000,2034571.050000,154892.511146
357,2028808.350000,2028808.350000,154892.511146
358,2018339.687500,2018339.687500,154427.833612
359,2060959.675000,2018339.687500,154427.833612
360,2122696.600000,2018339.687500,154427.833612
361,2142460.112500,2018339.687500,154427.833612
362,2120491.325000,2018339.687500,154427.833612
363,2120491.325000,2018339.687500,154427.833612
364,2120491.325000,2018339.687500,154427.833612
365,2112368.525000,2018339.687500,153964.550112
366,2112368.525000,2018339.687500,153964.550112
367,2112368.525000,2018339.687500,153964.550112
368,2118083.925000,2018339.687500,153964.550112
369,2116052.750000,2018339.687500,153964.550112
370,2087349.712500,2018339.687500,153964.550112
371,2098467.562500,2018339.687500,153964.550112
372,2098467.562500,2018339.687500,153502.656461
373,2098467.562500,2018339.687500,153502.656461
374,2098149.425000,2018339.687500,153502.656461
375,2098501.025000,2018339.687500,153502.656461
376,2134211.625000,2018339.687500,153502.656461
377,2134211.625000,2018339.687500,153502.656461
378,2135098.912500,2018339.687500,153502.656461
379,2145244.200000,2018339.687500,153042.148492
380,2147380.262500,2018339.687500,153042.148492
381,2149709.662500,2018339.687500,153042.148492
382,2150480.212500,2018339.687500,153042.148492
383,2153200.712500,2018339.687500,153042.148492
384,2159169.737500,2018339.687500,153042.148492
385,2153141.987500,2018339.687500,153042.148492
386,2152569.175000,2018339.687500,152583.022046
387,2160691.975000,2018339.687500,152583.022046
388,2171898.225000,2018339.687500,152583.022046
389,2175691.050000,2018339.687500,152583.022046
390,2175691.050000,2018339.687500,152583.022046
391,2176010.250000,2018339.687500,152583.022046
392,2182341.537500,2018339.687500,152583.022046
393,2187823.587500,2018339.687500,152125.272980
394,2184925.387500,2018339.687500,152125.272980
395,2182480.400000,2018339.687500,152125.272980
396,2165164.025000,2018339.687500,152125.272980
397,2165164.025000,2018339.687500,152125.272980
398,2159856.525000,2018339.687500,152125.272980
399,2160066.150000,2018339.687500,152125.272980
400,2160066.150000,2018339.687500,151668.897161
401,2160383.425000,2018339.687500,151668.897161
402,2156085.050000,2018339.687500,151668.897161
403,2163633.800000,2018339.687500,151668.897161
404,2162704.437500,2018339.687500,151668.897161
405,2150771.750000,2018339.687500,151668.897161
406,2175593.150000,2018339.687500,151668.897161
407,2175593.150000,2018339.687500,151213.890470
408,2186086.325000,2018339.687500,151213.890470
409,2165801.612500,2018339.687500,151213.890470
410,2180031.175000,2018339.687500,151213.890470
411,2180031.175000,2018339.687500,151213.890470
412,2183624.575000,2018339.687500,151213.890470
413,2182062.350000,2018339.687500,151213.890470
414,2178005.712500,2018339.687500,150760.248798
415,2218979.412500,2018339.687500,150760.248798
416,2239729.775000,2018339.687500,150760.248798
417,2252368.275000,2018339.687500,150760.248798
418,2185170.500000,2018339.687500,150760.248798
419,2185170.500000,2018339.687500,150760.248798
420,2174884.550000,2018339.687500,150760.248798
421,2151658.050000,2018339.687500,150307.968052
422,2151896.500000,2018339.687500,150307.968052
423,2152055.312500,2018339.687500,150307.968052
424,2152373.450000,2018339.687500,150307.968052
425,2151898.212500,2018339.687500,150307.968052
426,2151898.212500,2018339.687500,150307.968052
427,2153228.112500,2018339.687500,150307.968052
428,2153637.312500,2018339.687500,149857.044148
429,2156095.587500,2018339.687500,149857.044148
430,2075068.612500,2018339.687500,149857.044148
431,2076509.550000,2018339.687500,149857.044148
432,2235785.550000,2018339.687500,149857.044148
433,2223164.287500,2018339.687500,149857.044148
434,2223380.900000,2018339.687500,149857.044148
435,2206765.125000,2018339.687500,149407.473015
436,2232787.725000,2018339.687500,149407.473015
437,2265318.825000,2018339.687500,149407.473015
438,2282253.225000,2018339.687500,149407.473015
439,2282253.225000,2018339.687500,149407.473015
440,2324423.537500,2018339.687500,149407.473015
441,2324555.112500,2018339.687500,149407.473015
442,2326095.250000,2018339.687500,148959.250596
443,2320950.050000,2018339.687500,148959.250596
444,2320744.525000,2018339.687500,148959.250596
445,2308106.025000,2018339.687500,148959.250596
446,2309719.962500,2018339.687500,148959.250596
447,2292640.500000,2018339.687500,148959.250596
448,2292640.500000,2018339.687500,148959.250596
449,2275566.600000,2018339.687500,148512.372845
450,2271146.050000,2018339.687500,148512.372845
451,2268777.175000,2018339.687500,148512.372845
452,2270598.375000,2018339.687500,148512.372845
453,2269157.437500,2018339.687500,148512.372845
454,2267442.437500,2018339.687500,148512.372845
455,2265544.337500,2018339.687500,148512.372845
