iteration,constructed,improved,best
1,1.94517e+06,1.94517e+06,1.94517e+06
2,1.84968e+06,1.80521e+06,1.80521e+06
3,1.78429e+06,1.67094e+06,1.67094e+06
4,1.8715e+06,1.87117e+06,1.67094e+06
5,1.83337e+06,1.81817e+06,1.67094e+06
6,1.87132e+06,1.8465e+06,1.67094e+06
7,1.72984e+06,1.69062e+06,1.67094e+06
8,1.8766e+06,1.83242e+06,1.67094e+06
9,1.94692e+06,1.84236e+06,1.67094e+06
10,1.86836e+06,1.77371e+06,1.67094e+06
11,1.77115e+06,1.71591e+06,1.67094e+06
12,1.8961e+06,1.73286e+06,1.67094e+06
13,2.09894e+06,1.98018e+06,1.67094e+06
14,1.84938e+06,1.82409e+06,1.67094e+06
15,2.03306e+06,1.91467e+06,1.67094e+06
16,1.92349e+06,1.87867e+06,1.67094e+06
17,1.76154e+06,1.73343e+06,1.67094e+06
18,1.79224e+06,1.77796e+06,1.67094e+06
19,1.82832e+06,1.82571e+06,1.67094e+06
20,1.77442e+06,1.70879e+06,1.67094e+06
21,1.97306e+06,1.8122e+06,1.67094e+06
22,1.90697e+06,1.89581e+06,1.67094e+06
23,1.77802e+06,1.75189e+06,1.67094e+06
24,1.76412e+06,1.73298e+06,1.67094e+06
25,1.85009e+06,1.83656e+06,1.67094e+06
26,1.98549e+06,1.97862e+06,1.67094e+06
27,1.81251e+06,1.80434e+06,1.67094e+06
28,1.78376e+06,1.73377e+06,1.67094e+06
29,1.84786e+06,1.74198e+06,1.67094e+06
30,1.92921e+06,1.85604e+06,1.67094e+06
31,1.86795e+06,1.82384e+06,1.67094e+06
32,1.79497e+06,1.78098e+06,1.67094e+06
33,1.90614e+06,1.8924e+06,1.67094e+06
34,1.81897e+06,1.78384e+06,1.67094e+06
35,1.88165e+06,1.85303e+06,1.67094e+06
36,1.87779e+06,1.83702e+06,1.67094e+06
37,1.87388e+06,1.78767e+06,1.67094e+06
38,1.72584e+06,1.72584e+06,1.67094e+06
39,1.80182e+06,1.80182e+06,1.67094e+06
40,1.87651e+06,1.84137e+06,1.67094e+06
41,1.75743e+06,1.72834e+06,1.67094e+06
42,1.78089e+06,1.75644e+06,1.67094e+06
43,1.83772e+06,1.83675e+06,1.67094e+06
44,1.95228e+06,1.95164e+06,1.67094e+06
45,1.77935e+06,1.70327e+06,1.67094e+06
46,1.74943e+06,1.74154e+06,1.67094e+06
47,1.91684e+06,1.82776e+06,1.67094e+06
48,1.83244e+06,1.81664e+06,1.67094e+06
49,1.92416e+06,1.75556e+06,1.67094e+06
50,1.92961e+06,1.86663e+06,1.67094e+06
