iteration,constructed,improved,best
1,1.33269e+06,1.30137e+06,1.30137e+06
2,1.33117e+06,1.29881e+06,1.29881e+06
3,1.27103e+06,1.27103e+06,1.27103e+06
4,1.36556e+06,1.27543e+06,1.27103e+06
5,1.43316e+06,1.38906e+06,1.27103e+06
6,1.43941e+06,1.4319e+06,1.27103e+06
7,1.37055e+06,1.36172e+06,1.27103e+06
8,1.31027e+06,1.29472e+06,1.27103e+06
9,1.44076e+06,1.37764e+06,1.27103e+06
10,1.29993e+06,1.29787e+06,1.27103e+06
11,1.36922e+06,1.34763e+06,1.27103e+06
12,1.37688e+06,1.36525e+06,1.27103e+06
13,1.34397e+06,1.30271e+06,1.27103e+06
14,1.45448e+06,1.43265e+06,1.27103e+06
15,1.3279e+06,1.2885e+06,1.27103e+06
16,1.27527e+06,1.26921e+06,1.26921e+06
17,1.27843e+06,1.2694e+06,1.26921e+06
18,1.36488e+06,1.33322e+06,1.26921e+06
19,1.43986e+06,1.43986e+06,1.26921e+06
20,1.38495e+06,1.31758e+06,1.26921e+06
21,1.41028e+06,1.3834e+06,1.26921e+06
22,1.3475e+06,1.33599e+06,1.26921e+06
23,1.35607e+06,1.27114e+06,1.26921e+06
24,1.31416e+06,1.27354e+06,1.26921e+06
25,1.37944e+06,1.34537e+06,1.26921e+06
26,1.33352e+06,1.3334e+06,1.26921e+06
27,1.40188e+06,1.38629e+06,1.26921e+06
28,1.27549e+06,1.25909e+06,1.25909e+06
29,1.36889e+06,1.33154e+06,1.25909e+06
30,1.44101e+06,1.38152e+06,1.25909e+06
31,1.39046e+06,1.34104e+06,1.25909e+06
32,1.38722e+06,1.32379e+06,1.25909e+06
33,1.44139e+06,1.41475e+06,1.25909e+06
34,1.26914e+06,1.26825e+06,1.25909e+06
35,1.44755e+06,1.36046e+06,1.25909e+06
36,1.33332e+06,1.33326e+06,1.25909e+06
37,1.29315e+06,1.28878e+06,1.25909e+06
38,1.38953e+06,1.34394e+06,1.25909e+06
39,1.44111e+06,1.33067e+06,1.25909e+06
40,1.40691e+06,1.39753e+06,1.25909e+06
41,1.33882e+06,1.32724e+06,1.25909e+06
42,1.36181e+06,1.34886e+06,1.25909e+06
43,1.29489e+06,1.27603e+06,1.25909e+06
44,1.26207e+06,1.24332e+06,1.24332e+06
45,1.39955e+06,1.35588e+06,1.24332e+06
46,1.2921e+06,1.2694e+06,1.24332e+06
47,1.37757e+06,1.33458e+06,1.24332e+06
48,1.38339e+06,1.32986e+06,1.24332e+06
49,1.31273e+06,1.2994e+06,1.24332e+06
50,1.3824e+06,1.375e+06,1.24332e+06
51,1.35548e+06,1.32302e+06,1.24332e+06
52,1.38509e+06,1.3655e+06,1.24332e+06
53,1.35938e+06,1.32802e+06,1.24332e+06
54,1.3035e+06,1.27661e+06,1.24332e+06
55,1.35104e+06,1.34859e+06,1.24332e+06
56,1.40197e+06,1.36094e+06,1.24332e+06
57,1.35031e+06,1.29827e+06,1.24332e+06
58,1.42585e+06,1.38649e+06,1.24332e+06
59,1.37904e+06,1.36163e+06,1.24332e+06
60,1.322e+06,1.30031e+06,1.24332e+06
61,1.29221e+06,1.29161e+06,1.24332e+06
62,1.44304e+06,1.43602e+06,1.24332e+06
63,1.42538e+06,1.41063e+06,1.24332e+06
64,1.34672e+06,1.31983e+06,1.24332e+06
65,1.39797e+06,1.32403e+06,1.24332e+06
66,1.34207e+06,1.31158e+06,1.24332e+06
67,1.31826e+06,1.30351e+06,1.24332e+06
68,1.38912e+06,1.34239e+06,1.24332e+06
69,1.40322e+06,1.39807e+06,1.24332e+06
70,1.34297e+06,1.3354e+06,1.24332e+06
71,1.37795e+06,1.33623e+06,1.24332e+06
72,1.33268e+06,1.3094e+06,1.24332e+06
73,1.32337e+06,1.27768e+06,1.24332e+06
74,1.45697e+06,1.41328e+06,1.24332e+06
75,1.33507e+06,1.33145e+06,1.24332e+06
76,1.29915e+06,1.28617e+06,1.24332e+06
77,1.35434e+06,1.31463e+06,1.24332e+06
78,1.42194e+06,1.42049e+06,1.24332e+06
79,1.32807e+06,1.26521e+06,1.24332e+06
80,1.4417e+06,1.37274e+06,1.24332e+06
81,1.38161e+06,1.34563e+06,1.24332e+06
82,1.36108e+06,1.25387e+06,1.24332e+06
83,1.42071e+06,1.3485e+06,1.24332e+06
84,1.35135e+06,1.3152e+06,1.24332e+06
85,1.26783e+06,1.26363e+06,1.24332e+06
86,1.44857e+06,1.41194e+06,1.24332e+06
87,1.45121e+06,1.3963e+06,1.24332e+06
88,1.44708e+06,1.43597e+06,1.24332e+06
89,1.41098e+06,1.35152e+06,1.24332e+06
90,1.44363e+06,1.35275e+06,1.24332e+06
91,1.35453e+06,1.32582e+06,1.24332e+06
92,1.37571e+06,1.33441e+06,1.24332e+06
93,1.31856e+06,1.28e+06,1.24332e+06
94,1.38164e+06,1.36991e+06,1.24332e+06
95,1.42431e+06,1.383e+06,1.24332e+06
96,1.36302e+06,1.3164e+06,1.24332e+06
97,1.35e+06,1.33162e+06,1.24332e+06
98,1.42491e+06,1.36502e+06,1.24332e+06
99,1.35833e+06,1.34655e+06,1.24332e+06
100,1.38659e+06,1.3404e+06,1.24332e+06
