iteration,constructed,improved,best
1,1.35606e+06,1.3019e+06,1.3019e+06
2,1.34305e+06,1.3237e+06,1.3019e+06
3,1.28756e+06,1.26259e+06,1.26259e+06
4,1.28334e+06,1.25298e+06,1.25298e+06
5,1.36058e+06,1.3324e+06,1.25298e+06
6,1.34272e+06,1.33922e+06,1.25298e+06
7,1.50771e+06,1.48015e+06,1.25298e+06
8,1.29134e+06,1.26118e+06,1.25298e+06
9,1.37545e+06,1.35538e+06,1.25298e+06
10,1.39921e+06,1.3441e+06,1.25298e+06
11,1.37873e+06,1.35819e+06,1.25298e+06
12,1.35526e+06,1.33213e+06,1.25298e+06
13,1.40095e+06,1.33748e+06,1.25298e+06
14,1.38287e+06,1.36147e+06,1.25298e+06
15,1.34347e+06,1.33022e+06,1.25298e+06
16,1.30169e+06,1.29215e+06,1.25298e+06
17,1.3311e+06,1.32239e+06,1.25298e+06
18,1.4113e+06,1.38065e+06,1.25298e+06
19,1.33946e+06,1.3354e+06,1.25298e+06
20,1.31185e+06,1.28991e+06,1.25298e+06
21,1.30138e+06,1.29427e+06,1.25298e+06
22,1.27321e+06,1.23491e+06,1.23491e+06
23,1.2576e+06,1.23527e+06,1.23491e+06
24,1.36386e+06,1.34078e+06,1.23491e+06
25,1.3718e+06,1.36166e+06,1.23491e+06
26,1.35359e+06,1.29625e+06,1.23491e+06
27,1.4708e+06,1.40821e+06,1.23491e+06
28,1.34848e+06,1.32709e+06,1.23491e+06
29,1.42218e+06,1.39116e+06,1.23491e+06
30,1.2868e+06,1.28314e+06,1.23491e+06
31,1.35357e+06,1.32951e+06,1.23491e+06
32,1.48723e+06,1.37839e+06,1.23491e+06
33,1.37468e+06,1.30912e+06,1.23491e+06
34,1.31508e+06,1.3114e+06,1.23491e+06
35,1.37461e+06,1.35114e+06,1.23491e+06
36,1.45347e+06,1.34496e+06,1.23491e+06
37,1.40265e+06,1.32561e+06,1.23491e+06
38,1.26952e+06,1.25676e+06,1.23491e+06
39,1.32656e+06,1.28877e+06,1.23491e+06
40,1.35479e+06,1.34061e+06,1.23491e+06
41,1.40301e+06,1.37585e+06,1.23491e+06
42,1.449e+06,1.44808e+06,1.23491e+06
43,1.4135e+06,1.41268e+06,1.23491e+06
44,1.39898e+06,1.39392e+06,1.23491e+06
45,1.37565e+06,1.35978e+06,1.23491e+06
46,1.40514e+06,1.36413e+06,1.23491e+06
47,1.37385e+06,1.35163e+06,1.23491e+06
48,1.3452e+06,1.32265e+06,1.23491e+06
49,1.31146e+06,1.28446e+06,1.23491e+06
50,1.34281e+06,1.31894e+06,1.23491e+06
51,1.33658e+06,1.26944e+06,1.23491e+06
52,1.40014e+06,1.31765e+06,1.23491e+06
53,1.35703e+06,1.28112e+06,1.23491e+06
54,1.28987e+06,1.26028e+06,1.23491e+06
55,1.39194e+06,1.29977e+06,1.23491e+06
56,1.42943e+06,1.32424e+06,1.23491e+06
57,1.27383e+06,1.23701e+06,1.23491e+06
58,1.30007e+06,1.27464e+06,1.23491e+06
59,1.40428e+06,1.38398e+06,1.23491e+06
60,1.29216e+06,1.28931e+06,1.23491e+06
61,1.37843e+06,1.37762e+06,1.23491e+06
62,1.31816e+06,1.27985e+06,1.23491e+06
63,1.34427e+06,1.32941e+06,1.23491e+06
64,1.30525e+06,1.28812e+06,1.23491e+06
65,1.36576e+06,1.30117e+06,1.23491e+06
66,1.38591e+06,1.33875e+06,1.23491e+06
67,1.38009e+06,1.33514e+06,1.23491e+06
68,1.36048e+06,1.34262e+06,1.23491e+06
69,1.38281e+06,1.32444e+06,1.23491e+06
70,1.33448e+06,1.32148e+06,1.23491e+06
71,1.31483e+06,1.27985e+06,1.23491e+06
72,1.41779e+06,1.34407e+06,1.23491e+06
73,1.31002e+06,1.30204e+06,1.23491e+06
74,1.44709e+06,1.377e+06,1.23491e+06
75,1.28822e+06,1.2602e+06,1.23491e+06
76,1.45847e+06,1.44994e+06,1.23491e+06
77,1.35636e+06,1.34124e+06,1.23491e+06
78,1.2965e+06,1.29439e+06,1.23491e+06
79,1.32424e+06,1.29862e+06,1.23491e+06
80,1.36968e+06,1.36775e+06,1.23491e+06
81,1.39587e+06,1.37592e+06,1.23491e+06
82,1.40939e+06,1.393e+06,1.23491e+06
83,1.34091e+06,1.31724e+06,1.23491e+06
84,1.36148e+06,1.30471e+06,1.23491e+06
85,1.39533e+06,1.33652e+06,1.23491e+06
86,1.2683e+06,1.21198e+06,1.21198e+06
87,1.38761e+06,1.36769e+06,1.21198e+06
88,1.38232e+06,1.35655e+06,1.21198e+06
89,1.37499e+06,1.37144e+06,1.21198e+06
90,1.45618e+06,1.37156e+06,1.21198e+06
91,1.36421e+06,1.33575e+06,1.21198e+06
92,1.31237e+06,1.29653e+06,1.21198e+06
93,1.39281e+06,1.33692e+06,1.21198e+06
94,1.38798e+06,1.37224e+06,1.21198e+06
95,1.31065e+06,1.30588e+06,1.21198e+06
96,1.3219e+06,1.2935e+06,1.21198e+06
97,1.43318e+06,1.41022e+06,1.21198e+06
98,1.35693e+06,1.29542e+06,1.21198e+06
99,1.33517e+06,1.27788e+06,1.21198e+06
100,1.34646e+06,1.30984e+06,1.21198e+06
