generation,best,avg,worst,std
1,2.60758e+06,3418046.277,4545311.663,482037.002
2,2333292.050,2775202.003,3682871.625,256607.158
3,2147024.562,2415233.259,2943537.900,169349.315
4,1977306.188,2320829.663,3634812.537,272078.616
5,1879204.412,2153167.376,2648637.788,175360.896
6,1860253.212,2027978.086,3045084.613,202215.087
7,1804880.412,1944336.872,2237684.863,111648.055
8,1787399.400,1884599.649,2182409.275,75756.847
9,1762253.312,1893624.261,3070924.413,213025.884
10,1740989.187,1829557.594,2134078.137,80422.342
11,1737966.125,1833133.222,3117490.625,223670.784
12,1718573.462,1776124.918,1987463.288,54303.629
13,1717683.038,1760594.582,2102477.212,62317.910
14,1714790.363,1761322.108,2077759.137,71615.792
15,1701634.587,1740305.865,2152485.150,68647.223
16,1696662.425,1779938.174,3077375.487,229156.583
17,1686839.137,1746009.186,2124397.300,91673.390
18,1682299.312,1731948.860,2044878.687,76712.558
19,1674187.625,1701969.581,1833099.175,32560.309
20,1672894.512,1691816.517,1898991.912,34793.873
21,1669703.825,1712127.031,2125462.025,92268.817
22,1664799.387,1737187.603,2256929.312,128354.204
23,1663909.700,1708812.522,2090138.150,90677.346
24,1663573.900,1697154.970,1899054.637,54422.561
25,1663573.900,1685842.101,1847167.625,43265.213
26,1661488.300,1722193.891,2887740.500,200116.014
27,1661387.650,1706822.755,2191833.100,107133.543
28,1660588.150,1701541.029,2201180.625,88098.067
29,1659294.925,1710236.576,3060631.750,217652.442
30,1659026.950,1711129.576,2198003.462,125893.405
31,1652808.900,1711328.584,2011865.500,98332.288
32,1649068.575,1733518.597,2210521.262,161155.113
33,1649061.450,1714635.242,2244719.662,134825.519
34,1649061.450,1671394.808,1981028.988,55073.614
35,1647245.950,1770112.700,2872344.413,285795.814
36,1644807.900,1719068.369,2188753.775,137542.648
37,1644807.900,1695402.086,2004183.387,96766.305
38,1645697.587,1754538.085,2222388.687,186535.872
39,1646064.350,1714778.380,2266916.175,138708.150
40,1646064.350,1760966.922,2189762.875,183399.363
41,1646064.350,1737393.374,2128596.500,150405.081
42,1645497.013,1700454.403,2120522.050,112570.922
43,1645497.013,1711677.682,2192579.800,146675.873
44,1645497.013,1712292.663,2175763.050,121875.411
45,1645497.013,1729108.063,2182265.862,152517.812
46,1645274.613,1725521.662,2237977.962,154512.382
47,1645274.613,1672204.408,2118646.175,75728.492
48,1645274.613,1724826.697,2919291.612,226005.065
49,1645274.613,1698022.031,2136087.250,114295.517
50,1645274.613,1746873.705,2181612.112,168329.336
51,1645274.613,1705321.030,2269728.263,138091.549
52,1641395.988,1721606.752,2194828.938,142239.810
53,1641395.988,1702259.832,2183748.212,110049.059
54,1640850.963,1671409.432,2092033.900,80271.951
55,1640850.963,1690493.371,2171439.100,119838.898
56,1640754.325,1713570.985,2146754.162,139634.972
57,1640754.325,1758370.114,2199551.137,200550.392
58,1638380.013,1761909.058,2246602.288,193162.282
59,1639306.113,1878110.466,2236974.137,235656.984
60,1637781.213,1790168.998,2175839.425,215562.593
61,1637472.438,1691829.802,2119130.950,112415.846
62,1638380.013,1807055.046,2375363.175,216345.888
63,1637989.713,1781344.529,2088479.113,179730.089
64,1637781.213,1758375.676,2853841.712,233835.072
65,1637781.213,1753336.169,2281610.612,182878.736
66,1637472.438,1734042.719,2146656.962,153082.633
67,1637472.438,1807583.709,2138631.275,179859.017
68,1637472.438,1851155.218,2078171.750,189611.735
69,1637472.438,1815697.908,2147870.362,191356.664
70,1637472.438,1751593.532,2165467.075,165687.524
71,1637472.438,1719077.725,2092340.838,144864.095
72,1637472.438,1732811.601,2157574.675,142983.865
73,1637472.438,1665725.719,1905940.638,60055.203
74,1637472.438,1695113.497,2101109.838,121810.216
75,1637472.438,1701802.948,2162506.637,138456.509
76,1637472.438,1707572.857,2104982.062,140402.022
77,1637472.438,1729728.219,2092414.113,151945.235
78,1637472.438,1719620.798,2202414.263,159824.710
79,1637472.438,1707179.009,2096072.500,131899.932
80,1637472.438,1701902.624,2093648.238,120502.546
81,1637472.438,1727735.896,2146348.188,140530.690
82,1637472.438,1740559.831,2091344.838,147510.860
83,1637472.438,1684871.580,2266891.575,116292.214
84,1637472.438,1724459.489,2090382.163,140282.032
85,1637472.438,1686602.606,2130062.875,111524.745
86,1637472.438,1759184.448,2165513.562,180533.799
87,1618820.425,1732308.556,2143375.637,150195.001
88,1618820.425,1711227.970,2143375.637,149355.673
89,1618820.425,1745949.254,2143375.637,152748.253
90,1614195.750,1726494.872,2834672.425,232429.881
91,1614195.750,1708519.035,2070501.775,140663.552
92,1613136.563,1666457.206,2256367.163,134493.364
93,1613136.563,1669294.604,2070859.125,116662.885
94,1608838.763,1698136.014,2061734.850,124228.707
95,1608838.763,1670076.593,2091682.500,129106.518
96,1608838.763,1655508.762,2011060.463,96645.015
97,1608838.763,1642842.544,2061824.400,84788.663
98,1608838.763,1695168.984,2117714.513,144162.370
99,1608838.763,1717599.080,2133872.962,160846.710
100,1608838.763,1671839.325,2048160.263,108743.426
101,1608838.763,1691579.618,2173780.587,142475.282
102,1608838.763,1679645.813,2075533.763,125637.990
103,1608838.763,1670577.848,2069356.638,118807.663
104,1608826.188,1707479.371,2863502.362,218679.913
105,1608838.763,1661012.944,2063040.263,103698.341
106,1608838.763,1697988.241,2136987.237,148040.605
107,1608838.763,1631865.683,1994582.863,61287.310
108,1608838.763,1656204.892,2051343.513,98922.623
109,1608838.763,1678267.573,2068932.088,131533.608
110,1608838.763,1659426.772,2069356.638,104430.539
111,1608838.763,1690832.871,2062078.888,124561.326
112,1608838.763,1741806.497,2117714.513,177175.832
113,1608838.763,1692571.754,2145633.887,150606.535
114,1608838.763,1679173.897,2004614.450,118222.691
115,1608838.763,1689535.863,2045630.363,130258.405
116,1608838.763,1693928.928,2078921.250,131673.418
117,1608838.763,1667676.958,2083065.538,114653.034
118,1608838.763,1702916.159,2134835.212,169666.807
119,1608838.763,1638850.183,1829519.325,53146.864
120,1608838.763,1679497.413,2062801.200,132490.764
121,1608838.763,1701535.381,2882633.362,223347.381
122,1608838.763,1697994.268,2076348.388,148568.781
123,1608838.763,1652734.935,2058425.288,82001.675
124,1608838.763,1701664.603,2863502.362,221108.159
125,1608838.763,1644479.660,2133872.962,88212.107
126,1608838.763,1663919.443,2075930.363,103043.061
127,1608838.763,1672317.772,2136735.000,126302.374
128,1608838.763,1687110.578,2223987.863,152010.637
129,1608838.763,1678797.424,2077100.263,109043.038
130,1608838.763,1680750.703,2020769.050,117063.484
131,1608838.763,1671443.478,2063707.163,120004.835
132,1606924.562,1684788.351,2044696.163,128955.446
133,1607306.125,1714625.338,2067591.188,148123.312
134,1608547.762,1723059.624,2352507.550,181521.890
135,1607984.875,1680509.683,2025331.900,121550.512
136,1607487.450,1689043.243,2062060.463,129009.301
137,1607487.450,1740912.830,2822776.562,232677.524
138,1607175.075,1678783.860,2135269.700,135118.292
139,1604355.175,1679924.915,2075436.575,140520.702
140,1604683.850,1773593.868,2088285.475,198779.153
141,1604187.900,1731470.161,2534604.112,215295.418
142,1604446.600,1804350.134,2569895.125,240127.995
143,1604446.600,1766244.228,2060851.275,197517.029
144,1604590.013,1666382.203,2067692.500,114694.023
145,1604530.200,1652101.976,1985090.325,84510.199
146,1604446.600,1681361.634,2072039.825,139396.816
147,1604431.800,1637305.851,2040304.000,94101.308
148,1603883.563,1692024.209,2071284.038,144701.136
149,1603883.563,1678314.009,2079038.200,131057.962
150,1603883.563,1686966.725,2070068.663,149252.066
151,1603883.563,1710390.990,2070252.088,146172.869
152,1603785.163,1730360.901,2827700.200,232097.182
153,1603785.163,1655815.499,2035117.563,98277.535
154,1603785.163,1672653.728,2128879.175,137299.754
155,1603785.163,1658418.353,2056770.800,107095.551
156,1603785.163,1682694.587,2078436.575,130658.540
157,1603785.163,1648490.975,2045513.150,92850.018
158,1603785.163,1706039.976,2056948.813,166674.071
159,1603785.163,1653174.390,2052502.200,100292.221
160,1603785.163,1666854.928,2070539.000,127052.406
161,1603785.163,1710964.278,2877579.762,223455.635
162,1603785.163,1688867.352,2078376.763,145499.586
163,1603785.163,1633830.869,2063392.638,76213.122
164,1603785.163,1649347.202,2056694.888,98580.774
165,1603785.163,1642619.107,2029768.663,93425.164
166,1603785.163,1667954.173,2070480.163,120919.388
167,1603785.163,1654554.798,2053371.688,114072.666
168,1603785.163,1652186.377,2052238.925,99967.037
169,1603785.163,1647432.011,2070539.000,99488.251
170,1603785.163,1644071.636,2059872.288,93586.512
171,1603785.163,1691893.683,2293221.362,171544.244
172,1603785.163,1702736.698,2071294.788,154836.440
173,1603785.163,1658883.585,2139384.688,115580.972
174,1603785.163,1691669.024,2188989.763,144258.627
175,1603785.163,1685165.320,2188989.763,143925.441
176,1603785.163,1705607.612,2187258.812,167986.162
177,1603785.163,1682122.151,2077935.463,132939.312
178,1603785.163,1677342.129,2045520.275,124625.426
179,1603785.163,1656129.450,2030478.200,102005.070
180,1603785.163,1666592.198,2056694.888,110978.818
181,1601972.938,1659974.897,2062385.225,114435.072
182,1601972.938,1667123.475,2065610.338,112055.781
183,1600759.013,1675436.347,2039517.500,129080.627
184,1594079.863,1667883.671,2127007.137,132284.742
185,1594079.863,1674354.836,2043490.913,123813.692
186,1593805.988,1720768.846,2875592.062,247294.464
187,1593805.988,1672035.899,2099063.812,132200.543
188,1593805.988,1670877.385,2019973.138,111792.555
189,1593805.988,1670247.080,2119121.188,140087.737
190,1593805.988,1677761.858,2018804.063,134106.762
191,1593805.988,1657196.282,2120265.900,129875.502
192,1593805.988,1649392.864,2269284.513,128083.602
193,1593805.988,1670824.301,2118840.188,131564.716
