iteration,current,best,temp
1,2.9351e+06,2.92352e+06,180000.000000
2,2952413.562500,2923522.437500,180000.000000
3,2946403.850000,2923522.437500,180000.000000
4,2946385.100000,2923522.437500,180000.000000
5,2945836.475000,2923522.437500,180000.000000
6,2945836.475000,2923522.437500,179820.000000
7,2916824.825000,2916824.825000,179820.000000
8,2916451.512500,2916451.512500,179820.000000
9,2911141.400000,2911141.400000,179820.000000
10,2907885.175000,2907885.175000,179820.000000
11,2908080.175000,2907885.175000,179640.180000
12,2907744.375000,2907744.375000,179640.180000
13,2925768.412500,2907744.375000,179640.180000
14,2925163.737500,2907744.375000,179640.180000
15,2916667.412500,2907744.375000,179640.180000
16,2916713.912500,2907744.375000,179460.539820
17,2916713.912500,2907744.375000,179460.539820
18,2910749.912500,2907744.375000,179460.539820
19,2910749.912500,2907744.375000,179460.539820
20,2910749.912500,2907744.375000,179460.539820
21,2900850.537500,2900850.537500,179281.079280
22,2901676.850000,2900850.537500,179281.079280
23,2901821.637500,2900850.537500,179281.079280
24,2912988.500000,2900850.537500,179281.079280
25,2889629.450000,2889629.450000,179281.079280
26,2894447.850000,2889629.450000,179101.798201
27,2894910.137500,2889629.450000,179101.798201
28,2907953.162500,2889629.450000,179101.798201
29,2975606.987500,2889629.450000,179101.798201
30,2970148.900000,2889629.450000,179101.798201
31,2972819.625000,2889629.450000,178922.696403
32,2971993.312500,2889629.450000,178922.696403
33,2971993.312500,2889629.450000,178922.696403
34,2968754.125000,2889629.450000,178922.696403
35,2968436.850000,2889629.450000,178922.696403
36,2967288.000000,2889629.450000,178743.773706
37,2770807.312500,2770807.312500,178743.773706
38,2762866.350000,2762866.350000,178743.773706
39,2724696.750000,2724696.750000,178743.773706
40,2724696.750000,2724696.750000,178743.773706
41,2710051.312500,2710051.312500,178565.029933
42,2710051.312500,2710051.312500,178565.029933
43,2703092.437500,2703092.437500,178565.029933
44,2702098.587500,2702098.587500,178565.029933
45,2701234.537500,2701234.537500,178565.029933
46,2682217.612500,2682217.612500,178386.464903
47,2678821.687500,2678821.687500,178386.464903
48,2676686.825000,2676686.825000,178386.464903
49,2677002.762500,2676686.825000,178386.464903
50,2677996.612500,2676686.825000,178386.464903
51,2672689.112500,2672689.112500,178208.078438
52,2672689.112500,2672689.112500,178208.078438
53,2671914.212500,2671914.212500,178208.078438
54,2652585.587500,2652585.587500,178208.078438
55,2655379.662500,2652585.587500,178208.078438
56,2510537.537500,2510537.537500,178029.870359
57,2503665.662500,2503665.662500,178029.870359
58,2484150.562500,2484150.562500,178029.870359
59,2477428.262500,2477428.262500,178029.870359
60,2475538.487500,2475538.487500,178029.870359
61,2476288.562500,2475538.487500,177851.840489
62,2472744.412500,2472744.412500,177851.840489
63,2468975.662500,2468975.662500,177851.840489
64,2469910.937500,2468975.662500,177851.840489
65,2469343.600000,2468975.662500,177851.840489
66,2483185.875000,2468975.662500,177673.988648
67,2478367.475000,2468975.662500,177673.988648
68,2187182.275000,2187182.275000,177673.988648
69,2186747.912500,2186747.912500,177673.988648
70,2189733.587500,2186747.912500,177673.988648
71,2192982.812500,2186747.912500,177496.314660
72,2195352.612500,2186747.912500,177496.314660
73,2196902.037500,2186747.912500,177496.314660
74,2197015.062500,2186747.912500,177496.314660
75,2197807.287500,2186747.912500,177496.314660
76,2206234.962500,2186747.912500,177318.818345
77,2213122.962500,2186747.912500,177318.818345
78,2213122.962500,2186747.912500,177318.818345
79,2214012.650000,2186747.912500,177318.818345
80,2218965.700000,2186747.912500,177318.818345
81,2202802.225000,2186747.912500,177141.499527
82,2202861.900000,2186747.912500,177141.499527
83,2215476.125000,2186747.912500,177141.499527
84,2217544.875000,2186747.912500,177141.499527
85,2203922.250000,2186747.912500,177141.499527
86,2228990.850000,2186747.912500,176964.358027
87,2231545.362500,2186747.912500,176964.358027
88,2246763.175000,2186747.912500,176964.358027
89,2224300.525000,2186747.912500,176964.358027
90,2224300.525000,2186747.912500,176964.358027
91,2209648.300000,2186747.912500,176787.393669
92,2209535.275000,2186747.912500,176787.393669
93,2206549.600000,2186747.912500,176787.393669
94,2206549.600000,2186747.912500,176787.393669
95,2209247.600000,2186747.912500,176787.393669
96,2209607.975000,2186747.912500,176610.606276
97,2209607.975000,2186747.912500,176610.606276
98,2209607.975000,2186747.912500,176610.606276
99,2209607.975000,2186747.912500,176610.606276
100,2207185.100000,2186747.912500,176610.606276
101,2207420.312500,2186747.912500,176433.995669
102,2208682.787500,2186747.912500,176433.995669
103,2202998.700000,2186747.912500,176433.995669
104,2202998.700000,2186747.912500,176433.995669
105,2213123.262500,2186747.912500,176433.995669
106,2213123.262500,2186747.912500,176257.561674
107,2213780.787500,2186747.912500,176257.561674
108,2223802.000000,2186747.912500,176257.561674
109,2217299.525000,2186747.912500,176257.561674
110,2210690.150000,2186747.912500,176257.561674
