iteration,shaken,after_local_search,best
1,3.37062e+06,2.81002e+06,2.81002e+06
2,2.9029e+06,2.83526e+06,2.81002e+06
3,2.81237e+06,2.7364e+06,2.7364e+06
4,2.77417e+06,2.65621e+06,2.65621e+06
5,2.97862e+06,2.8431e+06,2.65621e+06
6,2.53049e+06,2.42496e+06,2.42496e+06
7,2.43585e+06,2.29035e+06,2.29035e+06
8,2.49725e+06,2.18945e+06,2.18945e+06
9,2.18909e+06,2.04534e+06,2.04534e+06
10,2.09579e+06,2.05313e+06,2.04534e+06
11,2.04882e+06,1.99037e+06,1.99037e+06
12,2.03748e+06,2.01433e+06,1.99037e+06
13,2.00634e+06,1.98676e+06,1.98676e+06
14,2.09091e+06,2.0005e+06,1.98676e+06
15,1.98184e+06,1.97142e+06,1.97142e+06
16,2.09709e+06,1.9997e+06,1.97142e+06
17,2.00584e+06,1.97402e+06,1.97142e+06
18,1.95498e+06,1.92672e+06,1.92672e+06
19,2.39604e+06,2.33699e+06,1.92672e+06
20,1.9271e+06,1.92528e+06,1.92528e+06
21,2.45219e+06,2.39915e+06,1.92528e+06
22,2.08044e+06,2.06782e+06,1.92528e+06
23,2.07398e+06,2.01329e+06,1.92528e+06
24,1.95023e+06,1.92501e+06,1.92501e+06
25,1.93414e+06,1.91485e+06,1.91485e+06
26,1.92237e+06,1.91638e+06,1.91485e+06
27,2.09402e+06,2.0211e+06,1.91485e+06
28,1.99822e+06,1.91784e+06,1.91485e+06
29,2.00298e+06,1.99831e+06,1.91485e+06
30,1.94228e+06,1.93624e+06,1.91485e+06
31,2.07918e+06,2.05107e+06,1.91485e+06
32,1.91732e+06,1.91198e+06,1.91198e+06
33,1.91977e+06,1.91732e+06,1.91198e+06
34,1.92821e+06,1.79531e+06,1.79531e+06
35,1.81327e+06,1.8116e+06,1.79531e+06
36,1.87751e+06,1.81837e+06,1.79531e+06
37,1.81226e+06,1.80268e+06,1.79531e+06
38,1.80698e+06,1.79038e+06,1.79038e+06
39,1.89888e+06,1.87694e+06,1.79038e+06
40,1.84433e+06,1.83112e+06,1.79038e+06
41,1.78967e+06,1.77779e+06,1.77779e+06
42,2.16794e+06,2.16794e+06,1.77779e+06
43,1.96445e+06,1.78489e+06,1.77779e+06
44,1.81446e+06,1.80855e+06,1.77779e+06
45,1.79025e+06,1.7731e+06,1.7731e+06
46,1.81166e+06,1.78895e+06,1.7731e+06
47,1.7786e+06,1.7786e+06,1.7731e+06
48,1.775e+06,1.76811e+06,1.76811e+06
49,1.78844e+06,1.76625e+06,1.76625e+06
50,1.91301e+06,1.90389e+06,1.76625e+06
51,2.13499e+06,2.10195e+06,1.76625e+06
52,2.09808e+06,1.97618e+06,1.76625e+06
53,1.8745e+06,1.87315e+06,1.76625e+06
54,1.90892e+06,1.87855e+06,1.76625e+06
55,1.90502e+06,1.86519e+06,1.76625e+06
56,1.77698e+06,1.76825e+06,1.76625e+06
57,2.17163e+06,2.0987e+06,1.76625e+06
58,1.86939e+06,1.79639e+06,1.76625e+06
59,1.84364e+06,1.82245e+06,1.76625e+06
60,1.78826e+06,1.77983e+06,1.76625e+06
61,1.76104e+06,1.75112e+06,1.75112e+06
62,1.80311e+06,1.80207e+06,1.75112e+06
63,1.76206e+06,1.75989e+06,1.75112e+06
64,2.11363e+06,2.07562e+06,1.75112e+06
65,1.8039e+06,1.74407e+06,1.74407e+06
66,1.75869e+06,1.7569e+06,1.74407e+06
67,1.75915e+06,1.75901e+06,1.74407e+06
68,1.94948e+06,1.88799e+06,1.74407e+06
69,1.75696e+06,1.74761e+06,1.74407e+06
70,1.76197e+06,1.75445e+06,1.74407e+06
71,2.1582e+06,2.05523e+06,1.74407e+06
72,1.90676e+06,1.89217e+06,1.74407e+06
73,1.75957e+06,1.73464e+06,1.73464e+06
74,1.77991e+06,1.72198e+06,1.72198e+06
75,1.95778e+06,1.9273e+06,1.72198e+06
76,2.27774e+06,2.21908e+06,1.72198e+06
77,1.74364e+06,1.72062e+06,1.72062e+06
78,1.71847e+06,1.70199e+06,1.70199e+06
79,1.94219e+06,1.89174e+06,1.70199e+06
80,2.25204e+06,2.18972e+06,1.70199e+06
81,2.00249e+06,1.94299e+06,1.70199e+06
82,1.78121e+06,1.77712e+06,1.70199e+06
83,1.71692e+06,1.71685e+06,1.70199e+06
84,1.72268e+06,1.70045e+06,1.70045e+06
85,1.94463e+06,1.94463e+06,1.70045e+06
86,2.18754e+06,2.14691e+06,1.70045e+06
87,1.85638e+06,1.65607e+06,1.65607e+06
88,2.11787e+06,2.005e+06,1.65607e+06
89,1.67827e+06,1.67275e+06,1.65607e+06
90,2.08494e+06,2.04924e+06,1.65607e+06
91,1.66188e+06,1.65687e+06,1.65607e+06
92,1.66869e+06,1.66379e+06,1.65607e+06
93,1.90425e+06,1.79799e+06,1.65607e+06
94,1.67811e+06,1.67805e+06,1.65607e+06
95,1.66481e+06,1.66481e+06,1.65607e+06
96,2.19054e+06,2.17059e+06,1.65607e+06
97,1.65989e+06,1.65807e+06,1.65607e+06
98,1.72907e+06,1.71276e+06,1.65607e+06
99,1.88957e+06,1.87745e+06,1.65607e+06
100,1.67921e+06,1.67857e+06,1.65607e+06
101,1.65974e+06,1.65444e+06,1.65444e+06
102,1.65925e+06,1.65664e+06,1.65444e+06
103,2.0394e+06,2.02257e+06,1.65444e+06
104,2.0234e+06,2.0009e+06,1.65444e+06
105,1.69771e+06,1.66395e+06,1.65444e+06
106,1.65771e+06,1.65063e+06,1.65063e+06
107,1.71307e+06,1.6874e+06,1.65063e+06
108,1.65532e+06,1.65292e+06,1.65063e+06
109,1.67005e+06,1.65644e+06,1.65063e+06
110,1.64336e+06,1.63459e+06,1.63459e+06
111,1.64058e+06,1.63972e+06,1.63459e+06
112,1.63756e+06,1.63292e+06,1.63292e+06
113,1.81116e+06,1.81116e+06,1.63292e+06
114,1.72178e+06,1.65573e+06,1.63292e+06
115,1.63349e+06,1.63328e+06,1.63292e+06
116,1.6367e+06,1.63212e+06,1.63212e+06
117,1.64958e+06,1.63143e+06,1.63143e+06
118,1.6637e+06,1.62762e+06,1.62762e+06
119,1.63594e+06,1.63426e+06,1.62762e+06
120,2.15615e+06,1.62676e+06,1.62676e+06
121,1.88284e+06,1.84081e+06,1.62676e+06
122,1.77491e+06,1.70028e+06,1.62676e+06
123,1.63737e+06,1.62893e+06,1.62676e+06
124,1.67032e+06,1.66106e+06,1.62676e+06
125,1.6636e+06,1.66023e+06,1.62676e+06
126,1.91447e+06,1.62744e+06,1.62676e+06
127,1.63336e+06,1.63336e+06,1.62676e+06
128,1.69545e+06,1.6693e+06,1.62676e+06
129,1.7474e+06,1.71082e+06,1.62676e+06
130,1.64364e+06,1.63616e+06,1.62676e+06
131,1.67275e+06,1.65826e+06,1.62676e+06
132,1.64593e+06,1.6441e+06,1.62676e+06
133,2.0534e+06,2.02316e+06,1.62676e+06
134,1.68696e+06,1.68603e+06,1.62676e+06
135,1.65092e+06,1.62294e+06,1.62294e+06
136,1.62243e+06,1.61121e+06,1.61121e+06
137,1.69031e+06,1.68352e+06,1.61121e+06
138,1.64368e+06,1.61424e+06,1.61121e+06
