generation,best,avg,worst,std
1,2.63082e+06,3384173.437,4797678.500,423174.353
2,2301140.712,2778844.180,3410719.437,236072.806
3,2109733.875,2535693.917,3545127.100,247744.234
4,2001460.250,2315774.183,2911716.638,171029.520
5,1931277.737,2181323.265,2586908.388,144829.201
6,1841395.475,2096374.956,3137818.887,213321.685
7,1780921.675,1976929.003,3151768.637,153886.134
8,1780921.675,1922899.761,2405875.612,124148.953
9,1776940.712,1858552.639,2055833.112,57339.641
10,1727447.275,1840131.185,2455286.225,96705.147
11,1730580.175,1835987.851,2223727.887,106067.423
12,1712329.538,1809259.695,2212520.688,92905.328
13,1698169.988,1806637.143,2264108.000,118476.856
14,1681251.888,1783999.005,2377278.087,127703.602
15,1681251.888,1752790.409,1997919.675,58553.577
16,1665762.713,1718812.722,2084438.238,56086.596
17,1659412.100,1734923.688,2934731.137,161975.430
18,1653105.975,1715908.795,2071110.613,91236.399
19,1649404.300,1714305.055,2292894.838,115209.799
20,1642490.563,1706031.141,2121037.362,100052.454
21,1630952.038,1702749.873,3068443.662,177481.922
22,1617161.638,1689482.323,2082231.300,86024.226
23,1616096.075,1666573.960,2104463.300,67864.672
24,1611311.200,1669893.770,2273802.388,91788.698
25,1608810.138,1674034.427,3031373.150,168553.191
26,1604474.075,1655147.680,1979629.913,70920.234
27,1604474.075,1656753.341,2007840.450,94034.913
28,1602065.825,1669508.113,2189164.913,106869.822
29,1602065.825,1670464.996,2906456.075,168186.929
30,1602065.825,1659007.249,2909621.062,162600.249
31,1602002.300,1662574.822,2091035.925,105088.505
32,1600848.125,1636092.897,1889184.113,65011.512
33,1600848.125,1633958.737,2000109.800,70446.259
34,1600127.975,1633305.330,2152313.475,79345.377
35,1599819.275,1647476.644,2118767.825,110747.587
36,1599819.275,1633867.494,2118014.275,78742.988
37,1596434.913,1639020.998,2041349.338,84932.193
38,1596099.113,1649603.709,2901801.275,157791.386
39,1596434.913,1631738.765,2265244.713,89763.139
40,1595736.025,1702512.360,2999273.350,252542.976
41,1595736.025,1685763.408,2154339.375,173908.671
42,1595736.025,1690227.824,2143452.700,171516.350
43,1595736.025,1681648.274,2751133.075,191686.338
44,1595350.750,1671783.717,2134976.750,135064.293
45,1595146.500,1714215.320,2878218.088,244560.651
46,1595092.113,1710341.196,2138379.562,187343.340
47,1594783.413,1715217.310,2143803.188,194251.779
48,1594783.413,1734408.442,2537401.738,225924.859
49,1594719.888,1734656.941,2262815.500,214177.540
50,1594719.888,1704289.653,2473510.625,194246.355
51,1592258.688,1682017.144,2287451.850,165302.797
52,1590607.550,1680388.495,2851126.212,196338.785
53,1591881.725,1677641.535,2849447.013,187908.283
54,1592258.688,1661865.376,2200002.900,134494.571
55,1592195.163,1684900.750,2297665.213,149453.161
56,1592195.163,1662155.071,2136879.612,136946.358
57,1592195.163,1655033.320,2196011.813,130218.212
58,1592195.163,1665231.296,2052288.488,133250.638
59,1592195.163,1660711.415,2079179.175,122773.326
60,1592195.163,1667550.160,2840573.800,177043.227
61,1591667.438,1649113.782,2091468.888,114707.073
62,1591667.438,1646554.191,2159800.487,107460.260
63,1591667.438,1675048.743,2846858.763,185016.770
64,1591667.438,1678164.579,2291578.150,152852.169
65,1591667.438,1669038.424,2046761.088,136126.823
66,1591667.438,1676531.921,2100543.188,148398.507
67,1591667.438,1643369.490,2041861.250,110687.187
68,1591667.438,1645044.180,2050674.638,107023.817
69,1589922.238,1652327.388,2052437.163,116291.294
70,1588499.463,1668307.358,2059604.412,129255.124
71,1589922.238,1659245.258,2095762.688,119598.480
72,1589322.000,1692772.191,2846390.712,180393.987
73,1589227.938,1679932.624,2237027.350,138823.445
74,1589227.938,1658515.074,2111042.087,118552.081
75,1588470.788,1657678.420,2134719.288,117292.640
76,1587635.438,1682113.356,2294996.713,160464.739
77,1587857.838,1677707.395,2218515.988,143180.447
78,1587635.438,1646223.498,2287018.425,126245.839
79,1587484.638,1666822.253,2844058.388,180746.387
80,1587635.438,1664743.311,2054684.963,136758.067
81,1587635.438,1685270.424,2156371.988,164246.507
82,1587635.438,1648401.743,2059577.512,123050.116
83,1587635.438,1651550.675,2047235.863,125885.343
84,1587635.438,1652382.588,2044586.225,123045.758
85,1587635.438,1652548.285,2086845.638,134775.985
86,1587635.438,1654756.689,2842299.038,178909.104
87,1587635.438,1654901.807,2230866.038,138691.421
88,1587635.438,1650392.285,2065938.700,118551.741
89,1587635.438,1648291.448,2152577.263,127398.181
90,1587635.438,1625038.710,2049646.338,82773.948
91,1587635.438,1651162.968,2056516.688,133398.164
92,1587635.438,1653452.167,2046698.163,132585.528
93,1587635.438,1654338.936,2049666.413,135523.373
94,1587635.438,1649464.735,2053584.563,121229.971
95,1587635.438,1686527.812,2211549.375,161018.703
96,1587635.438,1651641.648,2096511.188,131223.499
97,1587635.438,1677954.935,2112669.638,153947.538
98,1587635.438,1633053.930,2029472.475,101902.259
99,1587635.438,1636237.046,2044523.475,106700.257
100,1587635.438,1656451.937,2053583.138,127578.839
101,1587635.438,1679381.297,2113096.987,155304.317
102,1587635.438,1652360.836,2047728.763,124773.687
103,1587635.438,1654775.754,2045090.812,119760.318
104,1586467.563,1647541.515,2070564.575,127064.478
105,1584417.600,1650236.341,2087369.938,117590.813
106,1584625.050,1663126.911,2300565.963,140603.343
107,1584625.050,1683956.266,2835606.038,189010.511
108,1584561.525,1678136.894,2877591.313,190009.733
109,1583393.650,1678174.508,2098322.325,140259.022
110,1583393.650,1647994.692,2040545.163,108159.260
111,1582979.513,1633945.124,2038543.850,85886.198
112,1583393.650,1685929.628,2146865.062,153116.078
113,1583393.650,1673244.829,2045249.388,126555.333
114,1583400.775,1649182.407,2110260.850,122725.964
115,1583313.250,1683455.988,2835202.850,188674.340
116,1583286.625,1670343.113,2119646.375,144630.169
117,1583249.725,1665135.524,2123696.800,147438.519
118,1583249.725,1651559.940,2033507.063,111882.468
119,1581892.325,1646194.647,2092306.300,129610.480
120,1581748.400,1656794.307,2090932.950,137563.345
121,1581748.400,1647151.332,2042375.975,126797.283
122,1581748.400,1638157.817,2081102.525,106025.872
123,1570826.900,1646274.775,2291952.363,142945.752
124,1570666.700,1650065.948,2083163.200,133772.860
125,1570666.700,1650831.710,2829719.000,171638.202
126,1570318.338,1648534.075,2826761.350,168006.688
127,1570594.463,1665672.335,2190567.825,145285.382
128,1570318.338,1662942.550,2038442.850,143383.716
129,1569889.963,1665892.914,2820314.550,186951.186
130,1569889.963,1627811.333,2029683.125,112429.198
131,1569889.963,1651658.348,2844640.363,177533.591
132,1569554.163,1628869.982,2022463.463,111667.677
133,1569554.163,1637146.982,2043514.125,112489.348
134,1569554.163,1625765.231,2038856.213,101795.847
135,1569554.163,1656303.692,2188266.713,150177.758
136,1569554.163,1650169.052,2118662.987,135562.632
137,1569554.163,1680608.070,2174463.475,159871.772
138,1569554.163,1643989.756,2824531.675,171968.068
139,1569554.163,1638010.555,2146460.725,118043.748
140,1569554.163,1636491.365,2217407.988,118444.436
141,1569554.163,1630612.973,2057479.375,114528.515
142,1569554.163,1653065.408,2001435.875,134753.532
143,1569554.163,1619267.747,1959572.475,98009.453
144,1569554.163,1637499.996,2824217.763,166245.950
145,1569554.163,1635398.764,2198960.163,126266.625
146,1569554.163,1623384.882,2006269.288,104911.788
147,1569554.163,1645206.786,2025538.688,128474.456
148,1569554.163,1654283.091,1991852.163,130057.964
149,1569526.263,1645559.926,2208120.538,125375.397
150,1566770.613,1625094.452,2010983.163,106175.891
151,1566770.613,1660242.199,2359385.162,146414.313
152,1566834.138,1641207.707,2205699.538,133679.258
153,1566770.613,1633200.779,2063231.763,122465.566
154,1566770.613,1645428.672,2817524.763,166256.726
155,1566770.613,1642277.450,2010080.263,121840.819
156,1566770.613,1620925.749,2002632.500,100107.059
157,1566770.613,1623398.170,2007938.425,100715.949
158,1566770.613,1634267.649,2118400.775,127389.721
159,1566770.613,1652959.393,1989068.613,131326.466
160,1566770.613,1629106.058,2212152.550,130709.644
161,1566770.613,1640892.517,2196176.613,126781.458
162,1566770.613,1646051.505,2091804.813,132223.891
163,1566770.613,1625892.927,1958659.175,113085.622
164,1566770.613,1629334.021,2003485.738,110384.437
165,1566770.613,1647149.070,1989128.288,122453.905
166,1566770.613,1607710.465,1951815.250,71602.128
167,1566770.613,1629782.663,2125039.362,114150.049
168,1566770.613,1640565.827,2065980.813,129764.653
169,1566770.613,1620494.005,2091804.813,108271.204
170,1566742.713,1633390.873,2072673.813,115435.054
171,1566742.713,1646623.762,1969752.700,117734.723
172,1566742.713,1638102.021,1953211.213,118622.444
173,1566742.713,1624267.271,2379694.938,123732.376
174,1566468.688,1654442.372,1971856.263,132316.712
175,1566742.713,1648903.483,1969090.562,126621.936
176,1566742.713,1657060.497,2250049.963,149701.730
177,1566742.713,1625339.383,1982347.713,108268.723
178,1566742.713,1645664.562,2008171.713,128881.249
179,1566742.713,1666189.796,2814713.312,190798.887
180,1566742.713,1638687.563,1955624.388,109719.792
181,1566742.713,1636144.906,2181768.612,122838.114
182,1566742.713,1616159.680,1961729.725,99723.639
183,1566742.713,1631660.903,2091776.913,125718.688
184,1566742.713,1611134.379,1966086.413,78084.793
185,1566742.713,1647504.518,2025607.163,132211.631
186,1566742.713,1623799.363,1960827.513,97862.935
187,1566742.713,1647368.602,2003457.838,118329.521
188,1566742.713,1617912.152,1953912.038,97764.467
189,1566742.713,1618156.365,1982347.713,89416.569
190,1566742.713,1624769.153,2141055.512,112097.673
191,1566742.713,1633914.892,1990554.950,105418.589
192,1566742.713,1632159.650,1982347.713,104787.227
193,1566742.713,1664024.178,2821406.312,181631.738
194,1566742.713,1639793.812,2091776.913,128961.986
195,1566468.688,1621367.642,2131684.538,115648.466
196,1566468.688,1632433.327,2185262.675,125414.481
197,1566468.688,1638968.728,2109528.000,127010.501
198,1566468.688,1611291.098,2003457.838,77364.334
199,1566468.688,1643921.796,1999483.825,111058.752
200,1566468.688,1646206.533,2071491.063,125967.315
201,1566468.688,1652808.198,2840263.288,192508.053
202,1566468.688,1622531.241,1988766.688,111034.988
203,1566468.688,1630369.058,2101304.012,116713.337
204,1566468.688,1652214.182,2022301.138,133134.231
205,1566468.688,1634101.356,1990033.500,108195.343
206,1566468.688,1641334.736,2065901.288,136211.178
207,1566468.688,1612429.072,2141144.575,97786.404
208,1566468.688,1610258.577,1982073.688,83998.305
209,1566468.688,1621711.550,2823451.613,162345.914
210,1566468.688,1628928.899,2140781.487,117086.336
211,1566468.688,1616832.783,1950714.538,101346.358
212,1566468.688,1639590.839,2821132.288,165826.760
213,1566468.688,1633577.308,2096810.388,122342.564
214,1566468.688,1644444.150,2814439.288,170802.415
215,1566468.688,1640452.290,2052619.363,122078.029
216,1566468.688,1635968.782,1960553.488,116083.070
217,1566468.688,1643486.640,2814661.688,169914.496
218,1566468.688,1635261.684,2072371.888,118966.482
219,1566468.688,1616753.902,1973637.413,94781.814
220,1566468.688,1640535.001,2020994.150,130095.493
221,1566468.688,1634513.195,2021850.125,121700.904
222,1566468.688,1613300.330,2072371.888,104294.143
223,1566468.688,1632569.147,2091502.888,121298.697
224,1566468.688,1613156.738,2072371.888,95202.081
225,1566468.688,1652906.521,2821132.288,173661.414
226,1566468.688,1609353.260,1970853.525,92015.916
227,1566468.688,1625744.292,1982073.688,104996.279
228,1566468.688,1651787.056,2025333.138,136578.066
229,1566468.688,1640151.511,2006426.638,124738.164
230,1566468.688,1627259.036,1951482.013,115954.131
231,1566468.688,1642002.138,2021850.125,116081.385
232,1566468.688,1630074.697,2082348.750,124719.644
233,1566468.688,1647516.953,2101304.012,135248.168
234,1566468.688,1648796.000,2065678.888,128853.983
235,1566468.688,1643320.219,2091502.888,121196.627
236,1566468.688,1631183.050,1964245.888,116924.415
237,1566468.688,1662289.003,2022117.163,137289.498
238,1566468.688,1637904.853,2229742.338,125474.876
239,1566468.688,1641930.733,2091502.888,124684.150
240,1566468.688,1638092.171,2082496.450,124921.772
