iteration,shaken,after_local_search,best
1,3.62782e+06,3.47294e+06,3.47294e+06
2,3.38016e+06,3.30248e+06,3.30248e+06
3,3.3347e+06,3.24792e+06,3.24792e+06
4,3.37672e+06,3.06549e+06,3.06549e+06
5,3.03775e+06,3.00882e+06,3.00882e+06
6,2.97985e+06,2.90906e+06,2.90906e+06
7,3.05109e+06,3.0354e+06,2.90906e+06
8,2.97534e+06,2.95601e+06,2.90906e+06
9,2.84189e+06,2.84113e+06,2.84113e+06
10,2.62199e+06,2.61955e+06,2.61955e+06
11,2.62617e+06,2.47608e+06,2.47608e+06
12,2.49169e+06,2.48429e+06,2.47608e+06
13,2.47691e+06,2.4103e+06,2.4103e+06
14,2.26602e+06,2.16817e+06,2.16817e+06
15,2.1952e+06,2.16208e+06,2.16208e+06
16,2.18051e+06,2.16638e+06,2.16208e+06
17,2.31558e+06,2.2931e+06,2.16208e+06
18,2.29978e+06,2.15102e+06,2.15102e+06
19,2.14925e+06,2.11407e+06,2.11407e+06
20,2.31714e+06,2.30299e+06,2.11407e+06
21,2.31882e+06,2.28255e+06,2.11407e+06
22,2.10697e+06,2.09589e+06,2.09589e+06
23,2.10514e+06,2.09171e+06,2.09171e+06
24,2.19482e+06,2.19254e+06,2.09171e+06
25,2.09395e+06,2.08923e+06,2.08923e+06
26,2.09561e+06,1.92739e+06,1.92739e+06
27,1.92814e+06,1.92538e+06,1.92538e+06
28,1.97034e+06,1.96349e+06,1.92538e+06
29,1.9376e+06,1.87014e+06,1.87014e+06
30,1.87183e+06,1.86535e+06,1.86535e+06
31,1.86986e+06,1.86986e+06,1.86535e+06
32,1.86381e+06,1.86381e+06,1.86381e+06
33,1.88221e+06,1.88144e+06,1.86381e+06
34,1.88333e+06,1.84682e+06,1.84682e+06
35,1.90581e+06,1.84712e+06,1.84682e+06
36,1.85495e+06,1.82526e+06,1.82526e+06
37,1.8359e+06,1.78839e+06,1.78839e+06
38,1.80962e+06,1.76969e+06,1.76969e+06
39,1.89698e+06,1.88474e+06,1.76969e+06
40,1.7904e+06,1.78151e+06,1.76969e+06
41,1.86397e+06,1.82526e+06,1.76969e+06
42,1.80066e+06,1.79159e+06,1.76969e+06
43,1.81929e+06,1.80955e+06,1.76969e+06
44,1.775e+06,1.75251e+06,1.75251e+06
45,1.84481e+06,1.84295e+06,1.75251e+06
46,1.83664e+06,1.76003e+06,1.75251e+06
47,1.76614e+06,1.74998e+06,1.74998e+06
48,1.78277e+06,1.77009e+06,1.74998e+06
49,2.04335e+06,2.02714e+06,1.74998e+06
50,1.83582e+06,1.8264e+06,1.74998e+06
51,1.75298e+06,1.74991e+06,1.74991e+06
52,1.84276e+06,1.82973e+06,1.74991e+06
53,1.89254e+06,1.76091e+06,1.74991e+06
54,2.15056e+06,2.14075e+06,1.74991e+06
55,1.77062e+06,1.75195e+06,1.74991e+06
56,1.75011e+06,1.74624e+06,1.74624e+06
57,1.79739e+06,1.75501e+06,1.74624e+06
58,1.94126e+06,1.93998e+06,1.74624e+06
59,1.78442e+06,1.77272e+06,1.74624e+06
60,1.7501e+06,1.7479e+06,1.74624e+06
61,1.89793e+06,1.72924e+06,1.72924e+06
62,1.75686e+06,1.7475e+06,1.72924e+06
63,1.7293e+06,1.72876e+06,1.72876e+06
64,1.73654e+06,1.73571e+06,1.72876e+06
65,1.90376e+06,1.87046e+06,1.72876e+06
66,1.7325e+06,1.72901e+06,1.72876e+06
67,2.12364e+06,2.10735e+06,1.72876e+06
68,1.74093e+06,1.72945e+06,1.72876e+06
69,1.73669e+06,1.72056e+06,1.72056e+06
70,2.21188e+06,2.16815e+06,1.72056e+06
71,1.84291e+06,1.83358e+06,1.72056e+06
72,1.7188e+06,1.71705e+06,1.71705e+06
73,2.32853e+06,2.3241e+06,1.71705e+06
74,1.78178e+06,1.76859e+06,1.71705e+06
75,2.19612e+06,2.13106e+06,1.71705e+06
76,1.72145e+06,1.71951e+06,1.71705e+06
77,1.71934e+06,1.71111e+06,1.71111e+06
78,2.1346e+06,2.11906e+06,1.71111e+06
79,2.15729e+06,2.15729e+06,1.71111e+06
80,1.71631e+06,1.71236e+06,1.71111e+06
81,1.76061e+06,1.72533e+06,1.71111e+06
82,2.15681e+06,2.12619e+06,1.71111e+06
83,1.7638e+06,1.75932e+06,1.71111e+06
84,1.72877e+06,1.65452e+06,1.65452e+06
85,1.66382e+06,1.64347e+06,1.64347e+06
86,1.70263e+06,1.68215e+06,1.64347e+06
87,1.70804e+06,1.70019e+06,1.64347e+06
88,2.09358e+06,2.0324e+06,1.64347e+06
89,1.66726e+06,1.66561e+06,1.64347e+06
90,1.7658e+06,1.7339e+06,1.64347e+06
91,1.66978e+06,1.6594e+06,1.64347e+06
92,1.64439e+06,1.64222e+06,1.64222e+06
93,1.64326e+06,1.64183e+06,1.64183e+06
94,1.64955e+06,1.64899e+06,1.64183e+06
95,1.72252e+06,1.66555e+06,1.64183e+06
96,1.69758e+06,1.65935e+06,1.64183e+06
97,1.98551e+06,1.93166e+06,1.64183e+06
98,1.64051e+06,1.64051e+06,1.64051e+06
99,1.69067e+06,1.68745e+06,1.64051e+06
100,1.65606e+06,1.65502e+06,1.64051e+06
101,2.271e+06,2.23258e+06,1.64051e+06
102,1.66743e+06,1.6612e+06,1.64051e+06
103,1.73648e+06,1.73265e+06,1.64051e+06
104,1.66529e+06,1.64142e+06,1.64051e+06
105,1.67908e+06,1.67908e+06,1.64051e+06
106,1.92194e+06,1.89979e+06,1.64051e+06
107,1.68365e+06,1.65431e+06,1.64051e+06
108,1.66385e+06,1.66385e+06,1.64051e+06
109,1.71493e+06,1.68517e+06,1.64051e+06
110,1.94731e+06,1.89514e+06,1.64051e+06
111,1.65279e+06,1.63295e+06,1.63295e+06
112,1.86804e+06,1.86804e+06,1.63295e+06
113,1.89124e+06,1.8886e+06,1.63295e+06
114,1.79292e+06,1.75956e+06,1.63295e+06
115,1.63541e+06,1.63431e+06,1.63295e+06
116,2.0364e+06,1.9077e+06,1.63295e+06
117,1.76963e+06,1.75207e+06,1.63295e+06
118,1.64931e+06,1.64828e+06,1.63295e+06
119,1.90397e+06,1.90363e+06,1.63295e+06
120,1.65899e+06,1.65892e+06,1.63295e+06
121,1.63529e+06,1.63529e+06,1.63295e+06
122,1.90741e+06,1.87711e+06,1.63295e+06
123,1.72064e+06,1.68941e+06,1.63295e+06
124,1.63341e+06,1.63341e+06,1.63295e+06
125,2.04272e+06,2.01925e+06,1.63295e+06
126,2.03784e+06,1.89151e+06,1.63295e+06
