iteration,constructed,improved,best
1,2.00735e+06,1.91475e+06,1.91475e+06
2,2.01506e+06,1.91682e+06,1.91475e+06
3,2.18003e+06,2.03401e+06,1.91475e+06
4,2.38925e+06,2.2243e+06,1.91475e+06
5,2.20568e+06,1.86671e+06,1.86671e+06
6,2.176e+06,2.01419e+06,1.86671e+06
7,2.01909e+06,1.94737e+06,1.86671e+06
8,2.02426e+06,1.83867e+06,1.83867e+06
9,2.24757e+06,2.02874e+06,1.83867e+06
10,2.04779e+06,1.89258e+06,1.83867e+06
11,1.95203e+06,1.71101e+06,1.71101e+06
12,2.35628e+06,1.96398e+06,1.71101e+06
13,2.26794e+06,2.07923e+06,1.71101e+06
14,2.00605e+06,1.93347e+06,1.71101e+06
15,2.21509e+06,2.09357e+06,1.71101e+06
16,2.28963e+06,1.96125e+06,1.71101e+06
17,2.04914e+06,1.88937e+06,1.71101e+06
18,2.13549e+06,1.88923e+06,1.71101e+06
19,2.09054e+06,1.9826e+06,1.71101e+06
20,2.15679e+06,1.95242e+06,1.71101e+06
21,2.02301e+06,1.95556e+06,1.71101e+06
22,2.23428e+06,1.95519e+06,1.71101e+06
23,2.41316e+06,2.14813e+06,1.71101e+06
24,2.28253e+06,2.21889e+06,1.71101e+06
25,2.25873e+06,2.2328e+06,1.71101e+06
26,2.36294e+06,2.09026e+06,1.71101e+06
27,2.20554e+06,1.81213e+06,1.71101e+06
28,2.0225e+06,1.84651e+06,1.71101e+06
29,2.07405e+06,1.91003e+06,1.71101e+06
30,2.168e+06,1.99546e+06,1.71101e+06
31,2.25747e+06,2.14811e+06,1.71101e+06
32,2.18004e+06,2.05966e+06,1.71101e+06
33,2.06693e+06,1.96689e+06,1.71101e+06
34,2.23455e+06,2.13105e+06,1.71101e+06
35,2.11793e+06,2.00779e+06,1.71101e+06
36,2.18826e+06,2.01266e+06,1.71101e+06
37,2.15507e+06,1.95891e+06,1.71101e+06
38,2.18023e+06,1.95632e+06,1.71101e+06
39,2.0439e+06,1.94431e+06,1.71101e+06
40,2.03431e+06,1.90967e+06,1.71101e+06
41,2.16567e+06,1.99953e+06,1.71101e+06
42,2.29245e+06,2.22665e+06,1.71101e+06
43,2.20856e+06,1.95382e+06,1.71101e+06
44,2.11104e+06,1.92811e+06,1.71101e+06
45,2.16105e+06,1.95415e+06,1.71101e+06
46,1.9799e+06,1.82078e+06,1.71101e+06
47,2.16989e+06,2.0451e+06,1.71101e+06
48,2.31487e+06,2.08556e+06,1.71101e+06
49,2.12556e+06,1.81978e+06,1.71101e+06
50,1.90511e+06,1.8649e+06,1.71101e+06
51,2.17328e+06,1.82402e+06,1.71101e+06
52,2.11119e+06,1.86237e+06,1.71101e+06
53,2.1789e+06,1.91486e+06,1.71101e+06
54,2.23219e+06,2.04026e+06,1.71101e+06
55,2.21252e+06,1.86269e+06,1.71101e+06
56,2.20217e+06,2.02839e+06,1.71101e+06
57,2.15142e+06,1.88612e+06,1.71101e+06
58,2.10343e+06,2.00178e+06,1.71101e+06
59,2.41004e+06,2.29213e+06,1.71101e+06
60,2.24319e+06,1.72306e+06,1.71101e+06
61,2.1948e+06,2.1206e+06,1.71101e+06
62,2.17526e+06,2.02965e+06,1.71101e+06
63,2.11736e+06,1.95142e+06,1.71101e+06
64,1.92155e+06,1.81757e+06,1.71101e+06
65,2.01635e+06,1.97603e+06,1.71101e+06
66,2.10574e+06,1.86365e+06,1.71101e+06
67,1.89654e+06,1.72113e+06,1.71101e+06
68,1.9435e+06,1.89759e+06,1.71101e+06
69,2.10885e+06,1.78783e+06,1.71101e+06
70,2.13159e+06,1.90702e+06,1.71101e+06
71,2.12877e+06,1.99201e+06,1.71101e+06
72,2.26531e+06,1.9438e+06,1.71101e+06
73,2.26671e+06,2.13898e+06,1.71101e+06
74,1.9818e+06,1.96529e+06,1.71101e+06
75,2.03407e+06,1.93139e+06,1.71101e+06
76,2.14294e+06,1.86819e+06,1.71101e+06
77,2.1538e+06,2.01258e+06,1.71101e+06
78,2.25286e+06,2.09297e+06,1.71101e+06
79,2.11508e+06,2.00873e+06,1.71101e+06
80,2.08593e+06,1.91124e+06,1.71101e+06
81,2.18863e+06,2.10401e+06,1.71101e+06
82,2.16436e+06,1.98385e+06,1.71101e+06
83,2.09334e+06,1.8519e+06,1.71101e+06
84,2.53139e+06,2.22546e+06,1.71101e+06
85,1.97146e+06,1.91534e+06,1.71101e+06
86,2.09241e+06,1.8954e+06,1.71101e+06
87,2.1334e+06,2.02119e+06,1.71101e+06
88,2.23683e+06,2.03828e+06,1.71101e+06
89,2.12915e+06,1.98076e+06,1.71101e+06
90,2.28134e+06,2.10023e+06,1.71101e+06
91,2.21187e+06,1.99003e+06,1.71101e+06
92,2.19919e+06,1.79489e+06,1.71101e+06
93,1.97601e+06,1.83246e+06,1.71101e+06
94,1.99198e+06,1.8473e+06,1.71101e+06
95,2.13358e+06,2.01543e+06,1.71101e+06
96,2.18577e+06,2.05866e+06,1.71101e+06
97,2.03056e+06,1.94784e+06,1.71101e+06
98,2.30568e+06,2.05838e+06,1.71101e+06
99,2.25416e+06,1.96891e+06,1.71101e+06
100,1.99225e+06,1.91162e+06,1.71101e+06
