method,config,instance,avg_best8,best8,worst8,std8
GRASP,"iter=100;rcl=2;ls=160",cap41_ss,1.65446e+06,1.63651e+06,1.66845e+06,9581.65
GRASP,"iter=100;rcl=2;ls=160",cap81_ss,1.2269e+06,1.21584e+06,1.2323e+06,4508.37
GRASP,"iter=100;rcl=2;ls=160",cap111_ss,1.22317e+06,1.20865e+06,1.23258e+06,7302.81
GRASP,"iter=100;rcl=3;ls=160",cap41_ss,1.68107e+06,1.6524e+06,1.71169e+06,18466.4
GRASP,"iter=100;rcl=3;ls=160",cap81_ss,1.2597e+06,1.21456e+06,1.28999e+06,24249
GRASP,"iter=100;rcl=3;ls=160",cap111_ss,1.25212e+06,1.21831e+06,1.26322e+06,13871.3
GRASP,"iter=100;rcl=4;ls=160",cap41_ss,1.715e+06,1.68409e+06,1.74683e+06,18807.1
GRASP,"iter=100;rcl=4;ls=160",cap81_ss,1.28803e+06,1.27191e+06,1.30258e+06,10696.1
GRASP,"iter=100;rcl=4;ls=160",cap111_ss,1.28109e+06,1.25536e+06,1.30061e+06,13631.3
GRASP,"iter=100;rcl=5;ls=160",cap41_ss,1.72922e+06,1.69734e+06,1.76959e+06,24041.3
GRASP,"iter=100;rcl=5;ls=160",cap81_ss,1.31265e+06,1.2724e+06,1.33523e+06,22322.7
GRASP,"iter=100;rcl=5;ls=160",cap111_ss,1.31555e+06,1.29901e+06,1.33195e+06,9313.61
GRASP,"iter=100;rcl=6;ls=160",cap41_ss,1.74849e+06,1.67553e+06,1.80027e+06,32791
GRASP,"iter=100;rcl=6;ls=160",cap81_ss,1.33754e+06,1.29313e+06,1.36467e+06,23812.9
GRASP,"iter=100;rcl=6;ls=160",cap111_ss,1.31411e+06,1.28936e+06,1.34038e+06,16168.9
GRASP,"iter=100;rcl=2;ls=180",cap41_ss,1.6432e+06,1.63077e+06,1.67094e+06,11385.3
GRASP,"iter=100;rcl=2;ls=180",cap81_ss,1.22594e+06,1.21086e+06,1.23759e+06,8392.45
GRASP,"iter=100;rcl=2;ls=180",cap111_ss,1.21535e+06,1.20101e+06,1.23444e+06,10187.6
GRASP,"iter=100;rcl=3;ls=180",cap41_ss,1.67233e+06,1.65158e+06,1.68517e+06,10922.4
GRASP,"iter=100;rcl=3;ls=180",cap81_ss,1.26718e+06,1.25329e+06,1.28361e+06,11446.6
GRASP,"iter=100;rcl=3;ls=180",cap111_ss,1.25159e+06,1.22491e+06,1.28379e+06,16644.5
GRASP,"iter=100;rcl=4;ls=180",cap41_ss,1.70373e+06,1.68246e+06,1.72773e+06,12690.8
GRASP,"iter=100;rcl=4;ls=180",cap81_ss,1.28485e+06,1.25564e+06,1.30891e+06,20275.5
GRASP,"iter=100;rcl=4;ls=180",cap111_ss,1.2773e+06,1.2271e+06,1.29821e+06,22824.3
GRASP,"iter=100;rcl=5;ls=180",cap41_ss,1.73153e+06,1.69432e+06,1.76834e+06,23790.4
GRASP,"iter=100;rcl=5;ls=180",cap81_ss,1.31083e+06,1.28938e+06,1.33807e+06,15663.4
GRASP,"iter=100;rcl=5;ls=180",cap111_ss,1.29518e+06,1.28008e+06,1.31146e+06,11001.5
GRASP,"iter=100;rcl=6;ls=180",cap41_ss,1.76538e+06,1.7137e+06,1.81198e+06,29656.1
GRASP,"iter=100;rcl=6;ls=180",cap81_ss,1.32242e+06,1.2876e+06,1.3473e+06,20875.7
GRASP,"iter=100;rcl=6;ls=180",cap111_ss,1.3298e+06,1.31134e+06,1.34837e+06,13046.1
GRASP,"iter=100;rcl=2;ls=200",cap41_ss,1.63448e+06,1.6106e+06,1.6459e+06,11354.8
GRASP,"iter=100;rcl=2;ls=200",cap81_ss,1.2313e+06,1.22315e+06,1.23751e+06,4996.6
GRASP,"iter=100;rcl=2;ls=200",cap111_ss,1.21271e+06,1.20397e+06,1.21657e+06,3749.09
GRASP,"iter=100;rcl=3;ls=200",cap41_ss,1.67816e+06,1.65858e+06,1.69451e+06,12253.3
GRASP,"iter=100;rcl=3;ls=200",cap81_ss,1.25551e+06,1.22689e+06,1.26905e+06,12814.7
GRASP,"iter=100;rcl=3;ls=200",cap111_ss,1.24653e+06,1.23674e+06,1.25713e+06,6582.34
GRASP,"iter=100;rcl=4;ls=200",cap41_ss,1.68196e+06,1.6435e+06,1.71934e+06,22118.5
GRASP,"iter=100;rcl=4;ls=200",cap81_ss,1.27085e+06,1.25021e+06,1.28121e+06,10475.8
GRASP,"iter=100;rcl=4;ls=200",cap111_ss,1.27863e+06,1.26108e+06,1.30131e+06,11064.3
GRASP,"iter=100;rcl=5;ls=200",cap41_ss,1.71703e+06,1.69832e+06,1.72861e+06,10371.5
GRASP,"iter=100;rcl=5;ls=200",cap81_ss,1.28064e+06,1.24064e+06,1.3043e+06,18680.7
GRASP,"iter=100;rcl=5;ls=200",cap111_ss,1.28941e+06,1.25237e+06,1.31154e+06,18957.6
GRASP,"iter=100;rcl=6;ls=200",cap41_ss,1.74711e+06,1.71444e+06,1.7813e+06,23206.8
GRASP,"iter=100;rcl=6;ls=200",cap81_ss,1.32476e+06,1.28766e+06,1.37068e+06,22979.7
GRASP,"iter=100;rcl=6;ls=200",cap111_ss,1.30901e+06,1.27476e+06,1.34994e+06,24450.3
GRASP,"iter=100;rcl=2;ls=220",cap41_ss,1.64077e+06,1.61516e+06,1.65584e+06,14985.3
GRASP,"iter=100;rcl=2;ls=220",cap81_ss,1.22074e+06,1.20763e+06,1.23184e+06,8059.08
GRASP,"iter=100;rcl=2;ls=220",cap111_ss,1.21296e+06,1.20552e+06,1.22188e+06,5357.67
GRASP,"iter=100;rcl=3;ls=220",cap41_ss,1.66368e+06,1.60616e+06,1.68913e+06,24074.3
GRASP,"iter=100;rcl=3;ls=220",cap81_ss,1.24605e+06,1.22086e+06,1.27134e+06,16074.3
GRASP,"iter=100;rcl=3;ls=220",cap111_ss,1.24586e+06,1.23617e+06,1.26111e+06,8294.66
GRASP,"iter=100;rcl=4;ls=220",cap41_ss,1.6981e+06,1.68356e+06,1.73064e+06,14750.1
GRASP,"iter=100;rcl=4;ls=220",cap81_ss,1.27281e+06,1.24923e+06,1.30804e+06,17271.5
GRASP,"iter=100;rcl=4;ls=220",cap111_ss,1.26505e+06,1.24179e+06,1.28672e+06,14229.3
GRASP,"iter=100;rcl=5;ls=220",cap41_ss,1.7157e+06,1.67568e+06,1.74207e+06,19969.5
GRASP,"iter=100;rcl=5;ls=220",cap81_ss,1.30392e+06,1.28836e+06,1.32341e+06,12723.9
GRASP,"iter=100;rcl=5;ls=220",cap111_ss,1.30313e+06,1.28857e+06,1.31349e+06,7884.22
GRASP,"iter=100;rcl=6;ls=220",cap41_ss,1.7273e+06,1.71198e+06,1.78296e+06,21856
GRASP,"iter=100;rcl=6;ls=220",cap81_ss,1.28878e+06,1.24478e+06,1.31139e+06,22333.6
GRASP,"iter=100;rcl=6;ls=220",cap111_ss,1.31694e+06,1.28985e+06,1.33531e+06,15655.8
GRASP,"iter=125;rcl=2;ls=120",cap41_ss,1.64297e+06,1.61147e+06,1.67389e+06,20071.1
GRASP,"iter=125;rcl=2;ls=120",cap81_ss,1.23554e+06,1.22708e+06,1.24889e+06,7268.15
GRASP,"iter=125;rcl=2;ls=120",cap111_ss,1.21964e+06,1.20623e+06,1.22821e+06,7958.09
GRASP,"iter=125;rcl=3;ls=120",cap41_ss,1.69986e+06,1.67097e+06,1.73569e+06,19302.6
GRASP,"iter=125;rcl=3;ls=120",cap81_ss,1.27564e+06,1.26652e+06,1.29346e+06,8758.49
GRASP,"iter=125;rcl=3;ls=120",cap111_ss,1.2568e+06,1.23142e+06,1.28382e+06,17890.4
GRASP,"iter=125;rcl=4;ls=120",cap41_ss,1.72683e+06,1.70342e+06,1.75247e+06,14558
GRASP,"iter=125;rcl=4;ls=120",cap81_ss,1.29531e+06,1.27579e+06,1.31329e+06,13504.2
GRASP,"iter=125;rcl=4;ls=120",cap111_ss,1.28364e+06,1.27129e+06,1.2996e+06,7888.38
GRASP,"iter=125;rcl=5;ls=120",cap41_ss,1.74434e+06,1.6673e+06,1.77536e+06,30896.8
GRASP,"iter=125;rcl=5;ls=120",cap81_ss,1.32329e+06,1.29587e+06,1.34945e+06,18276.1
GRASP,"iter=125;rcl=5;ls=120",cap111_ss,1.30089e+06,1.24962e+06,1.33204e+06,25605.6
GRASP,"iter=125;rcl=6;ls=120",cap41_ss,1.79432e+06,1.74721e+06,1.83891e+06,27361.2
GRASP,"iter=125;rcl=6;ls=120",cap81_ss,1.36094e+06,1.34015e+06,1.38408e+06,13623.4
GRASP,"iter=125;rcl=6;ls=120",cap111_ss,1.33322e+06,1.30373e+06,1.37277e+06,20344.7
GRASP,"iter=125;rcl=2;ls=140",cap41_ss,1.64745e+06,1.627e+06,1.67249e+06,11849.3
GRASP,"iter=125;rcl=2;ls=140",cap81_ss,1.23663e+06,1.22286e+06,1.24549e+06,6487.66
GRASP,"iter=125;rcl=2;ls=140",cap111_ss,1.21563e+06,1.19652e+06,1.22749e+06,11032.9
GRASP,"iter=125;rcl=3;ls=140",cap41_ss,1.68538e+06,1.66206e+06,1.70229e+06,13432.8
GRASP,"iter=125;rcl=3;ls=140",cap81_ss,1.26284e+06,1.24014e+06,1.28096e+06,12816.5
GRASP,"iter=125;rcl=3;ls=140",cap111_ss,1.25151e+06,1.22936e+06,1.26865e+06,12028.9
GRASP,"iter=125;rcl=4;ls=140",cap41_ss,1.73622e+06,1.70883e+06,1.76173e+06,18790.9
GRASP,"iter=125;rcl=4;ls=140",cap81_ss,1.29933e+06,1.27815e+06,1.32827e+06,15761.8
GRASP,"iter=125;rcl=4;ls=140",cap111_ss,1.27839e+06,1.26368e+06,1.28675e+06,7470.59
GRASP,"iter=125;rcl=5;ls=140",cap41_ss,1.73778e+06,1.69766e+06,1.76589e+06,22677.3
GRASP,"iter=125;rcl=5;ls=140",cap81_ss,1.31707e+06,1.29225e+06,1.34556e+06,19183.7
GRASP,"iter=125;rcl=5;ls=140",cap111_ss,1.30982e+06,1.28583e+06,1.32486e+06,12788
GRASP,"iter=125;rcl=6;ls=140",cap41_ss,1.77671e+06,1.71741e+06,1.8081e+06,25134.1
GRASP,"iter=125;rcl=6;ls=140",cap81_ss,1.33626e+06,1.29944e+06,1.36294e+06,18149.2
GRASP,"iter=125;rcl=6;ls=140",cap111_ss,1.32767e+06,1.30069e+06,1.34621e+06,16393.5
GRASP,"iter=125;rcl=2;ls=160",cap41_ss,1.63642e+06,1.61574e+06,1.66497e+06,15186.8
GRASP,"iter=125;rcl=2;ls=160",cap81_ss,1.22759e+06,1.20925e+06,1.24262e+06,10900
GRASP,"iter=125;rcl=2;ls=160",cap111_ss,1.21492e+06,1.20819e+06,1.22115e+06,4905.8
GRASP,"iter=125;rcl=3;ls=160",cap41_ss,1.66936e+06,1.60932e+06,1.70987e+06,29597.4
GRASP,"iter=125;rcl=3;ls=160",cap81_ss,1.2627e+06,1.23934e+06,1.2911e+06,15526.9
GRASP,"iter=125;rcl=3;ls=160",cap111_ss,1.24862e+06,1.22576e+06,1.26998e+06,14133.4
GRASP,"iter=125;rcl=4;ls=160",cap41_ss,1.71547e+06,1.69489e+06,1.75681e+06,21990.3
GRASP,"iter=125;rcl=4;ls=160",cap81_ss,1.28268e+06,1.23379e+06,1.32085e+06,26247.6
GRASP,"iter=125;rcl=4;ls=160",cap111_ss,1.27232e+06,1.25264e+06,1.29008e+06,10912
GRASP,"iter=125;rcl=5;ls=160",cap41_ss,1.73338e+06,1.68549e+06,1.76726e+06,26032.4
GRASP,"iter=125;rcl=5;ls=160",cap81_ss,1.31842e+06,1.26072e+06,1.33608e+06,23754.4
GRASP,"iter=125;rcl=5;ls=160",cap111_ss,1.2965e+06,1.27185e+06,1.31678e+06,12571.8
GRASP,"iter=125;rcl=6;ls=160",cap41_ss,1.75514e+06,1.70243e+06,1.79565e+06,29210.6
GRASP,"iter=125;rcl=6;ls=160",cap81_ss,1.32093e+06,1.28517e+06,1.35498e+06,20639.1
GRASP,"iter=125;rcl=6;ls=160",cap111_ss,1.32299e+06,1.28147e+06,1.35686e+06,22312.5
GRASP,"iter=125;rcl=2;ls=180",cap41_ss,1.64123e+06,1.62556e+06,1.65013e+06,6985.77
GRASP,"iter=125;rcl=2;ls=180",cap81_ss,1.22697e+06,1.21545e+06,1.2388e+06,7821.97
GRASP,"iter=125;rcl=2;ls=180",cap111_ss,1.21326e+06,1.20081e+06,1.22628e+06,7119.89
GRASP,"iter=125;rcl=3;ls=180",cap41_ss,1.6751e+06,1.65576e+06,1.69322e+06,12370.1
GRASP,"iter=125;rcl=3;ls=180",cap81_ss,1.26272e+06,1.24597e+06,1.27669e+06,8919.09
GRASP,"iter=125;rcl=3;ls=180",cap111_ss,1.24869e+06,1.2353e+06,1.2635e+06,10386.8
GRASP,"iter=125;rcl=4;ls=180",cap41_ss,1.71018e+06,1.68809e+06,1.7362e+06,16981.8
GRASP,"iter=125;rcl=4;ls=180",cap81_ss,1.28812e+06,1.26567e+06,1.30836e+06,14112
GRASP,"iter=125;rcl=4;ls=180",cap111_ss,1.26597e+06,1.24661e+06,1.29179e+06,16784.2
GRASP,"iter=125;rcl=5;ls=180",cap41_ss,1.70918e+06,1.65206e+06,1.74584e+06,27818.4
GRASP,"iter=125;rcl=5;ls=180",cap81_ss,1.29528e+06,1.25321e+06,1.32378e+06,18391.5
GRASP,"iter=125;rcl=5;ls=180",cap111_ss,1.30145e+06,1.27836e+06,1.31847e+06,14118.6
GRASP,"iter=125;rcl=6;ls=180",cap41_ss,1.73592e+06,1.69633e+06,1.76439e+06,21527.2
GRASP,"iter=125;rcl=6;ls=180",cap81_ss,1.31106e+06,1.28336e+06,1.3337e+06,17673.1
GRASP,"iter=125;rcl=6;ls=180",cap111_ss,1.3291e+06,1.29524e+06,1.3641e+06,23010.1
GRASP,"iter=160;rcl=2;ls=85",cap41_ss,1.65445e+06,1.63834e+06,1.67387e+06,10930.1
GRASP,"iter=160;rcl=2;ls=85",cap81_ss,1.23612e+06,1.22317e+06,1.24558e+06,6907.3
GRASP,"iter=160;rcl=2;ls=85",cap111_ss,1.21408e+06,1.19972e+06,1.22649e+06,7546.15
GRASP,"iter=160;rcl=3;ls=85",cap41_ss,1.70618e+06,1.68079e+06,1.73707e+06,16611.8
GRASP,"iter=160;rcl=3;ls=85",cap81_ss,1.28145e+06,1.26926e+06,1.29544e+06,7795.03
GRASP,"iter=160;rcl=3;ls=85",cap111_ss,1.26422e+06,1.25156e+06,1.28488e+06,10227.6
GRASP,"iter=160;rcl=4;ls=85",cap41_ss,1.72641e+06,1.68899e+06,1.75821e+06,19776.5
GRASP,"iter=160;rcl=4;ls=85",cap81_ss,1.31357e+06,1.29504e+06,1.33407e+06,15167.1
GRASP,"iter=160;rcl=4;ls=85",cap111_ss,1.27431e+06,1.2566e+06,1.29022e+06,12307.2
GRASP,"iter=160;rcl=5;ls=85",cap41_ss,1.76735e+06,1.72235e+06,1.80098e+06,23846.7
GRASP,"iter=160;rcl=5;ls=85",cap81_ss,1.33853e+06,1.30068e+06,1.36579e+06,23175
GRASP,"iter=160;rcl=5;ls=85",cap111_ss,1.31882e+06,1.27792e+06,1.3439e+06,18876.1
GRASP,"iter=160;rcl=6;ls=85",cap41_ss,1.79851e+06,1.7138e+06,1.84697e+06,38706.2
GRASP,"iter=160;rcl=6;ls=85",cap81_ss,1.37544e+06,1.35546e+06,1.41501e+06,17314.6
GRASP,"iter=160;rcl=6;ls=85",cap111_ss,1.35274e+06,1.32722e+06,1.39433e+06,22318.8
GRASP,"iter=160;rcl=2;ls=105",cap41_ss,1.65718e+06,1.64026e+06,1.66721e+06,9297.76
GRASP,"iter=160;rcl=2;ls=105",cap81_ss,1.2314e+06,1.2185e+06,1.24023e+06,6019.01
GRASP,"iter=160;rcl=2;ls=105",cap111_ss,1.21032e+06,1.20016e+06,1.21516e+06,4832.46
GRASP,"iter=160;rcl=3;ls=105",cap41_ss,1.69266e+06,1.65521e+06,1.72929e+06,21459.6
GRASP,"iter=160;rcl=3;ls=105",cap81_ss,1.26065e+06,1.25016e+06,1.27565e+06,7448.32
GRASP,"iter=160;rcl=3;ls=105",cap111_ss,1.25206e+06,1.23164e+06,1.27254e+06,13370.6
GRASP,"iter=160;rcl=4;ls=105",cap41_ss,1.73162e+06,1.68444e+06,1.76566e+06,22594.6
GRASP,"iter=160;rcl=4;ls=105",cap81_ss,1.30619e+06,1.26001e+06,1.33515e+06,22685.9
GRASP,"iter=160;rcl=4;ls=105",cap111_ss,1.28644e+06,1.26388e+06,1.30378e+06,12655
GRASP,"iter=160;rcl=5;ls=105",cap41_ss,1.78604e+06,1.73548e+06,1.83586e+06,30357.8
GRASP,"iter=160;rcl=5;ls=105",cap81_ss,1.33132e+06,1.30643e+06,1.36371e+06,16827.8
GRASP,"iter=160;rcl=5;ls=105",cap111_ss,1.32131e+06,1.30047e+06,1.3437e+06,13446.3
GRASP,"iter=160;rcl=6;ls=105",cap41_ss,1.77016e+06,1.72104e+06,1.81097e+06,27118.2
GRASP,"iter=160;rcl=6;ls=105",cap81_ss,1.36005e+06,1.31005e+06,1.39085e+06,23014.4
GRASP,"iter=160;rcl=6;ls=105",cap111_ss,1.33052e+06,1.30368e+06,1.36518e+06,19190.4
GRASP,"iter=160;rcl=2;ls=125",cap41_ss,1.65257e+06,1.63603e+06,1.66384e+06,7865.4
GRASP,"iter=160;rcl=2;ls=125",cap81_ss,1.23278e+06,1.21444e+06,1.2474e+06,10000.4
GRASP,"iter=160;rcl=2;ls=125",cap111_ss,1.21021e+06,1.19737e+06,1.21967e+06,6631.2
GRASP,"iter=160;rcl=3;ls=125",cap41_ss,1.69744e+06,1.68237e+06,1.71175e+06,9771.28
GRASP,"iter=160;rcl=3;ls=125",cap81_ss,1.27139e+06,1.24839e+06,1.2952e+06,16727
GRASP,"iter=160;rcl=3;ls=125",cap111_ss,1.2532e+06,1.2474e+06,1.2609e+06,4497.52
GRASP,"iter=160;rcl=4;ls=125",cap41_ss,1.71331e+06,1.69099e+06,1.7381e+06,16550.3
GRASP,"iter=160;rcl=4;ls=125",cap81_ss,1.30122e+06,1.28829e+06,1.30906e+06,6571.98
GRASP,"iter=160;rcl=4;ls=125",cap111_ss,1.28128e+06,1.26266e+06,1.29954e+06,13648.7
GRASP,"iter=160;rcl=5;ls=125",cap41_ss,1.74472e+06,1.70561e+06,1.78455e+06,25149.6
GRASP,"iter=160;rcl=5;ls=125",cap81_ss,1.3181e+06,1.29052e+06,1.33319e+06,14547
GRASP,"iter=160;rcl=5;ls=125",cap111_ss,1.31763e+06,1.27202e+06,1.33987e+06,20877.3
GRASP,"iter=160;rcl=6;ls=125",cap41_ss,1.76469e+06,1.73728e+06,1.80805e+06,25360.9
GRASP,"iter=160;rcl=6;ls=125",cap81_ss,1.34793e+06,1.31243e+06,1.36616e+06,16043.1
GRASP,"iter=160;rcl=6;ls=125",cap111_ss,1.33755e+06,1.30623e+06,1.35685e+06,19654.1
GRASP,"iter=160;rcl=2;ls=145",cap41_ss,1.6462e+06,1.62898e+06,1.66429e+06,10700.9
GRASP,"iter=160;rcl=2;ls=145",cap81_ss,1.22753e+06,1.21108e+06,1.23967e+06,9675.57
GRASP,"iter=160;rcl=2;ls=145",cap111_ss,1.21248e+06,1.19944e+06,1.2185e+06,5661.87
GRASP,"iter=160;rcl=3;ls=145",cap41_ss,1.6797e+06,1.66278e+06,1.69365e+06,10729.6
GRASP,"iter=160;rcl=3;ls=145",cap81_ss,1.26565e+06,1.24692e+06,1.28123e+06,10936.2
GRASP,"iter=160;rcl=3;ls=145",cap111_ss,1.24991e+06,1.23192e+06,1.26256e+06,9977.86
GRASP,"iter=160;rcl=4;ls=145",cap41_ss,1.71131e+06,1.67852e+06,1.74568e+06,21510.4
GRASP,"iter=160;rcl=4;ls=145",cap81_ss,1.28337e+06,1.25773e+06,1.31417e+06,20047.6
GRASP,"iter=160;rcl=4;ls=145",cap111_ss,1.28189e+06,1.2661e+06,1.30091e+06,12679.7
GRASP,"iter=160;rcl=5;ls=145",cap41_ss,1.74609e+06,1.71762e+06,1.78093e+06,17871.3
GRASP,"iter=160;rcl=5;ls=145",cap81_ss,1.31749e+06,1.29579e+06,1.32387e+06,8679.95
GRASP,"iter=160;rcl=5;ls=145",cap111_ss,1.3053e+06,1.28902e+06,1.32359e+06,11542.7
GRASP,"iter=160;rcl=6;ls=145",cap41_ss,1.76187e+06,1.71117e+06,1.79191e+06,23950.6
GRASP,"iter=160;rcl=6;ls=145",cap81_ss,1.33204e+06,1.29977e+06,1.35468e+06,19940.5
GRASP,"iter=160;rcl=6;ls=145",cap111_ss,1.31935e+06,1.29482e+06,1.34337e+06,15836.4
GRASP,"iter=200;rcl=2;ls=60",cap41_ss,1.66269e+06,1.62337e+06,1.69535e+06,24418.1
GRASP,"iter=200;rcl=2;ls=60",cap81_ss,1.23997e+06,1.23399e+06,1.24775e+06,4037.12
GRASP,"iter=200;rcl=2;ls=60",cap111_ss,1.21519e+06,1.20348e+06,1.232e+06,7681.89
GRASP,"iter=200;rcl=3;ls=60",cap41_ss,1.72421e+06,1.6707e+06,1.75775e+06,26317.8
GRASP,"iter=200;rcl=3;ls=60",cap81_ss,1.28092e+06,1.2616e+06,1.29878e+06,12785.7
GRASP,"iter=200;rcl=3;ls=60",cap111_ss,1.26293e+06,1.2475e+06,1.28059e+06,13588.4
GRASP,"iter=200;rcl=4;ls=60",cap41_ss,1.77089e+06,1.74393e+06,1.80866e+06,19813.8
GRASP,"iter=200;rcl=4;ls=60",cap81_ss,1.32068e+06,1.2772e+06,1.33994e+06,23168
GRASP,"iter=200;rcl=4;ls=60",cap111_ss,1.28771e+06,1.26329e+06,1.32168e+06,17533.2
GRASP,"iter=200;rcl=5;ls=60",cap41_ss,1.79754e+06,1.75933e+06,1.8313e+06,23868.6
GRASP,"iter=200;rcl=5;ls=60",cap81_ss,1.35357e+06,1.32457e+06,1.39388e+06,22333.9
GRASP,"iter=200;rcl=5;ls=60",cap111_ss,1.32491e+06,1.28915e+06,1.33738e+06,14579.4
GRASP,"iter=200;rcl=6;ls=60",cap41_ss,1.8182e+06,1.77867e+06,1.86563e+06,25277.9
GRASP,"iter=200;rcl=6;ls=60",cap81_ss,1.38639e+06,1.35e+06,1.41074e+06,21115.5
GRASP,"iter=200;rcl=6;ls=60",cap111_ss,1.3658e+06,1.34756e+06,1.39387e+06,18474.4
GRASP,"iter=200;rcl=2;ls=80",cap41_ss,1.65225e+06,1.61392e+06,1.6854e+06,19510.3
GRASP,"iter=200;rcl=2;ls=80",cap81_ss,1.23546e+06,1.21969e+06,1.24874e+06,8088.33
GRASP,"iter=200;rcl=2;ls=80",cap111_ss,1.22001e+06,1.21288e+06,1.22582e+06,3903.38
GRASP,"iter=200;rcl=3;ls=80",cap41_ss,1.7137e+06,1.70032e+06,1.72769e+06,8498.97
GRASP,"iter=200;rcl=3;ls=80",cap81_ss,1.29188e+06,1.27869e+06,1.30611e+06,10075.8
GRASP,"iter=200;rcl=3;ls=80",cap111_ss,1.25455e+06,1.24068e+06,1.269e+06,9449.07
GRASP,"iter=200;rcl=4;ls=80",cap41_ss,1.74215e+06,1.72508e+06,1.75944e+06,12939.6
GRASP,"iter=200;rcl=4;ls=80",cap81_ss,1.31925e+06,1.30219e+06,1.33875e+06,12817.9
GRASP,"iter=200;rcl=4;ls=80",cap111_ss,1.28643e+06,1.27434e+06,1.298e+06,7925.95
GRASP,"iter=200;rcl=5;ls=80",cap41_ss,1.77773e+06,1.72839e+06,1.82529e+06,33320.6
GRASP,"iter=200;rcl=5;ls=80",cap81_ss,1.34685e+06,1.3197e+06,1.37143e+06,18692.9
GRASP,"iter=200;rcl=5;ls=80",cap111_ss,1.32013e+06,1.29245e+06,1.33739e+06,14026.6
GRASP,"iter=200;rcl=6;ls=80",cap41_ss,1.80758e+06,1.76971e+06,1.83204e+06,23772.8
GRASP,"iter=200;rcl=6;ls=80",cap81_ss,1.36479e+06,1.32922e+06,1.38848e+06,17186.1
GRASP,"iter=200;rcl=6;ls=80",cap111_ss,1.35047e+06,1.33177e+06,1.36647e+06,9310.24
GRASP,"iter=200;rcl=2;ls=100",cap41_ss,1.64978e+06,1.60922e+06,1.66964e+06,17279.4
GRASP,"iter=200;rcl=2;ls=100",cap81_ss,1.22998e+06,1.21851e+06,1.23533e+06,5930.47
GRASP,"iter=200;rcl=2;ls=100",cap111_ss,1.2074e+06,1.19807e+06,1.21708e+06,6662.12
GRASP,"iter=200;rcl=3;ls=100",cap41_ss,1.68594e+06,1.66012e+06,1.70611e+06,15789.6
GRASP,"iter=200;rcl=3;ls=100",cap81_ss,1.27685e+06,1.25211e+06,1.29279e+06,12036.5
GRASP,"iter=200;rcl=3;ls=100",cap111_ss,1.25516e+06,1.21701e+06,1.27927e+06,16779.3
GRASP,"iter=200;rcl=4;ls=100",cap41_ss,1.73252e+06,1.67006e+06,1.7583e+06,26263
GRASP,"iter=200;rcl=4;ls=100",cap81_ss,1.30319e+06,1.28056e+06,1.33877e+06,17553.3
GRASP,"iter=200;rcl=4;ls=100",cap111_ss,1.27549e+06,1.24217e+06,1.30008e+06,20640.6
GRASP,"iter=200;rcl=5;ls=100",cap41_ss,1.75037e+06,1.70042e+06,1.79051e+06,30613
GRASP,"iter=200;rcl=5;ls=100",cap81_ss,1.33438e+06,1.31853e+06,1.35704e+06,10971
GRASP,"iter=200;rcl=5;ls=100",cap111_ss,1.3142e+06,1.29006e+06,1.3295e+06,12589.8
GRASP,"iter=200;rcl=6;ls=100",cap41_ss,1.78024e+06,1.73492e+06,1.79912e+06,19805.1
GRASP,"iter=200;rcl=6;ls=100",cap81_ss,1.35522e+06,1.32229e+06,1.37912e+06,21244.1
GRASP,"iter=200;rcl=6;ls=100",cap111_ss,1.33555e+06,1.31029e+06,1.35903e+06,16717.4
GRASP,"iter=200;rcl=2;ls=120",cap41_ss,1.64757e+06,1.63921e+06,1.66681e+06,8036.43
GRASP,"iter=200;rcl=2;ls=120",cap81_ss,1.23029e+06,1.22221e+06,1.23546e+06,3896.08
GRASP,"iter=200;rcl=2;ls=120",cap111_ss,1.20918e+06,1.19689e+06,1.22696e+06,8837.75
GRASP,"iter=200;rcl=3;ls=120",cap41_ss,1.6811e+06,1.65415e+06,1.713e+06,20301.5
GRASP,"iter=200;rcl=3;ls=120",cap81_ss,1.26592e+06,1.22698e+06,1.28717e+06,17165.4
GRASP,"iter=200;rcl=3;ls=120",cap111_ss,1.24352e+06,1.22412e+06,1.25973e+06,9527.4
GRASP,"iter=200;rcl=4;ls=120",cap41_ss,1.71597e+06,1.67392e+06,1.74867e+06,20990.8
GRASP,"iter=200;rcl=4;ls=120",cap81_ss,1.29723e+06,1.28275e+06,1.31988e+06,13097.4
GRASP,"iter=200;rcl=4;ls=120",cap111_ss,1.28752e+06,1.27254e+06,1.30807e+06,11022.4
GRASP,"iter=200;rcl=5;ls=120",cap41_ss,1.72506e+06,1.65493e+06,1.77235e+06,35478.2
GRASP,"iter=200;rcl=5;ls=120",cap81_ss,1.31858e+06,1.30294e+06,1.34236e+06,14017.2
GRASP,"iter=200;rcl=5;ls=120",cap111_ss,1.31126e+06,1.29508e+06,1.32819e+06,11859.3
GRASP,"iter=200;rcl=6;ls=120",cap41_ss,1.77546e+06,1.73999e+06,1.82825e+06,28317.2
GRASP,"iter=200;rcl=6;ls=120",cap81_ss,1.34764e+06,1.3252e+06,1.38783e+06,21335.9
GRASP,"iter=200;rcl=6;ls=120",cap111_ss,1.33617e+06,1.3061e+06,1.35664e+06,15530.4
