method,config,instance,avg_best8,best8,worst8,std8
EA,"pop=80;gen=250;tour=7;pm=0.90;pc=0.85;bias=0.50",cap81_ss,1.18926e+06,1.1869e+06,1.19116e+06,1448.82
EA,"pop=80;gen=250;tour=7;pm=0.90;pc=0.85;bias=0.50",cap111_ss,1.18382e+06,1.178e+06,1.19226e+06,3918.42
EA,"pop=100;gen=200;tour=3;pm=0.10;pc=0.85;bias=0.50",cap41_ss,1.58589e+06,1.56812e+06,1.61366e+06,16786.9
EA,"pop=100;gen=200;tour=3;pm=0.10;pc=0.85;bias=0.50",cap81_ss,1.20499e+06,1.1873e+06,1.23496e+06,17470.1
EA,"pop=100;gen=200;tour=3;pm=0.10;pc=0.85;bias=0.50",cap111_ss,1.20625e+06,1.19062e+06,1.22021e+06,9402.14
EA,"pop=100;gen=200;tour=3;pm=0.25;pc=0.85;bias=0.50",cap41_ss,1.58114e+06,1.56432e+06,1.61933e+06,16523.2
EA,"pop=100;gen=200;tour=3;pm=0.25;pc=0.85;bias=0.50",cap81_ss,1.19428e+06,1.18437e+06,1.22073e+06,10481.2
EA,"pop=100;gen=200;tour=3;pm=0.25;pc=0.85;bias=0.50",cap111_ss,1.20084e+06,1.18717e+06,1.22132e+06,10480
EA,"pop=100;gen=200;tour=3;pm=0.50;pc=0.85;bias=0.50",cap41_ss,1.56978e+06,1.56596e+06,1.57512e+06,3154.48
EA,"pop=100;gen=200;tour=3;pm=0.50;pc=0.85;bias=0.50",cap81_ss,1.19184e+06,1.18341e+06,1.19921e+06,5557.53
EA,"pop=100;gen=200;tour=3;pm=0.50;pc=0.85;bias=0.50",cap111_ss,1.1916e+06,1.18302e+06,1.19646e+06,4855.73
EA,"pop=100;gen=200;tour=3;pm=0.75;pc=0.85;bias=0.50",cap41_ss,1.57656e+06,1.56175e+06,1.58839e+06,8455.17
EA,"pop=100;gen=200;tour=3;pm=0.75;pc=0.85;bias=0.50",cap81_ss,1.18946e+06,1.18628e+06,1.19243e+06,2491.17
EA,"pop=100;gen=200;tour=3;pm=0.75;pc=0.85;bias=0.50",cap111_ss,1.19221e+06,1.18159e+06,1.21422e+06,9690.25
EA,"pop=100;gen=200;tour=3;pm=0.90;pc=0.85;bias=0.50",cap41_ss,1.57555e+06,1.56797e+06,1.58206e+06,4755.86
EA,"pop=100;gen=200;tour=3;pm=0.90;pc=0.85;bias=0.50",cap81_ss,1.19381e+06,1.18904e+06,1.203e+06,4543.06
EA,"pop=100;gen=200;tour=3;pm=0.90;pc=0.85;bias=0.50",cap111_ss,1.19702e+06,1.18332e+06,1.20739e+06,8230.44
EA,"pop=100;gen=200;tour=7;pm=0.10;pc=0.85;bias=0.50",cap41_ss,1.58303e+06,1.56664e+06,1.61426e+06,14915.1
EA,"pop=100;gen=200;tour=7;pm=0.10;pc=0.85;bias=0.50",cap81_ss,1.20343e+06,1.18692e+06,1.26411e+06,23644.1
EA,"pop=100;gen=200;tour=7;pm=0.10;pc=0.85;bias=0.50",cap111_ss,1.20838e+06,1.19485e+06,1.22798e+06,12194
EA,"pop=100;gen=200;tour=7;pm=0.25;pc=0.85;bias=0.50",cap41_ss,1.57713e+06,1.56582e+06,1.63213e+06,21412.8
EA,"pop=100;gen=200;tour=7;pm=0.25;pc=0.85;bias=0.50",cap81_ss,1.1939e+06,1.18437e+06,1.20602e+06,6414.37
EA,"pop=100;gen=200;tour=7;pm=0.25;pc=0.85;bias=0.50",cap111_ss,1.19684e+06,1.18146e+06,1.22212e+06,11601.8
EA,"pop=100;gen=200;tour=7;pm=0.50;pc=0.85;bias=0.50",cap41_ss,1.57135e+06,1.5652e+06,1.58599e+06,7660.57
EA,"pop=100;gen=200;tour=7;pm=0.50;pc=0.85;bias=0.50",cap81_ss,1.19502e+06,1.18719e+06,1.2147e+06,8419.86
EA,"pop=100;gen=200;tour=7;pm=0.50;pc=0.85;bias=0.50",cap111_ss,1.19081e+06,1.1857e+06,1.19708e+06,4320.68
EA,"pop=100;gen=200;tour=7;pm=0.75;pc=0.85;bias=0.50",cap41_ss,1.56747e+06,1.56108e+06,1.5795e+06,5090.45
EA,"pop=100;gen=200;tour=7;pm=0.75;pc=0.85;bias=0.50",cap81_ss,1.18936e+06,1.18437e+06,1.19751e+06,3969.62
EA,"pop=100;gen=200;tour=7;pm=0.75;pc=0.85;bias=0.50",cap111_ss,1.1906e+06,1.18058e+06,1.20019e+06,7667.37
EA,"pop=100;gen=200;tour=7;pm=0.90;pc=0.85;bias=0.50",cap41_ss,1.57868e+06,1.56681e+06,1.59668e+06,10576.8
EA,"pop=100;gen=200;tour=7;pm=0.90;pc=0.85;bias=0.50",cap81_ss,1.19084e+06,1.18451e+06,1.19656e+06,3901.64
EA,"pop=100;gen=200;tour=7;pm=0.90;pc=0.85;bias=0.50",cap111_ss,1.18757e+06,1.18098e+06,1.19379e+06,4105.5
EA,"pop=125;gen=160;tour=3;pm=0.10;pc=0.85;bias=0.50",cap41_ss,1.57896e+06,1.5662e+06,1.59581e+06,11612.5
EA,"pop=125;gen=160;tour=3;pm=0.10;pc=0.85;bias=0.50",cap81_ss,1.19454e+06,1.18936e+06,1.20248e+06,4585.84
EA,"pop=125;gen=160;tour=3;pm=0.10;pc=0.85;bias=0.50",cap111_ss,1.1942e+06,1.17672e+06,1.20611e+06,9925.08
EA,"pop=125;gen=160;tour=3;pm=0.25;pc=0.85;bias=0.50",cap41_ss,1.57504e+06,1.56531e+06,1.59677e+06,10435.3
EA,"pop=125;gen=160;tour=3;pm=0.25;pc=0.85;bias=0.50",cap81_ss,1.19236e+06,1.18418e+06,1.19969e+06,5279.78
EA,"pop=125;gen=160;tour=3;pm=0.25;pc=0.85;bias=0.50",cap111_ss,1.19028e+06,1.1715e+06,1.19756e+06,8045.4
EA,"pop=125;gen=160;tour=3;pm=0.50;pc=0.85;bias=0.50",cap41_ss,1.5766e+06,1.56748e+06,1.59686e+06,8311.53
EA,"pop=125;gen=160;tour=3;pm=0.50;pc=0.85;bias=0.50",cap81_ss,1.19278e+06,1.18669e+06,1.20359e+06,6021.01
EA,"pop=125;gen=160;tour=3;pm=0.50;pc=0.85;bias=0.50",cap111_ss,1.19143e+06,1.1829e+06,1.19941e+06,6346.41
EA,"pop=125;gen=160;tour=3;pm=0.75;pc=0.85;bias=0.50",cap41_ss,1.57179e+06,1.56726e+06,1.5748e+06,2674.35
EA,"pop=125;gen=160;tour=3;pm=0.75;pc=0.85;bias=0.50",cap81_ss,1.18976e+06,1.18732e+06,1.19189e+06,1682.4
EA,"pop=125;gen=160;tour=3;pm=0.75;pc=0.85;bias=0.50",cap111_ss,1.19413e+06,1.18794e+06,1.20544e+06,5922.36
EA,"pop=125;gen=160;tour=3;pm=0.90;pc=0.85;bias=0.50",cap41_ss,1.57536e+06,1.56871e+06,1.58049e+06,3267.25
EA,"pop=125;gen=160;tour=3;pm=0.90;pc=0.85;bias=0.50",cap81_ss,1.19501e+06,1.19051e+06,1.20302e+06,3894.39
EA,"pop=125;gen=160;tour=3;pm=0.90;pc=0.85;bias=0.50",cap111_ss,1.20141e+06,1.19368e+06,1.20934e+06,5537.11
EA,"pop=125;gen=160;tour=7;pm=0.10;pc=0.85;bias=0.50",cap41_ss,1.58456e+06,1.56665e+06,1.63721e+06,21701.9
EA,"pop=125;gen=160;tour=7;pm=0.10;pc=0.85;bias=0.50",cap81_ss,1.19749e+06,1.18437e+06,1.22093e+06,10275.1
EA,"pop=125;gen=160;tour=7;pm=0.10;pc=0.85;bias=0.50",cap111_ss,1.19716e+06,1.18979e+06,1.21516e+06,7727.84
EA,"pop=125;gen=160;tour=7;pm=0.25;pc=0.85;bias=0.50",cap41_ss,1.5817e+06,1.56471e+06,1.61607e+06,18042
EA,"pop=125;gen=160;tour=7;pm=0.25;pc=0.85;bias=0.50",cap81_ss,1.19281e+06,1.18572e+06,1.20057e+06,4216.3
EA,"pop=125;gen=160;tour=7;pm=0.25;pc=0.85;bias=0.50",cap111_ss,1.19234e+06,1.18485e+06,1.20112e+06,5344.07
EA,"pop=125;gen=160;tour=7;pm=0.50;pc=0.85;bias=0.50",cap41_ss,1.56988e+06,1.55975e+06,1.5799e+06,6694.16
EA,"pop=125;gen=160;tour=7;pm=0.50;pc=0.85;bias=0.50",cap81_ss,1.19065e+06,1.18594e+06,1.19469e+06,3151.15
EA,"pop=125;gen=160;tour=7;pm=0.50;pc=0.85;bias=0.50",cap111_ss,1.18892e+06,1.1761e+06,1.20306e+06,7974.63
EA,"pop=125;gen=160;tour=7;pm=0.75;pc=0.85;bias=0.50",cap41_ss,1.56763e+06,1.56271e+06,1.57906e+06,4538.98
EA,"pop=125;gen=160;tour=7;pm=0.75;pc=0.85;bias=0.50",cap81_ss,1.19097e+06,1.18437e+06,1.19804e+06,4703.25
EA,"pop=125;gen=160;tour=7;pm=0.75;pc=0.85;bias=0.50",cap111_ss,1.18582e+06,1.17174e+06,1.19993e+06,10361
EA,"pop=125;gen=160;tour=7;pm=0.90;pc=0.85;bias=0.50",cap41_ss,1.5715e+06,1.55993e+06,1.58703e+06,9377.13
EA,"pop=125;gen=160;tour=7;pm=0.90;pc=0.85;bias=0.50",cap81_ss,1.19081e+06,1.18386e+06,1.20006e+06,5783.49
EA,"pop=125;gen=160;tour=7;pm=0.90;pc=0.85;bias=0.50",cap111_ss,1.1864e+06,1.17586e+06,1.19678e+06,6103.12
