generation,best,avg,worst,std
1,2.62364e+06,3309398.260,4035386.862,384301.430
2,2372205.025,2822528.588,3479263.500,284879.847
3,2236623.037,2466890.914,2613497.512,101221.219
4,2140442.000,2325137.779,2618496.787,113110.693
5,2041669.213,2222772.314,2465547.488,114021.539
6,1998447.575,2135287.879,2439552.500,119338.378
7,1991965.125,2116886.678,2596299.312,145512.063
8,1974185.638,2098731.904,2407874.038,134788.232
9,1947542.050,2029068.830,2306754.300,84706.215
10,1951382.450,2029406.494,2605924.225,152806.750
11,1910891.563,1995452.534,2242459.588,74521.833
12,1905409.900,1979310.825,2177055.325,75996.673
13,1886736.988,1947846.788,2304826.325,86256.415
14,1853492.800,1928835.988,2329123.863,96204.807
15,1849996.738,1885209.476,2024653.375,41443.628
16,1829352.763,1878705.963,1963455.063,38790.287
17,1830923.113,1868724.681,2113357.438,64266.010
18,1791234.688,1864748.292,2107276.962,63948.580
19,1775106.200,1864026.355,2207168.188,109906.696
20,1762668.550,1789175.335,1848322.750,22675.296
21,1749569.225,1772435.358,1789770.175,8615.050
22,1751459.000,1784136.488,1847034.963,26197.365
23,1749569.225,1764173.356,1828583.388,16656.598
24,1746439.475,1788781.101,2017429.425,60871.603
25,1744244.288,1768376.528,2017429.425,58053.988
26,1711956.163,1744786.774,1783631.900,13865.233
27,1683558.988,1762764.041,2094289.288,84611.181
28,1675913.913,1729051.154,1793542.288,31132.133
29,1673867.350,1710088.416,1762997.325,25434.979
30,1671662.750,1693345.746,1780064.963,24133.417
31,1663436.813,1719531.307,1995048.488,89830.379
32,1663429.688,1680326.318,1768648.163,26005.370
33,1662265.650,1695084.619,2040901.138,82879.700
34,1662016.025,1729830.543,2156436.388,126113.547
35,1659188.775,1699962.116,2057454.663,84624.162
36,1657218.450,1685528.859,1817713.775,40197.715
37,1655441.325,1716575.097,2085409.563,120354.013
38,1655868.675,1732300.308,2049311.800,122612.191
39,1655868.675,1723304.881,2120095.888,125730.738
40,1655441.325,1697941.351,1903124.325,70840.780
41,1655441.325,1764587.901,2083588.050,166482.607
42,1655441.325,1803174.066,2879573.938,288773.974
43,1655441.325,1693100.571,2052314.175,97477.359
44,1655441.325,1685941.854,1824771.025,49168.064
45,1655441.325,1685817.265,1810951.525,41397.657
46,1655441.325,1709147.404,2158051.125,115408.546
47,1655441.325,1705030.046,2050603.900,96587.430
48,1655441.325,1722030.399,2083160.700,126148.066
49,1655381.513,1674166.684,1896377.438,51973.565
50,1655441.325,1752182.264,2091576.825,158355.378
51,1655381.513,1704212.943,2081740.075,93410.588
52,1655381.513,1735331.566,2091445.050,144424.362
53,1655381.513,1703597.029,2059808.025,117050.418
54,1655381.513,1685232.683,2042571.413,83182.938
55,1655381.513,1703139.949,2083037.700,94896.404
56,1655388.638,1706695.719,2048663.275,85620.839
57,1655381.513,1717234.816,2045139.225,102035.213
58,1655814.675,1725748.340,2071284.325,115963.086
59,1655441.325,1718350.949,2049548.088,97422.391
60,1654551.638,1694607.035,1897844.700,73072.274
61,1654551.638,1760289.154,2161202.025,159548.106
62,1654491.825,1739908.233,2153784.712,158225.039
63,1654491.825,1722218.886,2086686.250,126674.335
64,1654491.825,1771670.191,2090627.325,157310.192
65,1654491.825,1729551.160,2045474.863,111532.535
66,1654491.825,1733333.089,2060358.175,109517.116
67,1656433.263,1724846.569,2002364.488,100418.727
68,1655360.550,1743012.294,2102640.300,134735.724
69,1654491.825,1710293.264,2046516.338,111033.554
70,1654491.825,1683051.982,1892567.875,54567.551
71,1654491.825,1772473.157,2220933.300,186078.698
72,1654592.888,1752122.081,2127499.062,139433.779
73,1654533.213,1714240.322,2090010.938,119366.788
74,1654676.488,1708968.164,2069230.150,117783.744
75,1654676.488,1701996.192,1877190.388,62800.743
76,1654676.488,1705942.770,1894640.700,66738.032
77,1655345.288,1752574.173,2079611.963,151458.095
78,1654676.488,1669104.657,1708142.550,14653.660
79,1654437.675,1725447.184,2077408.850,131280.323
80,1652705.575,1712673.012,2078468.325,124509.355
81,1652366.538,1718666.298,2173812.188,147595.254
82,1651004.163,1722120.795,2080964.100,123914.093
83,1654408.163,1779668.275,2243784.013,182084.188
84,1653948.300,1816041.673,2262535.338,221119.884
85,1654065.363,1772433.139,2165027.788,150200.594
86,1654955.050,1716451.077,2140974.788,102345.802
87,1653436.875,1767007.079,2074128.838,143902.589
88,1610297.475,1737432.252,2166956.925,151223.846
89,1638601.575,1773142.271,2165358.775,178831.209
90,1623884.713,1807484.657,2174217.812,227744.841
91,1610764.425,1722760.693,2205833.538,168067.407
92,1610420.813,1710607.246,2118043.787,153487.379
93,1610361.138,1679432.616,2130169.575,123330.756
94,1610420.813,1779841.939,2361029.312,249736.723
95,1608113.450,1719226.176,2174840.438,188431.386
96,1608113.450,1709549.815,2188761.638,168747.283
97,1606601.775,1700219.255,2122850.438,156243.577
98,1608113.450,1719502.574,2135769.812,163522.726
99,1608113.450,1700578.443,2149505.425,158417.183
100,1608113.450,1664475.519,2109665.288,116581.317
101,1608113.450,1674058.423,2151811.975,154387.177
102,1608113.450,1780249.739,2334949.250,250568.188
103,1605861.238,1730929.366,2141618.575,184244.274
104,1605784.763,1646827.183,2112174.438,109100.474
105,1605998.113,1712216.492,2157651.462,164886.348
106,1605998.113,1700469.720,2104628.837,137425.863
107,1605633.713,1683973.476,2142572.488,157783.809
108,1600172.813,1684074.399,2155739.738,159493.840
109,1599619.375,1667887.681,2140629.975,155691.659
110,1599619.375,1768689.571,2878815.062,309528.474
111,1599559.563,1662265.246,2134902.875,145115.419
112,1599383.513,1637729.733,1844651.812,59527.676
113,1593127.338,1609400.466,1634586.863,11642.954
114,1593906.225,1662951.136,2149701.238,154184.941
115,1592851.100,1700697.992,2135897.062,156471.584
116,1593127.338,1674144.002,2109430.700,149654.873
117,1592691.100,1786431.668,2874084.013,332466.292
118,1593127.338,1726944.670,2128778.513,195041.037
119,1592791.288,1709035.900,2119157.200,174926.599
120,1592791.288,1721367.548,2204178.738,190207.813
121,1593067.663,1637023.945,2064762.888,100938.001
122,1593284.063,1720756.929,2126819.562,204698.460
123,1592745.075,1687475.223,2130885.500,158489.123
124,1593127.475,1659290.024,2128265.062,124209.915
125,1593127.475,1630958.703,2130019.712,115865.464
126,1593067.663,1672024.776,2112912.175,155481.227
127,1593067.663,1733990.519,2142621.988,212254.724
128,1593067.663,1656972.515,2098038.575,114379.576
129,1593067.663,1648541.433,2100625.738,115090.264
130,1593067.663,1663776.533,2099378.900,131945.193
131,1593067.663,1635517.821,2099429.425,108365.337
132,1593751.163,1659657.993,2109920.175,121905.525
133,1591861.388,1643722.294,1972543.762,93735.179
134,1591861.388,1606302.066,1721558.963,28359.217
135,1592707.488,1663434.451,2124869.188,151402.113
136,1591478.988,1642440.320,2140358.962,119125.847
137,1591478.988,1677914.787,2140921.975,155155.187
138,1591580.050,1709841.999,2129265.288,175737.759
139,1591580.050,1628344.149,1921586.238,70578.310
140,1591478.988,1673946.886,2136485.138,154451.997
141,1591478.988,1665129.243,2120412.763,160021.244
142,1591478.988,1680820.734,2141881.188,164779.585
143,1591478.988,1664299.264,2135399.913,158058.602
144,1591478.988,1605174.328,1721762.525,28017.294
145,1591478.988,1652400.943,2130053.650,132028.246
146,1591478.988,1614152.101,1660997.688,25085.301
147,1591478.988,1700192.827,2126180.500,182713.442
148,1591142.938,1664608.710,2098189.188,144128.348
149,1591478.988,1633281.866,2089882.188,110693.692
150,1591478.988,1650881.779,2057996.613,127715.392
151,1591478.988,1699492.453,2142593.812,186001.237
152,1591142.938,1675848.918,2838306.538,271681.231
153,1591142.938,1619284.021,2011697.188,90504.923
154,1591142.938,1632616.046,1850212.475,75116.429
155,1591142.938,1634674.694,2074866.538,113046.479
156,1591142.938,1697100.487,2140695.837,186736.910
157,1591142.938,1697266.241,2098622.712,169296.927
158,1591142.938,1728776.024,2205976.513,220332.952
159,1591142.938,1721387.633,2156084.763,193507.789
160,1591142.938,1650119.854,2137915.200,122072.888
161,1591202.613,1682111.907,2259952.738,181631.325
162,1591202.613,1681239.879,2147023.475,164957.465
163,1591202.613,1662344.217,2124299.462,157035.369
164,1591202.613,1716957.402,2137974.875,205437.551
165,1591202.613,1686335.174,2142460.413,168025.365
166,1591202.613,1664624.383,2140148.688,144177.591
167,1591202.613,1676945.975,2148958.113,168974.906
168,1591202.613,1680434.596,2127052.312,137329.039
169,1591202.613,1643623.327,2138442.488,128940.060
170,1591202.613,1608009.672,1727631.588,30299.783
171,1591202.613,1717296.604,2124954.513,197995.212
