iteration,constructed,improved,best
1,1.87353e+06,1.77927e+06,1.77927e+06
2,1.89842e+06,1.82188e+06,1.77927e+06
3,1.76494e+06,1.74743e+06,1.74743e+06
4,1.89044e+06,1.88514e+06,1.74743e+06
5,1.80965e+06,1.79931e+06,1.74743e+06
6,1.90897e+06,1.89861e+06,1.74743e+06
7,1.75785e+06,1.74196e+06,1.74196e+06
8,1.81795e+06,1.79526e+06,1.74196e+06
9,1.8216e+06,1.80656e+06,1.74196e+06
10,1.98282e+06,1.83741e+06,1.74196e+06
11,1.90855e+06,1.8367e+06,1.74196e+06
12,1.94517e+06,1.83029e+06,1.74196e+06
13,1.98643e+06,1.91691e+06,1.74196e+06
14,1.7801e+06,1.76815e+06,1.74196e+06
15,1.69298e+06,1.66383e+06,1.66383e+06
16,1.85459e+06,1.83639e+06,1.66383e+06
17,1.75917e+06,1.71204e+06,1.66383e+06
18,1.92597e+06,1.90848e+06,1.66383e+06
19,1.86138e+06,1.83958e+06,1.66383e+06
20,1.94663e+06,1.85429e+06,1.66383e+06
21,1.94327e+06,1.88901e+06,1.66383e+06
22,1.93356e+06,1.76572e+06,1.66383e+06
23,1.75267e+06,1.7453e+06,1.66383e+06
24,1.64659e+06,1.63809e+06,1.63809e+06
25,1.82692e+06,1.80761e+06,1.63809e+06
26,1.78119e+06,1.77051e+06,1.63809e+06
27,1.93886e+06,1.87469e+06,1.63809e+06
28,1.90389e+06,1.85361e+06,1.63809e+06
29,1.75727e+06,1.74479e+06,1.63809e+06
30,1.90104e+06,1.8021e+06,1.63809e+06
31,1.78812e+06,1.7436e+06,1.63809e+06
32,2.0845e+06,1.9681e+06,1.63809e+06
33,2.02654e+06,1.7906e+06,1.63809e+06
34,1.80603e+06,1.79484e+06,1.63809e+06
35,1.86496e+06,1.86493e+06,1.63809e+06
36,1.78069e+06,1.77361e+06,1.63809e+06
37,1.82252e+06,1.7764e+06,1.63809e+06
38,1.87884e+06,1.85763e+06,1.63809e+06
39,1.91517e+06,1.77968e+06,1.63809e+06
40,1.73169e+06,1.7296e+06,1.63809e+06
41,1.83198e+06,1.81388e+06,1.63809e+06
42,1.82459e+06,1.76349e+06,1.63809e+06
43,1.74547e+06,1.74242e+06,1.63809e+06
44,1.85949e+06,1.84904e+06,1.63809e+06
45,1.87006e+06,1.85689e+06,1.63809e+06
46,1.89177e+06,1.80744e+06,1.63809e+06
47,1.68326e+06,1.64515e+06,1.63809e+06
48,2.03544e+06,2.00285e+06,1.63809e+06
49,1.88338e+06,1.75759e+06,1.63809e+06
50,1.86337e+06,1.85936e+06,1.63809e+06
51,1.82311e+06,1.71447e+06,1.63809e+06
52,1.76063e+06,1.75001e+06,1.63809e+06
53,2.00731e+06,1.9525e+06,1.63809e+06
54,1.81132e+06,1.79083e+06,1.63809e+06
55,1.9932e+06,1.84085e+06,1.63809e+06
56,1.83463e+06,1.72756e+06,1.63809e+06
57,2.08572e+06,1.99331e+06,1.63809e+06
58,1.86018e+06,1.80571e+06,1.63809e+06
59,1.90763e+06,1.85193e+06,1.63809e+06
60,2.01515e+06,1.96781e+06,1.63809e+06
61,1.82538e+06,1.73616e+06,1.63809e+06
62,1.82784e+06,1.81725e+06,1.63809e+06
63,1.92864e+06,1.91881e+06,1.63809e+06
64,1.99171e+06,1.86558e+06,1.63809e+06
65,1.86945e+06,1.76522e+06,1.63809e+06
66,1.8326e+06,1.73624e+06,1.63809e+06
67,1.81286e+06,1.80758e+06,1.63809e+06
68,1.85696e+06,1.79772e+06,1.63809e+06
69,1.83433e+06,1.79388e+06,1.63809e+06
70,1.93245e+06,1.85468e+06,1.63809e+06
71,1.72257e+06,1.71374e+06,1.63809e+06
72,1.78944e+06,1.72097e+06,1.63809e+06
73,1.73819e+06,1.72074e+06,1.63809e+06
74,1.85592e+06,1.78978e+06,1.63809e+06
75,1.77712e+06,1.77299e+06,1.63809e+06
76,2.02338e+06,1.79744e+06,1.63809e+06
77,1.96812e+06,1.85307e+06,1.63809e+06
78,1.78499e+06,1.75053e+06,1.63809e+06
79,1.83938e+06,1.79694e+06,1.63809e+06
80,1.86343e+06,1.84181e+06,1.63809e+06
81,1.86463e+06,1.79985e+06,1.63809e+06
82,1.80569e+06,1.72781e+06,1.63809e+06
83,1.83513e+06,1.77769e+06,1.63809e+06
84,1.79844e+06,1.76541e+06,1.63809e+06
85,1.73317e+06,1.72174e+06,1.63809e+06
86,1.80293e+06,1.73394e+06,1.63809e+06
87,1.79906e+06,1.77062e+06,1.63809e+06
88,1.91564e+06,1.8746e+06,1.63809e+06
89,1.86197e+06,1.83888e+06,1.63809e+06
90,1.88579e+06,1.8636e+06,1.63809e+06
91,1.80474e+06,1.77207e+06,1.63809e+06
92,1.73723e+06,1.72427e+06,1.63809e+06
93,1.86852e+06,1.79313e+06,1.63809e+06
94,2.04719e+06,1.98923e+06,1.63809e+06
95,1.99105e+06,1.93296e+06,1.63809e+06
96,1.81824e+06,1.77428e+06,1.63809e+06
97,1.82877e+06,1.81316e+06,1.63809e+06
98,1.9279e+06,1.795e+06,1.63809e+06
99,2.05246e+06,1.84934e+06,1.63809e+06
100,1.84059e+06,1.81128e+06,1.63809e+06
101,1.76224e+06,1.75244e+06,1.63809e+06
102,1.83267e+06,1.82515e+06,1.63809e+06
103,1.8238e+06,1.81569e+06,1.63809e+06
104,1.82986e+06,1.79738e+06,1.63809e+06
105,1.85015e+06,1.72345e+06,1.63809e+06
106,1.99015e+06,1.75609e+06,1.63809e+06
107,1.90078e+06,1.81453e+06,1.63809e+06
108,1.95147e+06,1.82407e+06,1.63809e+06
109,1.84841e+06,1.71721e+06,1.63809e+06
110,1.95836e+06,1.86991e+06,1.63809e+06
111,1.74934e+06,1.74918e+06,1.63809e+06
112,1.84771e+06,1.8223e+06,1.63809e+06
113,1.87697e+06,1.86303e+06,1.63809e+06
114,1.71768e+06,1.69756e+06,1.63809e+06
115,1.77091e+06,1.7601e+06,1.63809e+06
116,1.95083e+06,1.86557e+06,1.63809e+06
117,1.84356e+06,1.79515e+06,1.63809e+06
118,1.8694e+06,1.83685e+06,1.63809e+06
119,1.83562e+06,1.82523e+06,1.63809e+06
120,1.92391e+06,1.90925e+06,1.63809e+06
121,1.85026e+06,1.77095e+06,1.63809e+06
122,2.14771e+06,1.91406e+06,1.63809e+06
123,1.88913e+06,1.83523e+06,1.63809e+06
124,1.77938e+06,1.77889e+06,1.63809e+06
125,1.78566e+06,1.69544e+06,1.63809e+06
126,1.90821e+06,1.80923e+06,1.63809e+06
127,1.95602e+06,1.80158e+06,1.63809e+06
128,1.8594e+06,1.84707e+06,1.63809e+06
129,1.90462e+06,1.78667e+06,1.63809e+06
130,1.91312e+06,1.78694e+06,1.63809e+06
131,1.90726e+06,1.89359e+06,1.63809e+06
132,1.75074e+06,1.69844e+06,1.63809e+06
133,1.92332e+06,1.76405e+06,1.63809e+06
134,1.91788e+06,1.80691e+06,1.63809e+06
135,1.79155e+06,1.75649e+06,1.63809e+06
136,1.70625e+06,1.68402e+06,1.63809e+06
137,1.8277e+06,1.82426e+06,1.63809e+06
138,1.78614e+06,1.76652e+06,1.63809e+06
139,1.9059e+06,1.84534e+06,1.63809e+06
140,2.02667e+06,1.92179e+06,1.63809e+06
141,1.78282e+06,1.73854e+06,1.63809e+06
142,1.88957e+06,1.74818e+06,1.63809e+06
143,1.87428e+06,1.74663e+06,1.63809e+06
144,2.08449e+06,2.00118e+06,1.63809e+06
145,1.86309e+06,1.80407e+06,1.63809e+06
146,1.77886e+06,1.75706e+06,1.63809e+06
147,1.92081e+06,1.91428e+06,1.63809e+06
148,1.86675e+06,1.79218e+06,1.63809e+06
149,1.97741e+06,1.80843e+06,1.63809e+06
150,1.91575e+06,1.84849e+06,1.63809e+06
151,1.922e+06,1.7957e+06,1.63809e+06
152,1.74789e+06,1.73361e+06,1.63809e+06
153,1.74559e+06,1.71468e+06,1.63809e+06
154,1.97565e+06,1.87848e+06,1.63809e+06
155,1.86545e+06,1.77391e+06,1.63809e+06
156,1.89483e+06,1.845e+06,1.63809e+06
157,1.89028e+06,1.78672e+06,1.63809e+06
158,1.91524e+06,1.85568e+06,1.63809e+06
159,2.04189e+06,1.87973e+06,1.63809e+06
160,1.73213e+06,1.72479e+06,1.63809e+06
161,1.81377e+06,1.81155e+06,1.63809e+06
162,1.88933e+06,1.76581e+06,1.63809e+06
163,1.71337e+06,1.68354e+06,1.63809e+06
164,1.89536e+06,1.86404e+06,1.63809e+06
