generation,best,avg,worst,std
1,3.07858e+06,4264409.151,5977617.800,638528.376
2,2637529.438,3264899.825,4423867.875,358729.734
3,2109414.175,2738220.416,3386936.512,241148.230
4,1975776.912,2393662.174,2748815.300,167958.446
5,1741076.987,2150173.697,2877936.300,162019.176
6,1732655.250,2024392.810,3082641.400,204283.639
7,1644765.912,1870560.363,2243434.000,93176.819
8,1628630.587,1806034.910,2184525.475,102755.070
9,1566543.775,1727750.862,2180626.550,79094.489
10,1569568.912,1728801.500,2697951.113,182893.625
11,1501978.450,1662721.056,2848085.600,159807.010
12,1487270.812,1591910.137,1992338.500,78590.017
13,1472666.400,1548199.490,1862562.187,67158.796
14,1414782.725,1539360.189,2083263.250,117294.398
15,1396455.387,1495451.940,2269549.887,115173.792
16,1384056.562,1450677.499,1749841.262,50630.987
17,1358657.425,1457663.476,2072225.362,104695.395
18,1353918.562,1417359.492,1653582.275,56550.256
19,1343487.000,1403312.490,1736267.537,75408.932
20,1336247.262,1394154.182,1823317.500,72035.077
21,1325506.663,1390902.298,2423226.575,131450.738
22,1329028.075,1380853.138,1858850.863,79789.011
23,1322068.488,1374715.672,1968682.262,98532.532
24,1316174.425,1360214.945,1530247.725,46386.976
25,1301944.775,1366574.187,2238362.988,115081.582
26,1295653.238,1364002.811,2000800.825,114065.682
27,1287253.613,1352246.446,1686124.537,69707.550
28,1287253.613,1365566.967,1956625.825,122635.823
29,1280762.813,1366469.684,2528290.412,159171.375
30,1278243.150,1350325.326,1738735.950,82207.366
31,1271415.013,1340732.733,2547015.325,169109.028
32,1268845.775,1329511.781,2199803.050,119698.663
33,1267640.613,1311844.026,1709036.800,60668.324
34,1255656.088,1352264.098,2156569.863,194816.312
35,1250687.850,1305191.922,1728047.337,75064.266
36,1250687.850,1303347.009,1555420.738,53930.527
37,1250815.125,1315853.615,1933597.575,106576.586
38,1246183.175,1296892.993,1502597.050,55021.513
39,1245929.500,1288314.520,1899816.450,78201.683
40,1241956.375,1305357.622,2443666.900,150387.075
41,1243604.350,1299692.689,1905025.325,109001.408
42,1243120.338,1319977.743,2471798.512,199571.605
43,1241141.900,1290551.424,2033066.463,115279.714
44,1240472.513,1298849.585,2558668.250,163478.855
45,1239830.750,1303011.555,2233732.337,147426.488
46,1236319.275,1313749.604,2059753.950,148261.098
47,1232446.575,1298392.194,2158397.475,123691.800
48,1222381.888,1297930.095,2190125.138,123850.424
49,1227167.887,1282115.674,2137241.288,107771.883
50,1229692.638,1289746.167,2223142.588,128188.711
51,1229312.162,1297879.791,2222230.688,137977.175
52,1224360.350,1282706.225,1654214.512,79018.279
53,1224515.225,1284010.345,1903486.875,107946.543
54,1226355.225,1291939.343,2105597.825,137560.462
55,1228407.912,1273314.607,1669092.425,80078.725
56,1218817.275,1280388.164,2081435.250,111801.793
57,1220222.400,1270251.723,2207617.263,114849.713
58,1220095.875,1271893.240,2216299.812,123254.157
59,1219157.850,1280446.663,2453646.200,148022.278
60,1218117.688,1283797.781,2458262.350,184255.581
61,1217098.400,1295604.579,2153232.713,155208.084
62,1214722.925,1267404.443,2133879.225,110934.191
63,1219524.238,1257239.402,1859982.938,79454.416
64,1217393.000,1281993.613,1880533.037,131267.654
65,1218269.200,1283880.482,2296780.025,153613.242
66,1214288.500,1262241.279,2038881.013,109016.931
67,1213115.975,1311775.690,2444035.250,221684.833
68,1213115.975,1263408.715,1856896.250,98873.275
69,1213269.213,1270575.516,1857112.137,105207.890
70,1207685.300,1258981.928,1848829.200,88778.904
71,1212681.475,1291247.109,2128252.100,162908.506
72,1213269.213,1252707.382,1522825.375,59275.195
73,1211438.950,1264471.501,2034770.325,121081.623
74,1206519.763,1264592.596,2140489.213,114341.238
75,1210248.562,1265536.028,1879291.025,96597.524
76,1206512.775,1273341.640,2138333.788,158364.429
77,1206512.775,1300504.239,2476761.225,236048.355
78,1206512.775,1249873.773,1665594.587,70656.960
79,1207786.938,1255617.957,1848513.225,80936.022
80,1209120.650,1271733.138,1868936.088,111789.539
81,1210372.250,1273128.019,1855724.875,116973.389
82,1210182.913,1286958.970,2204422.050,178907.699
83,1212451.738,1280595.906,2211157.588,164357.834
84,1212466.725,1259166.992,1716923.763,72603.544
85,1209155.975,1264055.811,1844952.000,91908.779
86,1205836.838,1266599.906,2464829.950,151753.214
87,1205119.125,1262297.925,1574686.600,80481.250
88,1205119.125,1266857.277,2256621.400,141840.517
89,1204982.063,1264394.615,2022434.138,124001.103
90,1205085.925,1286627.528,2127313.350,157978.641
91,1206293.275,1267194.627,2277748.950,137523.967
92,1206051.288,1246926.353,1810513.788,93508.369
93,1203616.163,1260473.027,1895118.338,123416.927
94,1202541.750,1291872.465,2423895.000,221747.889
95,1202541.750,1243526.311,2466860.412,140260.263
96,1203297.850,1243958.552,1696181.575,76686.695
97,1202904.963,1252595.325,2163794.125,113658.812
98,1203420.938,1269694.362,2009461.850,137678.162
99,1203297.850,1249789.687,1658518.525,78933.897
100,1203297.850,1247872.737,1973800.900,99230.501
101,1203297.850,1242212.030,1454693.225,46710.013
102,1203297.850,1261364.731,2291819.063,152317.014
103,1203401.713,1259727.931,2185829.288,128219.690
104,1202118.513,1253650.229,2018910.550,116220.590
105,1201488.550,1234439.772,1411545.100,40367.506
106,1201906.888,1249705.156,2273600.125,128195.427
107,1203198.325,1261187.779,2128852.113,124882.591
108,1201593.363,1247953.027,1623264.775,75748.430
109,1202312.463,1250231.742,2497620.737,145502.135
110,1203334.113,1241026.844,1804267.450,75775.250
111,1203115.175,1259890.788,1881970.263,103036.656
112,1201572.925,1265524.753,1871473.575,132227.895
113,1201333.038,1239155.471,1711615.400,76686.101
114,1198970.063,1237358.579,1707646.125,71316.238
115,1200909.800,1252521.822,1874206.538,99773.485
116,1200168.550,1228164.745,1410712.263,35540.362
117,1199637.375,1246824.053,2024707.600,119563.920
118,1197608.275,1258891.555,2270305.188,162340.887
119,1197608.275,1240843.199,2119686.475,108415.303
120,1197085.350,1256577.288,2264819.200,160538.334
121,1199497.938,1244008.590,2102692.938,106488.215
122,1197709.488,1262938.978,2416114.312,174078.449
123,1198740.338,1265457.549,2279388.875,141555.177
124,1197314.225,1258287.371,2438720.150,174906.245
125,1197314.225,1237835.364,1565042.613,62854.013
126,1197186.800,1261372.658,2174338.288,141936.406
127,1197636.975,1234693.854,1879067.875,87808.363
128,1196713.513,1219081.695,1330523.350,27215.549
129,1197100.463,1246742.445,1807606.188,102032.469
130,1197486.950,1280045.464,2492240.762,202090.579
131,1197486.950,1258351.777,1981972.225,119925.737
132,1197100.463,1257748.534,2262518.213,163297.852
133,1196983.400,1240071.292,1692177.950,83665.363
134,1196983.400,1255741.537,2119179.113,119749.976
135,1197156.125,1262749.988,2012695.775,129080.262
136,1197156.125,1269482.193,2456776.462,185939.497
137,1197100.463,1252873.126,2090628.875,131575.626
138,1196327.025,1260383.552,2085331.400,134279.623
139,1197100.463,1242557.282,1548193.300,68258.367
140,1196771.475,1244522.554,2392554.912,171039.286
141,1196811.000,1240125.490,1835932.888,84133.325
142,1196811.000,1225469.850,1357530.850,36416.148
143,1196427.375,1236598.977,1864421.300,81657.206
144,1196208.338,1237278.809,1876324.438,99010.434
145,1196661.563,1259694.197,2188269.163,157419.614
146,1196168.813,1249499.818,1632247.425,81791.715
147,1196661.563,1269536.794,2425238.362,175216.448
148,1197063.713,1285453.328,2491406.737,213467.804
149,1196379.938,1241720.313,1843952.663,93325.741
150,1196379.938,1226188.631,1519689.538,46487.180
151,1196379.938,1255134.594,2053672.913,124753.691
152,1196379.938,1246412.472,1682861.138,80142.700
153,1196141.925,1240144.272,1710563.363,84683.712
154,1196442.538,1235217.981,1693404.713,65571.045
155,1196379.938,1264830.341,2011911.488,121391.327
156,1196351.100,1265094.684,2440221.825,164938.147
157,1195967.300,1268189.871,2420427.512,162978.522
158,1196351.100,1252197.707,2047789.313,136718.945
159,1196379.938,1239629.485,1588829.850,64365.382
160,1196087.700,1255085.494,2108123.375,127517.330
161,1196087.700,1258280.028,1885653.688,120579.018
162,1196592.813,1235769.835,1588581.063,64287.863
163,1195943.100,1245916.767,2059856.525,106657.132
164,1196243.250,1231056.134,1559342.500,50498.266
165,1191323.738,1253547.696,1686341.475,90045.217
166,1196410.700,1263171.700,2476379.025,150094.631
167,1191391.538,1231028.600,1493435.475,46556.718
168,1197107.613,1253176.238,1693991.238,86690.006
169,1196897.738,1248576.855,2000228.750,112044.378
170,1196571.775,1229298.452,1490748.538,47092.201
171,1196038.150,1251935.197,2397494.312,140982.595
172,1195838.863,1263347.183,2244308.250,173087.546
173,1195996.138,1228191.188,1387160.225,42607.561
174,1195878.300,1238304.012,1567917.150,69982.305
175,1195878.300,1257484.136,2421040.050,154721.714
176,1195878.300,1242875.563,2085401.488,108203.476
177,1195878.300,1258373.052,2103932.138,146464.172
178,1195878.300,1244128.380,2260210.900,135141.498
179,1196134.938,1248162.055,1876021.738,111107.776
180,1195838.863,1278239.529,2492578.487,195577.365
181,1195838.863,1246071.825,1804231.063,90554.294
182,1195455.063,1258590.038,1834619.788,123782.873
183,1195975.650,1236343.465,1633301.663,79287.751
184,1195455.063,1264653.746,2260083.738,164760.221
185,1196293.988,1267214.520,2241450.350,154360.679
186,1195982.538,1231287.563,1542180.688,48859.164
187,1196361.788,1237096.761,1705799.163,86244.484
188,1195977.988,1273079.864,2509075.837,194761.459
189,1195977.988,1245292.610,1686459.662,93227.106
190,1195977.988,1242724.185,1824765.238,92998.340
191,1195734.950,1250393.523,2085365.638,119530.409
192,1195298.113,1239023.959,1782037.638,87462.781
193,1195734.950,1257101.521,2243728.612,135337.334
194,1195734.950,1268715.135,2399383.725,184651.086
195,1195614.113,1250737.138,1854313.013,102796.010
196,1196050.950,1245879.095,2431450.475,140972.737
197,1195648.650,1231223.827,1628331.863,61673.003
198,1195996.138,1252136.711,2422616.000,146470.597
199,1195996.138,1254682.730,2118993.988,140835.331
200,1195667.150,1262325.040,2118633.975,147206.078
201,1195996.138,1253326.000,2394336.137,158298.418
202,1195946.775,1242000.628,1773922.100,72987.726
203,1196438.413,1239122.242,1632712.088,71329.464
204,1195230.313,1236605.732,1561739.650,61167.824
205,1195230.313,1254608.627,1993095.988,120896.078
206,1195230.313,1258295.801,1996799.600,110673.791
207,1196037.350,1249757.975,2140018.750,129003.023
208,1196037.350,1263844.925,2187855.663,152583.568
209,1195614.113,1242400.401,1518548.388,69418.187
210,1195230.313,1278159.583,2419160.387,199747.347
211,1195230.313,1238645.076,1678648.413,79262.476
212,1195230.313,1226922.181,1507184.813,49972.186
213,1196032.450,1245697.233,1823961.275,104793.318
