iteration,current,best,temp
1,3.38303e+06,3.38303e+06,500000.000000
2,3363384.837500,3363384.837500,500000.000000
3,3372013.662500,3363384.837500,500000.000000
4,3359660.312500,3359660.312500,500000.000000
5,3351662.762500,3351662.762500,500000.000000
6,3351662.762500,3351662.762500,497500.000000
7,3364943.200000,3351662.762500,497500.000000
8,3364137.037500,3351662.762500,497500.000000
9,3342983.550000,3342983.550000,497500.000000
10,3340914.800000,3340914.800000,497500.000000
11,3342669.000000,3340914.800000,495012.500000
12,3341101.612500,3340914.800000,495012.500000
13,3340332.412500,3340332.412500,495012.500000
14,3274507.312500,3274507.312500,495012.500000
15,3279810.825000,3274507.312500,495012.500000
16,3277068.825000,3274507.312500,492537.437500
17,3188078.562500,3188078.562500,492537.437500
18,3188122.312500,3188078.562500,492537.437500
19,2700356.512500,2700356.512500,492537.437500
20,2716093.012500,2700356.512500,492537.437500
21,2709129.400000,2700356.512500,490074.750312
22,2686373.150000,2686373.150000,490074.750312
23,2682814.475000,2682814.475000,490074.750312
24,2801640.350000,2682814.475000,490074.750312
25,2800959.950000,2682814.475000,490074.750312
26,2795477.900000,2682814.475000,487624.376561
27,2805328.812500,2682814.475000,487624.376561
28,2808809.212500,2682814.475000,487624.376561
29,2789121.425000,2682814.475000,487624.376561
30,2789504.550000,2682814.475000,487624.376561
31,2797448.437500,2682814.475000,485186.254678
32,2797277.812500,2682814.475000,485186.254678
33,2797507.575000,2682814.475000,485186.254678
34,2821810.525000,2682814.475000,485186.254678
35,2821810.525000,2682814.475000,485186.254678
36,2806074.025000,2682814.475000,482760.323405
37,2807044.050000,2682814.475000,482760.323405
38,2806887.862500,2682814.475000,482760.323405
39,2805684.562500,2682814.475000,482760.323405
40,2686858.687500,2682814.475000,482760.323405
41,2681286.487500,2681286.487500,480346.521788
42,2721745.237500,2681286.487500,480346.521788
43,2729576.137500,2681286.487500,480346.521788
44,2729576.137500,2681286.487500,480346.521788
45,2536289.512500,2536289.512500,480346.521788
46,2546290.512500,2536289.512500,477944.789179
47,2536634.437500,2536289.512500,477944.789179
48,2537557.725000,2536289.512500,477944.789179
49,2537557.725000,2536289.512500,477944.789179
50,2530133.962500,2530133.962500,477944.789179
51,2585969.325000,2530133.962500,475555.065233
52,2578025.437500,2530133.962500,475555.065233
53,2589587.412500,2530133.962500,475555.065233
54,2589587.412500,2530133.962500,475555.065233
55,2590122.687500,2530133.962500,475555.065233
56,2694313.812500,2530133.962500,473177.289907
57,2705002.737500,2530133.962500,473177.289907
58,2705002.737500,2530133.962500,473177.289907
59,2666931.100000,2530133.962500,473177.289907
60,2672444.875000,2530133.962500,473177.289907
61,2672444.875000,2530133.962500,470811.403457
62,2671346.875000,2530133.962500,470811.403457
63,2681002.950000,2530133.962500,470811.403457
64,2680862.687500,2530133.962500,470811.403457
65,2680862.687500,2530133.962500,470811.403457
66,2680862.687500,2530133.962500,468457.346440
67,2665308.862500,2530133.962500,468457.346440
68,2561117.737500,2530133.962500,468457.346440
69,2536787.125000,2530133.962500,468457.346440
70,2530390.937500,2530133.962500,468457.346440
71,2531347.050000,2530133.962500,466115.059708
72,2536267.125000,2530133.962500,466115.059708
73,2531979.300000,2530133.962500,466115.059708
74,2531387.700000,2530133.962500,466115.059708
75,2528118.750000,2528118.750000,466115.059708
76,2471282.225000,2471282.225000,463784.484409
77,2471282.225000,2471282.225000,463784.484409
78,2479952.150000,2471282.225000,463784.484409
79,2479952.150000,2471282.225000,463784.484409
80,2533281.875000,2471282.225000,463784.484409
81,2518675.150000,2471282.225000,461465.561987
82,2532656.400000,2471282.225000,461465.561987
83,2529969.800000,2471282.225000,461465.561987
84,2529631.087500,2471282.225000,461465.561987
85,2523781.712500,2471282.225000,461465.561987
86,2523736.037500,2471282.225000,459158.234177
87,2463611.712500,2463611.712500,459158.234177
88,2464248.987500,2463611.712500,459158.234177
89,2464248.987500,2463611.712500,459158.234177
90,2590206.987500,2463611.712500,459158.234177
91,2612101.300000,2463611.712500,456862.443006
92,2593028.912500,2463611.712500,456862.443006
93,2519830.037500,2463611.712500,456862.443006
94,2518448.912500,2463611.712500,456862.443006
95,2518787.462500,2463611.712500,456862.443006
96,2519558.012500,2463611.712500,454578.130791
97,2488934.575000,2463611.712500,454578.130791
98,2472113.275000,2463611.712500,454578.130791
99,2468657.025000,2463611.712500,454578.130791
100,2464423.425000,2463611.712500,454578.130791
101,2470215.612500,2463611.712500,452305.240137
102,2599450.812500,2463611.712500,452305.240137
103,2601941.900000,2463611.712500,452305.240137
104,2602530.162500,2463611.712500,452305.240137
105,2605659.462500,2463611.712500,452305.240137
106,2605252.325000,2463611.712500,450043.713937
107,2605252.325000,2463611.712500,450043.713937
108,2603908.400000,2463611.712500,450043.713937
109,2582014.087500,2463611.712500,450043.713937
110,2329487.650000,2329487.650000,450043.713937
111,2336096.375000,2329487.650000,447793.495367
112,2414985.575000,2329487.650000,447793.495367
113,2414403.012500,2329487.650000,447793.495367
114,2413384.612500,2329487.650000,447793.495367
115,2475907.512500,2329487.650000,447793.495367
116,2471286.400000,2329487.650000,445554.527890
117,2461445.575000,2329487.650000,445554.527890
118,2471043.675000,2329487.650000,445554.527890
119,2471945.550000,2329487.650000,445554.527890
120,2496248.500000,2329487.650000,445554.527890
121,2433725.600000,2329487.650000,443326.755251
122,2434838.525000,2329487.650000,443326.755251
123,2446005.387500,2329487.650000,443326.755251
124,2448784.137500,2329487.650000,443326.755251
125,2452328.287500,2329487.650000,443326.755251
126,2477276.325000,2329487.650000,441110.121474
127,2504235.525000,2329487.650000,441110.121474
128,2508102.025000,2329487.650000,441110.121474
129,2508102.025000,2329487.650000,441110.121474
130,2485300.400000,2329487.650000,441110.121474
131,2487027.525000,2329487.650000,438904.570867
132,2493852.525000,2329487.650000,438904.570867
133,2460816.862500,2329487.650000,438904.570867
134,2461274.700000,2329487.650000,438904.570867
135,2461274.700000,2329487.650000,438904.570867
136,2634298.512500,2329487.650000,436710.048013
137,2634520.912500,2329487.650000,436710.048013
138,2649229.312500,2329487.650000,436710.048013
139,2649330.112500,2329487.650000,436710.048013
140,2665398.712500,2329487.650000,436710.048013
141,2451553.000000,2329487.650000,434526.497773
142,2439110.500000,2329487.650000,434526.497773
143,2452047.250000,2329487.650000,434526.497773
144,2464278.500000,2329487.650000,434526.497773
145,2480441.975000,2329487.650000,434526.497773
146,2483425.100000,2329487.650000,432353.865284
147,2430811.100000,2329487.650000,432353.865284
148,2454766.825000,2329487.650000,432353.865284
149,2453292.800000,2329487.650000,432353.865284
150,2436080.675000,2329487.650000,432353.865284
151,2450479.362500,2329487.650000,430192.095957
152,2453359.012500,2329487.650000,430192.095957
153,2453359.012500,2329487.650000,430192.095957
154,2371170.037500,2329487.650000,430192.095957
155,2373420.500000,2329487.650000,430192.095957
156,2388737.500000,2329487.650000,428041.135478
157,2389395.025000,2329487.650000,428041.135478
158,2409612.725000,2329487.650000,428041.135478
159,2409612.725000,2329487.650000,428041.135478
160,2409842.487500,2329487.650000,428041.135478
161,2411680.362500,2329487.650000,425900.929800
162,2384385.125000,2329487.650000,425900.929800
163,2382032.700000,2329487.650000,425900.929800
164,2288264.987500,2288264.987500,425900.929800
165,2461082.737500,2288264.987500,425900.929800
166,2458709.637500,2288264.987500,423771.425151
167,2458709.637500,2288264.987500,423771.425151
168,2472448.812500,2288264.987500,423771.425151
169,2461926.687500,2288264.987500,423771.425151
170,2504097.000000,2288264.987500,423771.425151
171,2497216.200000,2288264.987500,421652.568025
172,2495751.000000,2288264.987500,421652.568025
173,2495814.525000,2288264.987500,421652.568025
174,2496718.837500,2288264.987500,421652.568025
175,2496718.837500,2288264.987500,421652.568025
176,2499705.637500,2288264.987500,419544.305185
177,2499298.500000,2288264.987500,419544.305185
178,2507131.000000,2288264.987500,419544.305185
179,2514002.875000,2288264.987500,419544.305185
180,2464130.275000,2288264.987500,419544.305185
181,2291312.525000,2288264.987500,417446.583659
182,2291312.525000,2288264.987500,417446.583659
183,2291520.162500,2288264.987500,417446.583659
184,2291520.162500,2288264.987500,417446.583659
185,2236546.937500,2236546.937500,417446.583659
186,2208872.187500,2208872.187500,415359.350741
187,2190078.962500,2190078.962500,415359.350741
188,2204180.275000,2190078.962500,415359.350741
189,2215252.975000,2190078.962500,415359.350741
190,2230474.075000,2190078.962500,415359.350741
191,2248202.500000,2190078.962500,413282.553987
192,2248202.500000,2190078.962500,413282.553987
193,2274501.625000,2190078.962500,413282.553987
194,2254509.087500,2190078.962500,413282.553987
195,2229692.712500,2190078.962500,413282.553987
196,2228158.137500,2190078.962500,411216.141217
197,2231504.750000,2190078.962500,411216.141217
198,2214887.900000,2190078.962500,411216.141217
199,2214887.900000,2190078.962500,411216.141217
200,2194793.600000,2190078.962500,411216.141217
201,2179476.600000,2179476.600000,409160.060511
202,2179476.600000,2179476.600000,409160.060511
203,2183689.050000,2179476.600000,409160.060511
204,2185610.662500,2179476.600000,409160.060511
205,2183260.237500,2179476.600000,409160.060511
206,2183104.312500,2179476.600000,407114.260209
207,2530329.912500,2179476.600000,407114.260209
208,2520825.162500,2179476.600000,407114.260209
209,2519969.237500,2179476.600000,407114.260209
210,2524469.237500,2179476.600000,407114.260209
211,2524469.237500,2179476.600000,405078.688908
212,2515858.637500,2179476.600000,405078.688908
213,2498182.775000,2179476.600000,405078.688908
214,2504206.000000,2179476.600000,405078.688908
215,2504206.000000,2179476.600000,405078.688908
216,2503301.687500,2179476.600000,403053.295463
217,2504169.687500,2179476.600000,403053.295463
218,2493742.612500,2179476.600000,403053.295463
219,2493742.612500,2179476.600000,403053.295463
220,2496542.587500,2179476.600000,403053.295463
221,2526299.512500,2179476.600000,401038.028986
