generation,best,avg,worst,std
1,2.79843e+06,3468578.676,4233072.150,358667.996
2,2205534.588,2892909.708,3950467.037,351479.277
3,2135704.062,2471481.807,3114139.937,227913.618
4,2048260.975,2206593.159,2584959.475,99006.278
5,1960986.150,2100996.450,2242716.550,66603.798
6,1885119.163,2041010.066,2277989.575,95251.413
7,1824642.150,2038658.596,3322856.163,240802.400
8,1780959.837,1926772.683,2364928.425,106882.833
9,1781964.150,1880151.957,2198933.212,81602.067
10,1728093.475,1838072.917,2092089.188,65176.641
11,1722018.312,1797238.725,2055706.587,59326.758
12,1711578.075,1782785.323,2223640.638,97386.154
13,1711394.975,1745223.148,1858336.938,35899.835
14,1697401.500,1726858.369,1904729.688,31331.761
15,1690336.688,1731980.613,1999437.513,55019.334
16,1683037.350,1761251.992,3063902.013,223433.249
17,1682305.988,1735531.140,2136197.038,92767.384
18,1671736.863,1713540.166,1996732.063,64080.841
19,1669449.038,1693921.361,1842370.975,29974.990
20,1662210.987,1699085.648,1861171.613,38952.800
21,1654310.650,1712074.656,2247117.337,96552.826
22,1661336.613,1694437.303,1873711.325,43166.233
23,1648613.212,1707597.280,1974046.887,69299.140
24,1645793.500,1694688.583,1903222.887,55687.230
25,1645793.500,1700903.514,2169159.625,93543.668
26,1638561.563,1678323.407,2007597.387,63023.863
27,1639466.875,1672207.084,1971561.600,65577.143
28,1632984.375,1675059.922,1989538.075,67244.032
29,1615096.325,1671414.323,1756427.900,36864.111
30,1612466.200,1678306.730,2234170.625,113161.995
31,1609201.988,1642533.580,1771254.188,39492.411
32,1607520.225,1656778.497,2111735.475,118477.296
33,1606605.675,1644529.021,1855564.238,57662.146
34,1606866.662,1666009.301,2123770.337,108851.149
35,1606393.175,1659320.592,2154415.300,117197.113
36,1605787.200,1639171.100,1895588.562,64513.614
37,1602441.638,1640833.226,2149987.725,87128.131
38,1603119.212,1674315.123,2140584.287,145926.749
39,1592669.438,1662188.583,2108770.350,120265.887
40,1592669.438,1727424.445,2231447.163,206601.059
41,1592669.438,1771632.457,2194745.112,227821.468
42,1592714.363,1710945.301,2374598.437,211397.778
43,1589644.613,1637789.971,2137414.125,104494.108
44,1589644.613,1683233.499,2840684.962,211464.479
45,1589704.425,1621229.201,2091939.450,84580.307
46,1588816.000,1635584.640,2126668.962,116224.585
47,1588816.000,1680639.847,2126914.400,158248.595
48,1588816.000,1630975.789,1877609.150,74856.039
49,1588638.525,1630307.324,2011524.000,82801.211
50,1588638.525,1674770.830,2046071.863,147239.840
51,1588638.525,1669022.826,2088026.200,137093.982
52,1588638.525,1647939.505,2039769.138,116901.480
53,1588782.450,1658663.729,2024572.275,143385.989
54,1588638.525,1667040.737,2044024.825,141961.385
55,1588638.525,1648372.345,2025404.938,104750.038
56,1588638.525,1644963.923,2020082.250,100328.773
57,1588638.525,1651090.049,2025175.425,112328.829
58,1588638.525,1650979.601,2121579.862,126671.165
59,1588638.525,1708408.487,2835802.125,233251.113
